0,1,2,3,lon,lat
131207,SX-014692-002,50032173,A,-117.13441463685606,32.70519460236371
105262,SX-014727-001,50004933,A,-117.13565848123181,32.70491082474651
105624,SS-011436-001,50005275,A,-117.13721217402976,32.70456777416897
131189,SX-014700-001,50032157,A,-117.13612086645219,32.70547232141398
131181,SX-014714-002,50032149,A,-117.14382347713426,32.70533895215864
131183,SX-014714-004,50032151,A,-117.14381612622901,32.70508701414495
106672,SS-014249-001,50006276,A,-117.14304653480248,32.70484262753132
131184,SX-014705-001,50032152,A,-117.14254194698566,32.70537536490894
131195,SX-014702-001,50032162,A,-117.1405118030444,32.705417890711836
131211,SS-007721-002,50032177,A,-117.14129616841564,32.70540758930983
137059,SS-014041-001,50038100,A,-117.14314997409261,32.70641426918388
117102,SS-014031-001,50016367,A,-117.14204334686568,32.706440564036384
117108,SS-014031-005,50016373,A,-117.14093776179106,32.70645284984422
132758,SX-014631-004,50033700,A,-117.14003955896406,32.70623738497595
100346,SX-014568-001,50000253,A,-117.13825501809342,32.70724384174295
117113,SS-014060-006,50016378,A,-117.1382369427525,32.70623578147878
115811,SX-014635-001,50015117,A,-117.13563068174562,32.70651203010336
107065,SX-014566-001,50006643,A,-117.13472820241415,32.70728602872333
132760,SX-014638-002,50033702,A,-117.13372060341048,32.706493685778426
132761,SX-014638-003,50033703,A,-117.13400874866679,32.70649162057832
117132,SS-014037-004,50016397,A,-117.13082485823917,32.70624754955986
107059,SS-015405-001,50006637,A,-117.12850608196128,32.70729855882293
100540,SX-014573-001,50000441,A,-117.1275390932857,32.70731437621224
117128,SS-014036-002,50016393,A,-117.12886139518866,32.70625399974233
110587,SX-014647-003,50010003,A,-117.1293781375982,32.70623932198441
109932,SS-028370-002,50009365,A,-117.13042326213842,32.70444602285109
109933,SS-028373-001,50009366,A,-117.12634212625561,32.70447131329049
137686,SS-029340-001,50038706,A,-117.12955432541847,32.702647218499116
107545,SS-016723-001,50007078,A,-117.13053456325196,32.69687546067937
100454,SX-015293-001,50000357,A,-117.1317633458718,32.696890538390335
100496,SX-015294-001,50000399,A,-117.12959945539473,32.69688282185611
106895,SS-014827-001,50006484,A,-117.14143655864595,32.708581396845425
106686,SS-014294-001,50006289,A,-117.14157625838011,32.7103840845286
106687,SS-014286-001,50006290,A,-117.13746546035236,32.71043200390468
100343,SX-014298-001,50000250,A,-117.13825629012359,32.7104277989769
107834,SS-017580-004,50007357,A,-117.14068158212429,32.71171217813181
110538,SX-014195-004,50009955,A,-117.14035785928898,32.71150150202221
107830,SS-017589-012,50007353,A,-117.14285519211077,32.711634424492594
107828,SS-017589-002,50007351,A,-117.1435769540352,32.71163917338379
110516,SX-014204-004,50009934,A,-117.14409389317949,32.71144708359393
100348,SX-014193-001,50000255,A,-117.13826944010351,32.71177684919928
100342,SX-014104-001,50000249,A,-117.13828403320188,32.71254275730121
100292,SX-013907-001,50000209,A,-117.14419740688388,32.71458717399928
100306,SX-013908-001,50000219,A,-117.14328367182497,32.71457215099298
100340,SX-013913-001,50000247,A,-117.13833746423802,32.714618527347184
105312,SX-014015-001,50004982,A,-117.13915801408288,32.71361456196781
100285,SX-013663-001,50000203,A,-117.14393851964299,32.71774287578169
100310,SX-013665-001,50000223,A,-117.14244242830077,32.71776650529449
100354,SX-013668-001,50000261,A,-117.13614845489663,32.718000557893866
131002,SS-003306-001,50031972,A,-117.13473881430009,32.71773646710221
100338,SX-013735-001,50000246,A,-117.13834222590643,32.7167039242848
110553,SX-014198-003,50009969,A,-117.13412829406485,32.71181231327292
110557,SX-014198-001,50009973,A,-117.13368937132861,32.71180961851714
117319,SS-014398-002,50016559,A,-117.13694314822486,32.70965444929814
117318,SS-014398-001,50016558,A,-117.13756291939963,32.70907484313521
106327,SS-013340-001,50005947,A,-117.13455031502953,32.70802493550595
100448,SX-014482-001,50000351,A,-117.13223153476022,32.70837432482824
100444,SX-014306-001,50000347,A,-117.13191533368352,32.71045249190733
100430,SX-013738-001,50000334,A,-117.13158326560509,32.71674486340493
110580,SX-013739-002,50009996,A,-117.1294774757386,32.71701069865523
126725,SX-014310-001,50026426,A,-117.12753595606587,32.710465532156405
126759,SS-014295-004,50026460,A,-117.12849936295073,32.71071434155729
126756,SS-014295-003,50026457,A,-117.12923643835155,32.71044768491961
126705,SX-014313-004,50026406,A,-117.13038535858003,32.71045312604883
126765,SS-014383-003,50026466,A,-117.1285074439225,32.709718608909924
126709,SX-014398-002,50026410,A,-117.13039740610178,32.70966905710014
126711,SX-014398-004,50026412,A,-117.1304158288309,32.709397854098874
126720,SS-000688-001,50026421,A,-117.1304091173669,32.70872589210949
126717,SX-014484-001,50026418,A,-117.13003271110466,32.70863375522617
126737,SS-000730-001,50026438,A,-117.12754882319899,32.70894485818803
126735,SX-014490-002,50026436,A,-117.12723561437286,32.70834275876174
106899,SX-014483-001,50006488,A,-117.13113174821868,32.708329756015615
100621,SX-013746-001,50000521,A,-117.12324421837457,32.71687064061007
105704,SS-011692-001,50005347,A,-117.12609480654284,32.712622733722355
115956,SS-017591-001,50015249,A,-117.12428405217966,32.71186350100149
126760,SS-014297-001,50026461,A,-117.12470777078377,32.710776650557
110622,SX-014207-002,50010038,A,-117.1251299968241,32.71155409717225
107905,SS-017865-001,50007426,A,-117.12313735435771,32.70944719549582
100666,SS-029383-001,50000566,A,-117.12248042447284,32.70319487758516
126749,SX-014491-001,50026450,A,-117.12539406838005,32.70868188597992
126750,SX-014491-002,50026451,A,-117.12509167577066,32.7083490579863
100642,SX-014542-001,50000542,A,-117.12270228167276,32.707533536361304
100690,SX-014436-001,50000589,A,-117.1206263919544,32.709161237761286
106689,SS-014303-001,50006292,A,-117.1176539182789,32.710372632357846
131229,SX-014504-001,50032196,A,-117.11638406355122,32.708519792132265
107066,SX-014535-001,50006644,A,-117.11797766655559,32.70780940697356
136443,SX-014227-003,50037399,A,-117.11402094099479,32.7113877714398
129527,SX-014062-001,50029549,A,-117.11399980468853,32.71333149782568
129529,SS-011921-001,50029551,A,-117.11558156863752,32.71403239793516
129531,SS-011922-002,50029553,A,-117.11256193367818,32.71481360884701
100908,SX-013754-001,50000805,A,-117.10664203895271,32.71685222075234
100915,SX-013875-001,50000812,A,-117.10664979451757,32.71499957151187
105315,SX-014044-001,50004984,A,-117.10984581475269,32.71334345116407
100883,SX-014045-001,50000781,A,-117.10879393052281,32.71332868731479
110708,SX-014234-001,50010124,A,-117.10876321766295,32.7116130532039
118277,SX-014230-002,50017507,A,-117.10959920598438,32.71134119703896
100917,SX-014409-001,50000814,A,-117.10637680346323,32.7097729199719
110610,SX-014642-004,50010026,A,-117.125077369051,32.706575877234016
110612,SX-014642-003,50010028,A,-117.1250563571332,32.706264910795106
110611,SX-014642-002,50010027,A,-117.12535884755229,32.70655603335838
106068,SS-029632-001,50005692,A,-117.12188495495197,32.703453321939705
102433,SX-014802-001,50002263,A,-117.12377427303281,32.70433596197728
102404,SX-014881-001,50002234,A,-117.12397822516391,32.703202972496264
110636,SX-015025-001,50010052,A,-117.12526112268769,32.7012770584715
137200,SS-020328-001,50038235,A,-117.1230746369747,32.70128589716834
106058,SX-015159-001,50005682,A,-117.12177824481236,32.69935586572329
100635,SS-029379-001,50000535,A,-117.12261354245769,32.697650198583666
100749,SX-014601-001,50000647,A,-117.11681858458856,32.706754260765145
100699,SX-014740-001,50000598,A,-117.1189253785779,32.704797616143125
108787,SS-029644-001,50008262,A,-117.11785949085342,32.70557881826064
130985,SX-015027-005,50031957,A,-117.11885694171397,32.701293221685766
130984,SX-015027-003,50031956,A,-117.11861308337504,32.701146558639294
130982,SX-015027-004,50031954,A,-117.11886367127367,32.701151464099894
110682,SX-015032-002,50010098,A,-117.11664957723222,32.701136963879684
100738,SX-015297-001,50000636,A,-117.11663968007063,32.696950996755774
108638,SX-015178-001,50008123,A,-117.11641144138234,32.6992327509114
100758,SX-015249-002,50000656,A,-117.11473035887262,32.697902015012346
108637,SX-015007-001,50008122,A,-117.11538679821635,32.701773722016995
100760,SX-014899-001,50000658,A,-117.1147486941089,32.70299158603913
100794,SX-014859-001,50000692,A,-117.11263413333046,32.70349513338329
100795,SX-015136-001,50000693,A,-117.11256989448592,32.69973544084592
106318,SS-013318-001,50005938,A,-117.11370931479996,32.69979839188869
101559,SX-014764-001,50001422,A,-117.10937706931476,32.70472950565266
100860,SX-014825-001,50000758,A,-117.11053825982061,32.70413013661006
100832,SX-014966-001,50000730,A,-117.11047381249313,32.702310429119116
101557,SX-014967-001,50001420,A,-117.10930386600997,32.70232408430006
100850,SX-015037-001,50000748,A,-117.11045947146486,32.701174214579034
100864,SX-015099-001,50000762,A,-117.1104274476144,32.700215287298946
129618,SS-026223-001,50029656,A,-117.11133376159304,32.70037402282568
105503,SS-011223-001,50005159,A,-117.1109575818503,32.69813581937174
103018,SX-015203-001,50002822,A,-117.10618118667497,32.69877260111947
100886,SX-015154-001,50000784,A,-117.10811401069643,32.69950244625299
102997,SX-015121-001,50002801,A,-117.10650768718929,32.70019420974556
104479,SX-015064-001,50004178,A,-117.10643324529342,32.7008594822399
110716,SX-015038-004,50010132,A,-117.10817627415717,32.70137956770533
127575,SS-003658-001,50027361,A,-117.13913696114061,32.96179279328257
132902,SX-001070-004,50033848,A,-117.13708639317156,32.9632762241617
127578,SX-001104-001,50027364,A,-117.13697951147324,32.962203725219936
125660,SX-001072-004,50025395,A,-117.13413343404368,32.96323136427199
120990,SX-001099-001,50020211,A,-117.13367134991903,32.96263590172728
121033,SS-025828-001,50020254,A,-117.13153410152877,32.961679564429126
120477,SX-001127-001,50019715,A,-117.13000686286223,32.96167428726884
131853,SS-023833-001,50032846,A,-117.14390822751686,32.96401492134516
131842,SX-001036-001,50032835,A,-117.14159668910953,32.96466685395304
131852,SS-011256-001,50032845,A,-117.1423686053219,32.965069096077116
131849,SX-001003-001,50032842,A,-117.143901145934,32.96588326737128
131845,SX-000979-001,50032838,A,-117.14266993764328,32.96664868480344
131847,SS-005365-002,50032840,A,-117.1432730925212,32.96728644911
131844,SS-005369-001,50032837,A,-117.1420907185838,32.96644088557395
131837,SS-007054-001,50032830,A,-117.13853438906241,32.96410861389409
131826,SX-000981-002,50032819,A,-117.13932954106711,32.9666249520012
131801,SX-000941-001,50032794,A,-117.1378072394047,32.96888750123384
131828,SX-000955-001,50032821,A,-117.14062694918364,32.9680689277978
131832,SS-005792-001,50032825,A,-117.13923793013409,32.96887255154925
111464,SS-002352-001,50010865,A,-117.13255328129584,32.97045203037661
115044,SS-008773-001,50014354,A,-117.13212306076751,32.97095773115052
131761,SX-000918-001,50032755,A,-117.13075726517708,32.97083725379254
127410,SS-003621-001,50027227,A,-117.13320240940172,32.969179995070576
115045,SX-000951-001,50014355,A,-117.1303900142382,32.96819065857694
121074,SS-026123-001,50020296,A,-117.13417944511951,32.9680904192021
120284,SX-000976-001,50019528,A,-117.13187088758623,32.96711094267173
115627,SX-001018-001,50014935,A,-117.13352622782037,32.96522705686122
120590,SS-023953-002,50019826,A,-117.1307090375727,32.96437688954715
116244,SS-011759-002,50015523,A,-117.13405451458361,32.973015966909486
131086,SS-005500-001,50032057,A,-117.1305071301178,32.98101981616813
127000,SX-000720-001,50026822,A,-117.13113591490014,32.982360385097486
127004,SX-000741-001,50026826,A,-117.13251456653774,32.98072172905316
127033,SS-028429-001,50026855,A,-117.13353330909516,32.980364710744716
127030,SX-000733-001,50026852,A,-117.13486247264885,32.9812041529024
127025,SX-000754-001,50026847,A,-117.1368131221746,32.979803910425275
127019,SX-000766-001,50026841,A,-117.13726250753744,32.978933880056765
127021,SS-018290-001,50026843,A,-117.13810376781286,32.9788000173827
127011,SS-003843-001,50026833,A,-117.13146678541025,32.979536962124634
127010,SX-000762-001,50026832,A,-117.1323656768642,32.9793715607174
112771,SX-000785-001,50012134,A,-117.13118366359303,32.977754593153016
131013,SS-009319-001,50031983,A,-117.14057720967365,32.97715754837263
131015,SS-010109-001,50031985,A,-117.13984937038389,32.9782195846101
131373,SX-000800-001,50032344,A,-117.13913138166255,32.97719509053858
131376,SX-000788-001,50032347,A,-117.1358380534687,32.97785980583512
118376,SS-017966-001,50017603,A,-117.13401985351007,32.977025931524174
118377,SX-000823-002,50017604,A,-117.13252891316057,32.97608456622931
118381,SS-017979-001,50017608,A,-117.13413080331256,32.976223528407075
137010,SX-000850-002,50038051,A,-117.13124124179181,32.97468361898737
131738,SX-000856-001,50032732,A,-117.1296645734817,32.9742207980119
131244,SS-004717-003,50032211,A,-117.12806024359526,32.97810221333247
134649,SX-000876-001,50035635,A,-117.11627544928314,32.97332630913814
134651,SS-020819-001,50035637,A,-117.11803215308984,32.97325360207097
134654,SS-020820-002,50035640,A,-117.12064205888622,32.97324096579612
131757,SS-020820-001,50032751,A,-117.12437149617767,32.97135220888052
115622,SX-000952-001,50014930,A,-117.12980217117293,32.968422279662256
115105,SX-001052-001,50014415,A,-117.12838095444991,32.96422030561639
120592,SS-023956-001,50019828,A,-117.12928590569683,32.963750066091876
132506,SX-001078-002,50033472,A,-117.12675719629975,32.9630900089568
111240,SX-001029-001,50010647,A,-117.1247571405085,32.96488913720441
119458,SX-001134-001,50018654,A,-117.12804275917607,32.96169821009445
112722,SX-001135-002,50012090,A,-117.12651237052721,32.9615360600525
115908,SX-001133-001,50015203,A,-117.12558912820107,32.96162614452216
112707,SX-001071-001,50012073,A,-117.12353763615428,32.96356189259878
113837,SX-001049-002,50013168,A,-117.124265621628,32.964478619928
132462,SX-001009-005,50033429,A,-117.11981333493144,32.96531680127835
121579,SX-001045-001,50020795,A,-117.11948673491399,32.96473356173931
121580,SX-001061-001,50020796,A,-117.11892343221764,32.96398511928129
121556,SX-001081-001,50020772,A,-117.11872306142023,32.9633399427883
121555,SS-027847-001,50020771,A,-117.12002765762298,32.962726103045746
119701,SS-021461-001,50018949,A,-117.11980412428784,32.96204707850223
121459,SX-001113-001,50020678,A,-117.12178447586136,32.96218121070802
119690,SX-001083-001,50018938,A,-117.115770105048,32.96310503856122
121468,SS-027674-002,50020687,A,-117.11520805108752,32.96439610799829
119665,SX-001012-001,50018913,A,-117.11489926447886,32.96555729331876
119678,SX-000995-001,50018926,A,-117.11797441091497,32.96643657110747
119676,SX-000985-001,50018924,A,-117.11725667518115,32.96688892364142
121419,SS-027597-001,50020638,A,-117.11633957607565,32.965640318454575
116129,SX-000934-001,50015420,A,-117.11083265418502,32.96946860003826
113619,SS-006447-001,50012954,A,-117.11723375246605,32.96101359922925
133713,SX-000060-001,50034663,A,-117.09130941076234,33.042320287406405
133223,SS-013135-002,50034219,A,-117.09222695286499,33.035149676213706
133225,SS-003032-001,50034221,A,-117.09101429949976,33.03331346456923
133231,SS-002604-003,50034227,A,-117.09245555640514,33.03431071437055
133215,SS-014211-001,50034211,A,-117.09402194843354,33.032550215878175
133219,SS-013140-002,50034215,A,-117.0908453594505,33.03438284629615
119817,SS-021750-001,50019062,A,-117.09188171774395,33.03070510034859
111830,SX-000266-001,50011223,A,-117.0895121453754,33.03045837114691
111720,SX-000299-001,50011116,A,-117.09221825192358,33.02820100592236
117927,SX-000275-001,50017169,A,-117.08815426644621,33.03006114199358
121069,SS-026084-001,50020291,A,-117.08879566339515,33.029232940075914
121070,SS-026084-002,50020292,A,-117.08985087900042,33.02868914372658
113160,SX-000298-001,50012516,A,-117.09121373734159,33.02841534742366
116064,SX-000313-001,50015355,A,-117.09182527749567,33.02736985875774
116065,SS-011255-001,50015356,A,-117.090359121815,33.02690536544247
133709,SS-018946-001,50034659,A,-117.08918440301396,33.04362374704549
133708,SX-000063-001,50034658,A,-117.08909745120447,33.042208183202355
133726,SX-000048-001,50034676,A,-117.08624260761965,33.04397862463667
133727,SS-002042-003,50034677,A,-117.0835528111317,33.04355219897552
112019,SX-000090-001,50011410,A,-117.08325407657856,33.03992656413495
133723,SS-018927-002,50034673,A,-117.08591987003851,33.042471203228374
133239,SX-000093-001,50034235,A,-117.08860682148448,33.03969733740062
133716,SS-025800-001,50034666,A,-117.08999418899703,33.040432425120954
133711,SS-025799-001,50034661,A,-117.08995247280225,33.04315562550392
133712,SS-025799-003,50034662,A,-117.09033088139523,33.04239824362105
133254,SS-007143-002,50034250,A,-117.08539990666667,33.04081222795269
133253,SS-007143-004,50034249,A,-117.08500039647349,33.04015082250631
133238,SX-000122-001,50034234,A,-117.08972219385747,33.038606188570036
133237,SX-000139-001,50034233,A,-117.08996601355612,33.03799849474546
112021,SS-003277-001,50011412,A,-117.08377114607147,33.038879691795145
113108,SX-000105-001,50012464,A,-117.07898514482656,33.039339223264825
116720,SS-012740-001,50015989,A,-117.07982944880906,33.03959329732963
115702,SS-010447-002,50015008,A,-117.07327433621627,33.04122946407353
131716,SX-000137-001,50032710,A,-117.07500292217077,33.03817676785196
128544,SS-006636-001,50028338,A,-117.08644622712151,33.036576972350844
114753,SX-000158-001,50014069,A,-117.08202473420042,33.03726503087107
114752,SX-000184-001,50014068,A,-117.08356015947406,33.03573170065798
113104,SX-000178-001,50012460,A,-117.08050258186141,33.03623942022999
111269,SS-002143-001,50010676,A,-117.08092436970927,33.034432557599025
111268,SX-000213-001,50010675,A,-117.08124721091194,33.0349288951823
111417,SX-000204-001,50010818,A,-117.07947018168719,33.03524143055066
111419,SX-000205-001,50010820,A,-117.07869199629704,33.03524664271614
121363,SS-027364-001,50020584,A,-117.07791770178426,33.0346262018615
111181,SS-001883-001,50010590,A,-117.07746007279735,33.03644531797904
115381,SS-009513-001,50014688,A,-117.0784806276204,33.033248540301756
132455,SX-000234-003,50033422,A,-117.08038531705995,33.033327851290146
115384,SX-000230-001,50014691,A,-117.08183883934826,33.034003149945235
115383,SX-000212-001,50014690,A,-117.08288781034517,33.03502677552401
128541,SS-017772-002,50028335,A,-117.08423373993774,33.03433231013719
113111,SX-000257-001,50012467,A,-117.08428532813245,33.0311756780206
113163,SS-005373-002,50012519,A,-117.08767053471543,33.02740835396636
116067,SX-000314-001,50015358,A,-117.0865602569178,33.02765188892511
115260,SX-000202-001,50014569,A,-117.07295748355101,33.03545015284279
115259,SX-000236-001,50014568,A,-117.07089505806985,33.03333618360648
115257,SX-000251-001,50014566,A,-117.07107058125703,33.032216733223116
111091,SX-000247-001,50010500,A,-117.0729438318888,33.03260041728802
112453,SX-000250-003,50011825,A,-117.0755728014618,33.03249839508652
112550,SX-000265-001,50011920,A,-117.07300139644646,33.030560664823945
115851,SX-000286-001,50015156,A,-117.07617003327813,33.0290419789244
115852,SS-010783-001,50015157,A,-117.07660800093451,33.02946850447782
111799,SX-000292-001,50011192,A,-117.07767747072,33.02852481366412
112532,SS-004091-001,50011902,A,-117.07726574443474,33.02724711886587
112449,SX-000312-002,50011821,A,-117.07569135431659,33.027408110922465
112435,SX-000302-001,50011807,A,-117.07601243485948,33.028070069575335
113923,SX-000282-001,50013242,A,-117.07283731652997,33.029067614870385
132842,SX-000360-002,50033788,A,-117.09203404349627,33.02447188242235
113728,SX-000330-001,50013063,A,-117.09128241623921,33.02655862504588
113724,SS-006211-001,50013059,A,-117.09188044144312,33.02682768912745
118319,SS-017787-001,50017549,A,-117.0924193481088,33.02552502113496
126921,SS-027699-002,50026739,A,-117.0959492345539,33.017334563728554
112469,SX-000517-005,50011841,A,-117.09137946232377,33.00954428697846
118600,SX-000517-001,50017819,A,-117.09100051299798,33.01001507027564
132620,SX-000563-003,50033567,A,-117.09118128503638,33.00577906036657
132622,SX-000563-004,50033569,A,-117.09091440011953,33.00550041175727
121787,SX-000560-001,50020999,A,-117.08893931670862,33.00635634583115
121791,SS-028924-001,50021003,A,-117.08884693257447,33.004880005169795
119345,SX-000356-002,50018542,A,-117.08794837077004,33.0243831442748
119344,SX-000356-001,50018541,A,-117.08827322469175,33.02474821028824
113722,SX-000333-001,50013057,A,-117.08683094030532,33.026268947667035
118100,SS-016968-001,50017332,A,-117.08618849839937,33.02527352983389
113729,SX-000333-002,50013064,A,-117.0866082282786,33.02635118987324
119278,SS-020349-001,50018476,A,-117.08538987285874,33.02517860326238
119279,SX-000343-001,50018477,A,-117.0843435067902,33.02579376263775
120199,SX-000364-002,50019446,A,-117.08237449077689,33.02407410369
111112,SX-000340-002,50010521,A,-117.07474584545542,33.0257440273312
112445,SX-000395-002,50011817,A,-117.07500378494093,33.02022807735166
112475,SX-000413-003,50011847,A,-117.07528801042852,33.01850446993434
111040,SX-000419-001,50010449,A,-117.07201154498466,33.018056171176774
115287,SX-000430-001,50014595,A,-117.0714102461995,33.01707517741231
135954,SS-004054-001,50036957,A,-117.0752870044097,33.018712247265036
112466,SX-000432-005,50011838,A,-117.07591648849115,33.01687430336175
133010,SX-000457-004,50033931,A,-117.07676628952176,33.01533892804497
118056,SS-016800-001,50017289,A,-117.07201938747845,33.01523377443994
132662,SX-000547-002,50033608,A,-117.07575298668154,33.007241759099024
132659,SX-000547-004,50033605,A,-117.07549609455359,33.007674641146714
132660,SX-000547-005,50033606,A,-117.07574884578183,33.00784232996579
132661,SX-000547-003,50033607,A,-117.07611548230402,33.00745921813795
115379,SX-000567-001,50014687,A,-117.07662645439687,33.00560229829582
112440,SX-000457-002,50011812,A,-117.07656551321422,33.015280184364876
114470,SX-000528-001,50013780,A,-117.08578924719603,33.00920344715022
115424,SX-000566-001,50014731,A,-117.08256833685886,33.00545801980422
121252,SS-026772-001,50020473,A,-117.08511780684151,33.0078883646724
112790,SX-000562-001,50012153,A,-117.0865208012675,33.005866998001736
121293,SS-026954-001,50020514,A,-117.08729187242287,33.00548489706682
111969,SX-000522-001,50011362,A,-117.07793326417934,33.00962558472779
111970,SX-000511-001,50011363,A,-117.07790398824126,33.0103266434184
136696,SS-004068-001,50037686,A,-117.07646306525359,33.00851849823702
112489,SX-000505-001,50011859,A,-117.07686834530689,33.0108547485615
112491,SS-004067-001,50011861,A,-117.07629850817112,33.01252550854858
132416,SX-000571-004,50033383,A,-117.09489622670057,33.0047182586887
132415,SX-000571-005,50033382,A,-117.09452435392747,33.00471667454874
131786,SS-005705-001,50032780,A,-117.09806656636822,33.00182165351933
133054,SS-003164-002,50033975,A,-117.09670150833037,32.99894543385042
132379,SS-021454-002,50033346,A,-117.09108886144895,32.99782900629122
132111,SS-008370-001,50033089,A,-117.08886668321837,32.99755412691041
111287,SX-000638-001,50010694,A,-117.08946354217568,32.996015736402
111288,SX-000640-001,50010695,A,-117.09209482885275,32.995590736103836
118398,SX-000643-001,50017625,A,-117.0910421132898,32.99516019995321
132238,SS-002174-001,50033213,A,-117.09319953124512,32.99413029334314
117943,SS-016429-001,50017185,A,-117.09407749384185,32.99640108515132
117942,SX-000649-001,50017184,A,-117.09411354688184,32.99438241868656
117941,SS-016430-001,50017183,A,-117.09470004326423,32.993474163430925
113290,SS-005550-003,50012644,A,-117.09409076222605,32.98946449835043
111965,SX-000679-001,50011358,A,-117.09179987904471,32.98863529060968
113294,SS-005551-001,50012648,A,-117.09210633829255,32.98760355261743
113800,SS-006327-001,50013133,A,-117.09047286205978,32.99020476668682
115126,SX-000687-001,50014436,A,-117.09096552931027,32.98749965527384
115120,SS-008934-001,50014430,A,-117.0899176547758,32.98534714939612
115128,SX-000691-001,50014438,A,-117.0890321868208,32.98636597569749
115124,SX-000704-001,50014434,A,-117.09154495247279,32.98432189824088
120057,SX-000706-001,50019297,A,-117.08976084456499,32.98407404045743
115123,SS-008937-003,50014433,A,-117.08824728690746,32.98339983747032
115129,SS-008937-004,50014439,A,-117.08773797661995,32.984365601799155
119759,SS-021571-001,50019007,A,-117.09470401549612,32.984388320020365
129554,SS-022868-001,50029576,A,-117.08812143029573,33.00234429058199
129553,SS-022867-001,50029575,A,-117.0855274597249,33.002943481506755
129555,SX-000590-001,50029577,A,-117.08736590292821,33.0024717133683
129557,SS-012571-001,50029579,A,-117.0861509924276,33.00197008517692
129558,SS-012571-002,50029580,A,-117.08456876889845,33.00177222573851
129565,SX-000603-001,50029587,A,-117.08564400205512,33.001135909432264
129566,SS-017797-001,50029588,A,-117.08521392973618,32.99964260676731
114810,SS-008372-001,50014126,A,-117.07928596191921,33.00398351220861
113339,SX-000587-001,50012690,A,-117.07922780881972,33.00335175084132
113337,SX-000591-001,50012688,A,-117.08029535597638,33.00258635425116
113338,SS-005647-001,50012689,A,-117.07963576480066,33.00285738133237
112718,SX-000601-001,50012085,A,-117.08071110600736,33.00153742224034
129141,SX-000641-001,50029121,A,-117.07538804732215,32.99548034486613
129142,SS-027900-001,50029122,A,-117.07685784788355,32.99501015997962
129138,SX-000648-001,50029118,A,-117.07455554441958,32.99469948591197
129171,SS-003239-001,50029151,A,-117.08097288166627,32.99765961489497
129172,SS-003239-002,50029152,A,-117.08105570542638,32.998140043378775
131893,SS-021453-002,50032885,A,-117.08714583413648,32.99923067711367
131894,SS-021453-003,50032886,A,-117.0873980895616,32.998319908562294
119683,SS-021423-002,50018931,A,-117.08601489346313,32.99555157397504
111487,SX-000631-001,50010888,A,-117.08770304863539,32.99664636601347
126909,SS-014174-004,50026730,A,-117.07920892844278,32.99432307398389
111488,SX-000654-001,50010889,A,-117.0869173669242,32.99373662532538
120853,SX-000657-001,50020083,A,-117.08778685209786,32.99325456547446
120854,SX-000663-001,50020084,A,-117.08594505576333,32.99232497972979
118149,SX-000664-001,50017380,A,-117.08857984567781,32.99227691604754
120752,SS-024723-001,50019984,A,-117.08569822233866,32.99123378038622
120753,SS-024724-001,50019985,A,-117.0866356063809,32.989492806412876
111484,SX-000673-001,50010885,A,-117.08500048542912,32.98988245698836
121050,SS-025971-001,50020272,A,-117.08739049673547,32.98995085326102
121049,SX-000674-001,50020271,A,-117.08781776441641,32.989826649594384
121052,SS-025975-001,50020274,A,-117.08811472319782,32.989161222163645
121051,SX-000676-001,50020273,A,-117.08755038268788,32.98914752233992
128940,SX-000669-002,50028810,A,-117.07661454151871,32.990469228455225
132350,SS-022693-005,50033317,A,-117.0814446807863,32.98668243063425
129139,SS-027752-001,50029119,A,-117.07529692632004,32.99393939694733
114943,SX-000832-001,50014255,A,-117.09510077389784,32.9756268596168
113833,SS-006442-002,50013164,A,-117.09166285831805,32.97484121268011
132396,SX-000795-004,50033363,A,-117.09018492013769,32.97731596805982
132394,SX-000795-003,50033361,A,-117.09034275786465,32.97775284879736
132393,SX-000795-002,50033360,A,-117.0899917848867,32.97757941686518
128687,SS-006097-001,50028481,A,-117.08649457593746,32.97450728605203
128686,SX-000852-001,50028480,A,-117.08779394247293,32.97484342774582
128688,SS-007135-001,50028482,A,-117.08703452257892,32.9736814916876
128690,SS-007136-001,50028484,A,-117.08552692110811,32.973047850694016
134228,SX-000752-003,50035190,A,-117.07816435951938,32.98015898856355
134226,SX-000752-001,50035188,A,-117.07837340240283,32.98054092799654
131992,SX-000784-005,50032974,A,-117.07118848085118,32.97817360055591
132907,SX-000792-001,50033853,A,-117.07207298482155,32.97787310979312
131725,SX-001162-001,50032719,A,-117.08875298164318,32.96074735513717
135090,SX-001124-004,50036079,A,-117.09175698156672,32.96202882507435
131116,SX-001124-005,50032086,A,-117.09195068614841,32.96182892803887
113872,SS-027868-001,50013198,A,-117.09936569910778,32.96632389197729
121548,SS-027839-001,50020764,A,-117.09772788852347,32.96722941894529
113875,SX-000947-001,50013201,A,-117.09702816182406,32.968715993612314
112422,SS-004032-001,50011794,A,-117.0980844077014,32.971400560340285
118312,SS-017763-001,50017542,A,-117.09873298389911,32.97170737847886
117570,SX-000905-001,50016817,A,-117.09922749252252,32.971760672020125
117571,SS-015350-001,50016818,A,-117.09938457953496,32.9709766167063
112423,SX-000928-001,50011795,A,-117.0983389743514,32.96998918179722
100940,SX-013756-001,50000835,A,-117.1050490451021,32.716839254076504
100939,SX-013841-001,50000834,A,-117.10450574986751,32.71579858877834
109739,SS-026742-001,50009179,A,-117.10385053702124,32.71461439975934
