,tract,blockgroup,count,graffiti_count,dump_count,lighting_count,sl_count,landarea,cent_lat,cent_lon,sl_density,gsl_meandist,dsl_meandist
322,9506.0,1.0,11.0,0.0,0.0,1.0,84.0,1079868.0,32.8244863,-117.0893658,7.77872851126e-05,,
323,17813.0,2.0,,,,,,,,,,,
324,17200.0,3.0,1.0,0.0,0.0,0.0,,,,,,,
325,17401.0,2.0,,,,,,,,,,,
326,17401.0,4.0,,,,,,,,,,,
327,9505.0,3.0,17.0,0.0,0.0,4.0,142.0,1355204.0,32.8317322,-117.0927792,0.000104781272783,,
328,9505.0,2.0,8.0,0.0,1.0,0.0,41.0,697303.0,32.8410963,-117.0820528,5.87979687453e-05,,248.273602844
329,9504.0,2.0,2.0,0.0,0.0,0.0,58.0,1299261.0,32.9118928,-117.0677678,4.46407611712e-05,,
330,8353.0,3.0,1.0,0.0,0.0,1.0,24.0,195525.0,32.9331852,-117.1332588,0.00012274645186,,
331,17403.0,1.0,,,,,,,,,,,
332,17801.0,2.0,,,,,,,,,,,
333,17801.0,3.0,,,,,,,,,,,
334,17801.0,4.0,,,,,,,,,,,
335,18614.0,3.0,,,,,,,,,,,
336,13310.0,1.0,,,,,,,,,,,
337,8347.0,1.0,13.0,0.0,1.0,1.0,77.0,1248465.0,32.9218334,-117.164715,6.1675737806e-05,,37.5947812748
338,8335.0,2.0,13.0,1.0,0.0,0.0,39.0,290875.0,32.9625162,-117.1423186,0.000134078212291,104.070100733,
339,8324.0,2.0,25.0,1.0,1.0,2.0,93.0,2765299.0,32.9596588,-117.2516376,3.36310829317e-05,565.785713898,239.426134541
340,8312.0,4.0,52.0,0.0,0.0,7.0,113.0,717087.0,32.8545178,-117.2572423,0.000157581994932,,
341,8305.0,1.0,11.0,0.0,0.0,2.0,46.0,2920709.0,32.8806677,-117.2364151,1.57496005251e-05,,
342,7600.0,4.0,13.0,0.0,0.0,0.0,60.0,310101.0,32.7619521,-117.2507774,0.000193485348322,,
343,17054.0,1.0,,,,,,,,,,,
344,201.0,1.0,33.0,0.0,3.0,0.0,61.0,864211.0,32.7540028,-117.1733775,7.05846141741e-05,,99.0486275496
345,2711.0,2.0,22.0,2.0,2.0,0.0,42.0,390676.0,32.7400539,-117.0762187,0.000107505964021,115.476576619,201.082888737
346,2712.0,2.0,11.0,0.0,3.0,0.0,36.0,337744.0,32.7303521,-117.078762,0.000106589606329,,104.712719035
347,18601.0,2.0,,,,,,,,,,,
348,18603.0,4.0,,,,,,,,,,,
349,18609.0,3.0,,,,,,,,,,,
350,19406.0,3.0,,,,,,,,,,,
351,19503.0,2.0,,,,,,,,,,,
352,3305.0,3.0,14.0,4.0,0.0,3.0,60.0,530384.0,32.6941911,-117.0901211,0.000113125584482,98.4778771572,
353,12502.0,3.0,,,,,,,,,,,
354,8301.0,1.0,8.0,1.0,1.0,0.0,43.0,983740.0,32.8148187,-117.2267686,4.37107365767e-05,71.271029668,174.17190775
355,13000.0,1.0,,,,,,,,,,,
356,1800.0,2.0,76.0,26.0,10.0,1.0,28.0,144490.0,32.7629759,-117.1158402,0.000193785037027,251481.694578,188.758083462
357,1800.0,3.0,12.0,1.0,0.0,2.0,45.0,130314.0,32.7622012,-117.1202,0.000345319766103,45.2270235211,
358,1800.0,4.0,17.0,0.0,4.0,0.0,20.0,107820.0,32.7621991,-117.1250606,0.000185494342423,,197.582575047
359,1800.0,6.0,24.0,1.0,2.0,2.0,25.0,100644.0,32.7644053,-117.1240381,0.000248400302055,23.2187390709,66.9597567794
360,1900.0,2.0,32.0,2.0,5.0,1.0,50.0,812469.0,32.7701424,-117.1149467,6.1540809557e-05,104.14438706,190.715739239
361,1900.0,3.0,20.0,0.0,1.0,0.0,11.0,182685.0,32.7663267,-117.1206742,6.02129348332e-05,,245.90423537
362,2001.0,1.0,36.0,0.0,0.0,18.0,71.0,384056.0,32.7697627,-117.106661,0.000184868873289,,
363,2201.0,2.0,19.0,7.0,3.0,4.0,29.0,134163.0,32.752384,-117.1144392,0.000216154975664,88.7213531479,129.185127247
364,2202.0,2.0,23.0,6.0,3.0,2.0,31.0,155305.0,32.7525615,-117.1044792,0.000199607224494,75.7539330811,109.684842066
365,2202.0,3.0,16.0,5.0,1.0,3.0,32.0,201668.0,32.7523277,-117.1075906,0.000158676636849,175.538272584,305.760498224
366,2301.0,1.0,10.0,0.0,2.0,1.0,27.0,118180.0,32.7576864,-117.0901086,0.000228465053309,,66.1290426199
367,2301.0,2.0,20.0,1.0,1.0,0.0,25.0,104961.0,32.7572512,-117.0938846,0.000238183706329,35.4801550515,83.4079413325
368,2301.0,3.0,27.0,2.0,4.0,3.0,29.0,200184.0,32.7572015,-117.0979723,0.000144866722615,112.101229332,78.9858566425
369,2302.0,1.0,30.0,3.0,1.0,0.0,37.0,210229.0,32.7543374,-117.0961635,0.000175998553958,135.316279499,64.6360336855
370,2302.0,3.0,18.0,4.0,2.0,1.0,33.0,163089.0,32.7504886,-117.0965691,0.000202343505693,59.3886015406,79.1694925839
371,2401.0,1.0,71.0,36.0,7.0,0.0,32.0,210378.0,32.7469622,-117.1113246,0.000152107159494,166.962487071,85.1318270415
372,2401.0,2.0,21.0,5.0,2.0,0.0,26.0,191944.0,32.7471589,-117.1148343,0.000135456174718,190.187562413,70.6129978813
373,2501.0,1.0,27.0,8.0,10.0,0.0,36.0,678342.0,32.7380994,-117.1095942,5.30705750197e-05,137.45367738,192.198563009
374,2501.0,2.0,43.0,5.0,8.0,0.0,21.0,371117.0,32.742317,-117.1127885,5.65859284269e-05,174.903903115,152.994628458
375,2501.0,3.0,23.0,2.0,5.0,1.0,18.0,206935.0,32.7422983,-117.1041651,8.69838355039e-05,133.108912082,200.042962505
376,2502.0,1.0,58.0,5.0,21.0,4.0,79.0,1029533.0,32.7241391,-117.1108717,7.67338200912e-05,97.6432651401,88.2080922882
377,2502.0,2.0,67.0,21.0,12.0,1.0,52.0,528172.0,32.7317066,-117.1034745,9.8452776747e-05,154.329338884,75.6283294244
378,13906.0,2.0,,,,,,,,,,,
379,15406.0,1.0,,,,,,,,,,,
380,15501.0,1.0,,,,,,,,,,,
381,15703.0,1.0,,,,,,,,,,,
382,16802.0,2.0,,,,,,,,,,,
383,16806.0,2.0,,,,,,,,,,,
384,17020.0,1.0,,,,,,,,,,,
385,17029.0,1.0,27.0,0.0,1.0,5.0,245.0,21903881.0,32.9881564,-117.1614853,1.11852324252e-05,,157.149959897
386,17030.0,1.0,62.0,1.0,1.0,28.0,369.0,31600936.0,33.0362376,-117.1267567,1.1676869318e-05,60.9270405131,544.085741052
387,2601.0,1.0,23.0,19.0,2.0,0.0,31.0,251073.0,32.743048,-117.0987931,0.000123470066475,78.7647577471,241.553655595
388,2601.0,2.0,47.0,6.0,14.0,3.0,94.0,332355.0,32.7477181,-117.0966183,0.000282830106362,90.1127702347,89.0502255312
389,17048.0,2.0,,,,,,,,,,,
390,17502.0,3.0,,,,,,,,,,,
391,17810.0,1.0,,,,,,,,,,,
392,18507.0,4.0,1.0,0.0,0.0,0.0,,,,,,,
393,18516.0,2.0,,,,,,,,,,,
394,18609.0,1.0,,,,,,,,,,,
395,18803.0,1.0,,,,,,,,,,,
396,18803.0,2.0,,,,,,,,,,,
397,19106.0,1.0,,,,,,,,,,,
398,19207.0,1.0,,,,,,,,,,,
399,19702.0,4.0,,,,,,,,,,,
400,20017.0,2.0,,,,,,,,,,,
401,20103.0,2.0,,,,,,,,,,,
402,20304.0,3.0,,,,,,,,,,,
403,20405.0,2.0,,,,,,,,,,,
404,20601.0,1.0,,,,,,,,,,,
405,20904.0,3.0,,,,,,,,,,,
406,100.0,2.0,29.0,2.0,0.0,3.0,99.0,877541.0,32.7519389,-117.1882694,0.000112815241681,146.488175116,
407,300.0,1.0,23.0,0.0,1.0,0.0,9.0,123593.0,32.7473602,-117.1666806,7.28196580712e-05,,189.842390924
408,300.0,2.0,23.0,0.0,2.0,1.0,48.0,142238.0,32.7467016,-117.1616946,0.000337462562747,,57.0431195239
409,2002.0,1.0,12.0,0.0,0.0,2.0,93.0,516566.0,32.7658586,-117.0902076,0.000180035077802,,
410,2002.0,2.0,38.0,2.0,2.0,7.0,122.0,767589.0,32.7636813,-117.0947541,0.000158939223986,98.1274053794,92.9407243508
411,2100.0,1.0,44.0,6.0,5.0,1.0,55.0,275363.0,32.7617346,-117.1069693,0.000199736348021,93.3788845338,184.513685208
412,2100.0,2.0,41.0,18.0,2.0,1.0,25.0,168547.0,32.7567894,-117.1038012,0.00014832657953,67.9356039514,74.4304689681
413,2100.0,3.0,91.0,34.0,21.0,1.0,17.0,122186.0,32.7570007,-117.1076927,0.000139132142799,114.40103074,167.603955654
414,2100.0,4.0,234.0,80.0,48.0,7.0,18.0,159307.0,32.7576094,-117.1108512,0.000112989385275,91.6172808112,111.210297013
415,2100.0,5.0,85.0,17.0,7.0,6.0,25.0,165914.0,32.7578364,-117.1139667,0.000150680473016,97.8405762987,176.29000809
416,300.0,3.0,34.0,4.0,7.0,0.0,50.0,329534.0,32.7442234,-117.1587548,0.000151729411836,77.9866356114,305.846624802
417,300.0,4.0,8.0,0.0,0.0,0.0,7.0,99553.0,32.7430139,-117.1627521,7.03143049431e-05,,
418,300.0,5.0,13.0,1.0,0.0,1.0,20.0,203843.0,32.743649,-117.1655925,9.81147255486e-05,85.8085619321,
419,400.0,1.0,23.0,1.0,5.0,0.0,36.0,480192.0,32.7545438,-117.1617092,7.49700119952e-05,109.087318856,279.715236007
420,400.0,2.0,53.0,4.0,11.0,2.0,61.0,267827.0,32.7496873,-117.1604516,0.000227758963809,1280864.46531,89.6942137652
421,500.0,1.0,34.0,9.0,0.0,0.0,55.0,649216.0,32.7624613,-117.1519868,8.47175670347e-05,110.442384065,
422,500.0,2.0,13.0,1.0,1.0,0.0,21.0,406500.0,32.7586342,-117.1532878,5.16605166052e-05,88.3699515282,138.336704542
423,500.0,3.0,14.0,0.0,0.0,0.0,10.0,134618.0,32.7581356,-117.1497189,7.42842710484e-05,,
424,600.0,1.0,4.0,1.0,0.0,0.0,20.0,217747.0,32.7554285,-117.1493074,9.18497154955e-05,89.7206436843,
425,600.0,2.0,43.0,6.0,10.0,0.0,36.0,396493.0,32.753799,-117.154829,9.0796054407e-05,170961.575101,101.361366631
426,600.0,3.0,149.0,34.0,20.0,5.0,78.0,318042.0,32.7503205,-117.1500392,0.000245250627276,75.3182689864,133.755382408
427,700.0,1.0,60.0,16.0,5.0,3.0,43.0,369859.0,32.7450063,-117.1539374,0.000116260520901,43.2449114102,211.009618615
428,700.0,2.0,35.0,9.0,2.0,0.0,42.0,251337.0,32.7459696,-117.1488433,0.000167106315425,40.3585860627,80.139018288
429,800.0,1.0,10.0,5.0,0.0,0.0,9.0,126543.0,32.7470238,-117.1400412,7.11220691781e-05,94.276494989,
430,800.0,2.0,5.0,0.0,0.0,0.0,8.0,142596.0,32.7439171,-117.1398307,5.61025554714e-05,,
431,800.0,3.0,12.0,0.0,6.0,0.0,18.0,193172.0,32.7424967,-117.1429981,9.3181206386e-05,,183.11321685
432,2401.0,3.0,31.0,6.0,0.0,2.0,35.0,251560.0,32.7471033,-117.1187179,0.000139131817459,108.320678212,
433,2402.0,2.0,56.0,15.0,10.0,3.0,45.0,294397.0,32.7468056,-117.1070243,0.000152854818493,137.631417779,213.775021311
434,900.0,1.0,24.0,9.0,8.0,0.0,21.0,158718.0,32.7537247,-117.1400499,0.000132310134956,165.252667563,153.055894261
435,900.0,3.0,22.0,3.0,3.0,0.0,14.0,95834.0,32.7503126,-117.1412761,0.000146085940272,55.4423083481,74.3051187807
436,900.0,4.0,14.0,7.0,0.0,0.0,20.0,73996.0,32.7493632,-117.1444141,0.000270284880264,43.5537662946,
437,900.0,6.0,27.0,9.0,2.0,0.0,29.0,123249.0,32.7537067,-117.1444399,0.000235296026743,57.619253246,86.9866357488
438,1000.0,1.0,44.0,10.0,4.0,3.0,50.0,351752.0,32.76357,-117.1414317,0.000142145602584,979623.404442,151.371351347
439,1000.0,2.0,21.0,3.0,1.0,1.0,19.0,167393.0,32.7600382,-117.1419406,0.000113505343712,6530094.14038,198.895366477
440,1000.0,3.0,28.0,3.0,3.0,0.0,19.0,168186.0,32.7581695,-117.1419391,0.000112970163985,129.113146434,148.289785825
441,1000.0,4.0,32.0,12.0,6.0,2.0,29.0,177578.0,32.7562461,-117.1419333,0.000163308517947,156.22967356,161.228352125
442,1100.0,1.0,35.0,1.0,0.0,0.0,32.0,624270.0,32.7666255,-117.1337425,5.12598715299e-05,216.725757929,
443,1100.0,2.0,20.0,3.0,4.0,1.0,39.0,178422.0,32.7624523,-117.1311357,0.000218582910179,53.1208803628,203.835379952
444,1100.0,3.0,22.0,2.0,2.0,1.0,21.0,133262.0,32.7627882,-117.1356437,0.000157584307605,44.7974505743,177.463024017
445,1200.0,1.0,27.0,4.0,5.0,3.0,37.0,173540.0,32.757829,-117.1274219,0.000213207329722,69.7801184728,79.4171353324
446,1200.0,2.0,18.0,1.0,0.0,3.0,32.0,146541.0,32.7581715,-117.1301781,0.000218368920643,53.5153812883,
447,1200.0,3.0,28.0,4.0,1.0,1.0,20.0,147042.0,32.7581641,-117.1326547,0.00013601556018,98.4973552968,277.629731034
448,1200.0,4.0,24.0,4.0,0.0,4.0,21.0,220280.0,32.7581423,-117.1357528,9.53332122753e-05,156.632362611,
449,1300.0,1.0,37.0,2.0,3.0,6.0,37.0,159305.0,32.7537609,-117.1289298,0.000232258874486,87.0861028946,125.176535963
450,1300.0,2.0,79.0,25.0,1.0,2.0,67.0,192864.0,32.7503339,-117.1289171,0.000347395055583,48.7811401455,57.9061432649
451,1300.0,3.0,30.0,4.0,7.0,0.0,43.0,144313.0,32.7515813,-117.13448,0.000297963454436,135.403786436,53.9173856984
452,1300.0,4.0,22.0,4.0,0.0,0.0,15.0,168135.0,32.7543721,-117.132947,8.92140244446e-05,74.890618146,
453,1400.0,1.0,51.0,14.0,1.0,2.0,58.0,204723.0,32.7462893,-117.1304763,0.000283309642786,78.4890701277,124.756108645
454,1400.0,2.0,45.0,2.0,5.0,2.0,41.0,206768.0,32.7423031,-117.1319802,0.000198289870773,73.3000625006,57.7748758855
455,1400.0,3.0,32.0,4.0,0.0,1.0,39.0,334835.0,32.7452975,-117.135353,0.000116475278869,68.3683576883,
456,1500.0,1.0,19.0,3.0,3.0,0.0,26.0,211622.0,32.7458285,-117.122749,0.000122860572152,78.9577443701,104.259923454
457,5100.0,2.0,157.0,25.0,9.0,36.0,426.0,1392601.0,32.7028942,-117.1532998,0.000305902408515,81.3292862699,251.050803712
458,5200.0,1.0,100.0,8.0,11.0,15.0,520.0,565883.0,32.7151358,-117.1512987,0.000918917868181,43.7506582617,53.2128140924
459,7301.0,1.0,9.0,1.0,0.0,2.0,10.0,205403.0,32.7370899,-117.2528295,4.86847806507e-05,229.034413474,
460,5200.0,2.0,39.0,2.0,2.0,11.0,198.0,173413.0,32.7168177,-117.1547726,0.00114178291132,24.6311298219,85.3092900707
461,5300.0,1.0,77.0,4.0,2.0,14.0,263.0,198503.0,32.7178015,-117.1588227,0.00132491700377,36.2214711242,53.4587502893
462,5300.0,2.0,102.0,7.0,6.0,12.0,281.0,199636.0,32.7136025,-117.1587874,0.00140756176241,24.4802781952,38.1496233314
463,5300.0,3.0,159.0,15.0,11.0,16.0,414.0,403073.0,32.7162596,-117.1636449,0.00102710923332,56.0169376393,47.4369249206
464,5300.0,4.0,26.0,3.0,0.0,5.0,83.0,70132.0,32.7122964,-117.1645989,0.00118348257571,39.5447132073,
465,5400.0,1.0,45.0,5.0,2.0,7.0,108.0,576072.0,32.710436,-117.1681521,0.000187476565429,106.54074488,267.675410083
466,5400.0,2.0,98.0,19.0,2.0,18.0,317.0,506326.0,32.7161522,-117.1698802,0.000626078850385,67.1390101143,164.872628941
467,4100.0,3.0,25.0,9.0,2.0,4.0,52.0,194982.0,32.7151261,-117.1309105,0.000266691284324,100.127772973,100.103292321
468,5500.0,1.0,9.0,5.0,0.0,0.0,31.0,443459.0,32.7241295,-117.1468293,6.99049968543e-05,102.778616502,
469,5600.0,1.0,52.0,6.0,1.0,7.0,129.0,231961.0,32.7214504,-117.1629514,0.000556127969788,91.9603218193,327.243869209
470,5700.0,2.0,17.0,2.0,5.0,1.0,22.0,134500.0,32.7252861,-117.1641201,0.000163568773234,74.042699829,59.0680299284
471,5800.0,1.0,114.0,11.0,5.0,21.0,401.0,808276.0,32.7249041,-117.1705895,0.000496117662779,76.9883758137,89.8879210576
472,5900.0,2.0,17.0,1.0,0.0,0.0,19.0,118359.0,32.7292768,-117.164375,0.000160528561411,84.633308987,
473,5900.0,3.0,7.0,0.0,0.0,0.0,24.0,144015.0,32.7294491,-117.1675007,0.000166649307364,,
474,6000.0,1.0,41.0,5.0,1.0,1.0,29.0,178828.0,32.7388174,-117.1617024,0.000162166998457,120.646824049,148.328499154
475,6000.0,2.0,17.0,10.0,1.0,0.0,30.0,217518.0,32.7348055,-117.1616836,0.000137919620445,69.8280474354,115.759292558
476,6000.0,3.0,49.0,6.0,6.0,2.0,62.0,612679.0,32.7356854,-117.1663872,0.000101194916098,83.2297276549,92.0141314286
477,6100.0,1.0,22.0,1.0,1.0,0.0,50.0,443744.0,32.7386438,-117.1731717,0.000112677579866,82.4851496322,52.0792326694
478,6500.0,2.0,115.0,16.0,6.0,8.0,150.0,1021913.0,32.75467,-117.1959793,0.000146783532453,95.0611566516,132.622124074
479,6500.0,3.0,70.0,9.0,9.0,6.0,144.0,884552.0,32.7452495,-117.1898623,0.000162794273259,59.9634052489,96.5733605945
480,6600.0,1.0,15.0,0.0,1.0,1.0,62.0,509284.0,32.745617,-117.2061684,0.000121739540217,,100.14893223
481,6801.0,1.0,26.0,1.0,5.0,0.0,39.0,672660.0,32.7547548,-117.2292638,5.79787708501e-05,35.8686045662,317.199432027
482,6802.0,1.0,58.0,2.0,9.0,4.0,71.0,421920.0,32.7485638,-117.2121918,0.000168278346606,123.33629609,108.690622358
483,6802.0,2.0,20.0,0.0,0.0,6.0,37.0,297914.0,32.7518874,-117.2195596,0.000124196915888,,
484,6802.0,3.0,21.0,0.0,0.0,7.0,30.0,297660.0,32.7507332,-117.2263164,0.000100786131828,,
485,7800.0,4.0,5.0,2.0,1.0,0.0,17.0,147692.0,32.8029082,-117.2294323,0.000115104406468,94.9867488308,229.051556585
486,7800.0,5.0,6.0,0.0,1.0,0.0,11.0,430443.0,32.8067017,-117.229376,2.55550676861e-05,,260.9861718
487,6900.0,2.0,33.0,0.0,1.0,11.0,52.0,383119.0,32.7393341,-117.2264866,0.000135728063604,,72.9909449104
488,6900.0,3.0,42.0,1.0,0.0,14.0,86.0,597514.0,32.7410139,-117.2189178,0.000143929681982,60.2668948538,
489,7002.0,1.0,15.0,0.0,2.0,0.0,43.0,575870.0,32.7365769,-117.2353301,7.46696302985e-05,,156.441536853
490,8101.0,4.0,15.0,1.0,0.0,2.0,19.0,165599.0,32.8291692,-117.2784775,0.000114734992361,19.1191183127,
491,8101.0,5.0,10.0,0.0,0.0,0.0,28.0,230508.0,32.829781,-117.2746123,0.000121470838322,,
492,8102.0,1.0,20.0,3.0,0.0,3.0,48.0,520636.0,32.822908,-117.2799949,9.21949308154e-05,102.094738051,
493,8102.0,2.0,15.0,1.0,2.0,0.0,20.0,384741.0,32.8222254,-117.2725777,5.19830223449e-05,293.126490707,87.0609892407
494,8102.0,3.0,32.0,0.0,1.0,3.0,30.0,468022.0,32.815004,-117.2666888,6.40995508758e-05,,116.366273698
495,8200.0,1.0,23.0,1.0,0.0,1.0,92.0,363466.0,32.842312,-117.2762251,0.000253118586058,65.1685675267,
496,3502.0,2.0,17.0,9.0,0.0,0.0,46.0,331922.0,32.698573,-117.1094135,0.000138586776411,130.876033756,
497,3502.0,3.0,10.0,4.0,2.0,1.0,41.0,233590.0,32.6986366,-117.1146307,0.000175521212381,55.791296369,78.6387804637
498,3602.0,1.0,14.0,8.0,3.0,1.0,71.0,374614.0,32.6929528,-117.105261,0.000189528421255,63.8539691126,139.649273215
499,7200.0,1.0,29.0,0.0,1.0,15.0,58.0,1120736.0,32.7165102,-117.2499775,5.17517060218e-05,,179.793500104
500,7800.0,1.0,34.0,8.0,3.0,1.0,48.0,649215.0,32.8027598,-117.2191848,7.39354451145e-05,154.636886022,194.355996512
501,7800.0,3.0,17.0,0.0,1.0,0.0,25.0,317873.0,32.7994701,-117.227732,7.8647761842e-05,,87.2269814918
502,3602.0,2.0,10.0,2.0,7.0,0.0,37.0,280825.0,32.6929149,-117.1102783,0.000131754651473,130.394398986,111.022457951
503,3800.0,1.0,17.0,0.0,0.0,0.0,77.0,1802204.0,32.6835337,-117.1207979,4.27254628222e-05,,
504,3901.0,1.0,17.0,1.0,5.0,0.0,35.0,223160.0,32.704203,-117.1225554,0.000156838143036,16.3932795128,87.5461089174
505,3901.0,3.0,19.0,7.0,0.0,1.0,35.0,216086.0,32.7022204,-117.1288765,0.000161972547967,110.950795255,
506,3902.0,1.0,24.0,8.0,2.0,3.0,60.0,336971.0,32.6994484,-117.1294499,0.000178056865428,199.020553048,132.129111246
507,3902.0,2.0,16.0,2.0,5.0,0.0,37.0,323348.0,32.6979818,-117.1228473,0.000114427799151,96.0373148687,79.7544695775
508,8200.0,2.0,31.0,1.0,2.0,3.0,82.0,463734.0,32.8463177,-117.2765927,0.000176825507726,53.3723506527,99.3185713268
509,7903.0,2.0,11.0,0.0,0.0,1.0,22.0,246368.0,32.8019569,-117.237076,8.92973113391e-05,,
510,7903.0,3.0,18.0,1.0,2.0,1.0,62.0,283607.0,32.8015005,-117.2443337,0.000218612375576,70.3330299976,122.101761653
511,3902.0,3.0,18.0,2.0,2.0,1.0,49.0,355710.0,32.6941023,-117.1282376,0.000137752663687,102.996667762,92.7028769063
512,4000.0,1.0,19.0,8.0,2.0,0.0,55.0,293246.0,32.7093167,-117.1224458,0.000187555840489,82.1142130326,87.7146601464
513,4000.0,3.0,49.0,7.0,12.0,2.0,56.0,212873.0,32.7102713,-117.1286895,0.000263067650665,74.5083985438,80.9592317783
514,4000.0,4.0,54.0,5.0,26.0,3.0,49.0,209330.0,32.7077472,-117.1318686,0.000234080160512,95.5342587008,69.6408025769
515,4100.0,1.0,39.0,16.0,14.0,0.0,30.0,92366.0,32.717947,-117.1317106,0.000324794837927,62.526028188,153.312193716
516,4100.0,2.0,56.0,23.0,13.0,7.0,105.0,380056.0,32.7137161,-117.1381057,0.000276275075252,56.2626248741,91.5198457657
517,7502.0,1.0,25.0,5.0,1.0,0.0,76.0,300079.0,32.7450859,-117.245553,0.000253266639785,137.708619903,96.3710043999
518,7502.0,2.0,33.0,2.0,3.0,3.0,64.0,210537.0,32.7490068,-117.25244,0.000303984572783,63.3339085374,127.756535593
519,7502.0,3.0,15.0,1.0,4.0,2.0,41.0,161992.0,32.7476311,-117.2483163,0.000253098918465,55.4254753658,85.0957835188
520,7600.0,1.0,110.0,36.0,5.0,10.0,469.0,5952388.0,32.7727787,-117.2172697,7.87919067104e-05,529.963430713,684.288923998
521,7600.0,2.0,35.0,11.0,1.0,2.0,113.0,417012.0,32.769976,-117.2492438,0.000270975415576,62.4436398765,66.1240338472
522,8002.0,1.0,17.0,0.0,1.0,0.0,58.0,287292.0,32.8064064,-117.246469,0.000201885189981,,146.082321514
523,7301.0,2.0,27.0,5.0,3.0,3.0,34.0,235533.0,32.7449881,-117.2538024,0.000144353445165,101.800086769,147.616577536
524,7302.0,1.0,7.0,0.0,0.0,0.0,9.0,273677.0,32.7383953,-117.2425477,3.28854817906e-05,,
525,7302.0,3.0,11.0,0.0,0.0,3.0,11.0,286444.0,32.7331882,-117.2466578,3.84019214925e-05,,
526,7400.0,2.0,25.0,0.0,5.0,1.0,36.0,309462.0,32.7484884,-117.2324472,0.000116330922698,,115.234345376
527,7400.0,3.0,15.0,0.0,1.0,1.0,28.0,308431.0,32.7461077,-117.2391311,9.07820549815e-05,,294.707814853
528,7400.0,5.0,18.0,0.0,4.0,0.0,42.0,338444.0,32.7420916,-117.2353256,0.000124097339589,,71.4867619416
529,7400.0,6.0,8.0,1.0,1.0,0.0,17.0,271888.0,32.7428622,-117.2392301,6.25257458954e-05,61.9326554994,50.6482852202
530,7501.0,1.0,11.0,1.0,0.0,0.0,42.0,246218.0,32.7508763,-117.2393824,0.000170580542446,220.433094636,
531,7501.0,3.0,6.0,0.0,1.0,0.0,29.0,146966.0,32.7504725,-117.2452704,0.000197324551257,,61.0470067427
532,7501.0,4.0,13.0,1.0,1.0,0.0,93.0,475924.0,32.7538782,-117.2438157,0.000195409351073,64.8768175205,138.026129058
533,7501.0,5.0,11.0,0.0,4.0,0.0,10.0,64636.0,32.7518594,-117.249371,0.000154712544093,,138.291145435
534,8002.0,2.0,5.0,1.0,0.0,0.0,44.0,498422.0,32.8094873,-117.2429906,8.82786072846e-05,87.6892160328,
535,8101.0,1.0,10.0,0.0,0.0,0.0,16.0,151559.0,32.8348975,-117.2762829,0.000105569448202,,
536,8101.0,3.0,32.0,6.0,0.0,2.0,29.0,313598.0,32.8330044,-117.2809039,9.24750795605e-05,104.9163103,
537,4200.0,3.0,16.0,2.0,4.0,1.0,29.0,264329.0,32.7227263,-117.1247703,0.000109711760722,118.72739291,94.2315506135
538,4300.0,2.0,29.0,4.0,1.0,0.0,60.0,505311.0,32.7353279,-117.1272233,0.000118738756924,159.044087262,45.7302133794
539,3501.0,2.0,13.0,4.0,4.0,0.0,28.0,209963.0,32.7038688,-117.1186312,0.000133356829537,162.434505485,88.1753847704
540,3501.0,3.0,5.0,0.0,0.0,0.0,24.0,450931.0,32.7090817,-117.1153684,5.3223220404e-05,,
541,3502.0,1.0,15.0,8.0,2.0,0.0,27.0,214159.0,32.698596,-117.1187401,0.000126074552085,140.34690469,92.8492477889
542,4300.0,3.0,22.0,4.0,0.0,2.0,38.0,348184.0,32.7335538,-117.1315409,0.000109137697309,80.401928157,
543,4400.0,2.0,61.0,17.0,7.0,0.0,71.0,260739.0,32.7270402,-117.127778,0.000272302954295,70.1138594298,141.754344749
544,4400.0,3.0,14.0,2.0,3.0,1.0,37.0,212955.0,32.7269254,-117.1321155,0.00017374562701,69.7041800083,63.7588069588
545,4501.0,3.0,8.0,3.0,1.0,0.0,46.0,83911.0,32.717626,-117.1413943,0.000548199878443,45.3140268393,139.798327381
546,4600.0,2.0,42.0,22.0,5.0,3.0,68.0,191374.0,32.7133285,-117.1451966,0.000355325174789,57.2023583125,41.8767324503
547,4700.0,1.0,27.0,14.0,0.0,2.0,48.0,134180.0,32.7102821,-117.1448627,0.000357728424504,54.2613539773,
548,20403.0,1.0,,,,,,,,,,,
549,20707.0,1.0,,,,,,,,,,,
550,20707.0,2.0,,,,,,,,,,,
551,20709.0,2.0,,,,,,,,,,,
552,20202.0,3.0,,,,,,,,,,,
553,20601.0,2.0,,,,,,,,,,,
554,20601.0,3.0,,,,,,,,,,,
555,20602.0,1.0,,,,,,,,,,,
556,20602.0,2.0,,,,,,,,,,,
557,20602.0,3.0,,,,,,,,,,,
558,20602.0,4.0,,,,,,,,,,,
559,20705.0,1.0,,,,,,,,,,,
560,20206.0,1.0,,,,,,,,,,,
561,20206.0,2.0,,,,,,,,,,,
562,20207.0,2.0,,,,,,,,,,,
563,20208.0,1.0,,,,,,,,,,,
564,20209.0,1.0,,,,,,,,,,,
565,20209.0,2.0,,,,,,,,,,,
566,20210.0,1.0,,,,,,,,,,,
567,20210.0,2.0,,,,,,,,,,,
568,20211.0,1.0,,,,,,,,,,,
569,20211.0,2.0,,,,,,,,,,,
570,20403.0,2.0,,,,,,,,,,,
571,20404.0,2.0,,,,,,,,,,,
572,20405.0,1.0,1.0,1.0,0.0,0.0,,,,,,14866.6647476,
