,0,1,2,3,lon,lat,block,tract,geoid,blockgroup
9806,138594,SX-013341-002,50039618,A,-117.164851523,32.721870066,,,,
9807,138595,SX-013341-001,50039619,A,-117.164641589,32.7220386334,,,,
9808,138639,SS-011589-003,50039673,A,-117.164592719,32.713249506,,,,
9809,138649,SS-020922-001,50039685,A,-117.171011015,32.7130442421,,,,
9810,142670,SX-002204-001,50043752,A,-117.104303028,32.9266760879,,,,
9811,142671,SS-003916-002,50043753,A,-117.103486342,32.9265272347,,,,
9812,142680,SS-013278-001,50043762,A,-117.100472366,32.9264146415,,,,
9813,142678,SS-013280-001,50043760,A,-117.100027275,32.9257322326,,,,
9814,142681,SS-025654-001,50043763,A,-117.100694521,32.9269472611,,,,
9815,142663,SX-002265-001,50043745,A,-117.101111773,32.9255134058,,,,
9816,142458,SS-017360-003,50043464,A,-117.208347169,32.9332493308,,,,
9817,142465,SS-026509-002,50043471,A,-117.203903459,32.9331671996,,,,
9818,143027,SS-005741-002,50044073,A,-117.155352158,32.7676499424,,,,
9819,139901,SS-007712-003,50040956,A,-117.151068391,32.7053560462,,,,
9820,143016,SS-027619-001,50044062,A,-117.224130542,32.9190298322,,,,
9821,143017,SS-027619-002,50044063,A,-117.223976244,32.9183797043,,,,
9822,140999,SS-011104-001,50042061,A,-117.063557159,32.9156337454,,,,
9823,141056,SS-011104-003,50042114,A,-117.062711733,32.9156703226,,,,
9824,141063,SS-026052-001,50042121,A,-117.064852721,32.9125856475,,,,
9825,138552,SX-007365-002,50039580,A,-117.027994127,32.7954641624,,,,
9826,139987,SS-000056-001,50041027,A,-117.163076477,32.7206633651,,,,
9827,142944,SS-026002-003,50044006,A,-117.059991884,32.7271685192,,,,
9828,142943,SS-026002-004,50044005,A,-117.060530378,32.7289424364,,,,
9829,143039,SS-015617-001,50044076,A,-117.250706592,32.8711286815,,,,
9830,142060,SX-013340-001,50043089,A,-117.163049103,32.7219042822,,,,
9831,142713,SS-024834-001,50043795,A,-117.201628069,32.9329945588,,,,
9832,142716,SX-001958-001,50043798,A,-117.198853611,32.9326235542,,,,
9833,142717,SS-024836-001,50043799,A,-117.198106361,32.9323005599,,,,
9834,142721,SX-002034-001,50043803,A,-117.197759556,32.9303110194,,,,
9835,142722,SX-001934-001,50043804,A,-117.202752311,32.9332423554,,,,
9836,142723,SX-001988-001,50043805,A,-117.200160103,32.9317819116,,,,
9837,142748,SS-004107-001,50043830,A,-117.235674111,32.9570954219,,,,
9838,142729,SS-028346-002,50043811,A,-117.098025346,32.9259608835,,,,
9839,138721,SS-029820-006,50039737,A,-117.169793437,32.7126050918,,,,
9840,142538,SS-008368-002,50043568,A,-117.227829652,32.9193262992,,,,
9841,139997,SX-010851-002,50045999,A,-117.130858647,32.7472629396,,,,
9842,100683,SX-009594-001,50046003,A,-117.120662938,32.7589389511,,,,
9843,135431,SX-011299-004,50045051,A,-117.079571469,32.7444629358,,,,
9844,141966,SS-001721-007,50046730,A,-117.113151372,32.7633782633,,,,
9845,140162,SS-029543-004,50046042,A,-117.096505016,32.697312441,,,,
9846,140165,SS-028538-008,50046050,A,-117.097546465,32.6975653418,,,,
9847,139849,SS-013986-003,50046047,A,-117.127873845,32.7546482013,,,,
9848,142847,SS-029357-001,50044078,A,-117.128345615,32.6953334082,,,,
9849,139966,SS-028537-006,50046053,A,-117.097554722,32.6997795187,,,,
9850,139761,SS-002822-002,50046059,A,-117.235733543,32.9259254934,,,,
9851,142100,SX-002219-003,50046056,A,-117.236342157,32.9253025765,,,,
9852,139904,SS-003183-006,50046064,A,-117.086987841,32.5810576301,,,,
9853,136560,SS-009731-008,          ,A,-117.035053478,32.5495361287,,,,
9854,137698,SX-016455-005,50046067,A,-117.068808405,32.5769935095,,,,
9855,130353,SS-004342-003,50046071,A,-117.130147103,32.9453303672,,,,
9856,140126,SX-001800-002,50046072,A,-117.128822401,32.9407045518,,,,
9857,140898,SS-004353-001,50044191,A,-117.125003487,32.9178242302,,,,
9858,140899,SS-004353-002,50044192,A,-117.124872837,32.9185039897,,,,
9859,141162,SX-006891-003,50046080,A,-117.118206776,32.8001537305,,,,
9860,142929,SS-005560-003,50045030,A,-117.218143529,32.9224284448,,,,
9861,141574,SS-005730-002,50044312,A,-117.060693844,32.5535320827,,,,
9862,141580,SS-005730-009,50044317,A,-117.0557738,32.550938979,,,,
9863,141582,SS-005730-008,50044319,A,-117.055216779,32.5497957812,,,,
9864,141585,SS-005735-003,50045039,A,-117.044878576,32.5454411886,,,,
9865,137283,SX-009170-003,50045058,A,-117.154233398,32.7643216567,,,,
9866,137284,SX-009170-004,50045059,A,-117.154086932,32.7642542137,,,,
9867,138416,SX-001501-001,50047958,A,-117.226033785,32.9502527342,,,,
9868,142096,SX-001295-004,50046100,A,-117.145431774,32.9568104585,,,,
9869,140116,SS-005779-008,50046350,A,-117.099734264,32.7754966914,,,,
9870,140114,SS-005779-006,50046348,A,-117.09897248,32.7746091434,,,,
9871,142184,SS-005740-011,50046340,A,-117.150022225,32.7698662657,,,,
9872,142195,SS-005776-031,50046344,A,-117.147617774,32.7671897881,,,,
9873,140346,SX-002379-004,50045638,A,-117.228239172,32.9222504448,,,,
9874,140456,SX-002664-001,50044219,A,-117.189279616,32.9161012228,,,,
9875,114491,SX-004127-001,50046108,A,-117.281265708,32.8414279793,,,,
9876,131704,SS-008344-001,50048778,A,-117.225911159,32.9471559345,,,,
9877,138707,SS-009082-022,50046134,A,-117.034184182,32.5798983779,,,,
9878,140326,SS-009082-019,50046131,A,-117.033448553,32.580728552,,,,
9879,140327,SS-009082-021,50046133,A,-117.03356019,32.5806007171,,,,
9880,140332,SX-016240-003,50046136,A,-117.032417672,32.5838744851,,,,
9881,140333,SX-016240-005,50046138,A,-117.032416148,32.583702631,,,,
9882,141919,SS-009773-001,50046143,A,-117.113558344,32.7643726454,,,,
9883,137849,SS-009791-001,50045958,A,-117.167301279,32.7784424328,,,,
9884,142503,SS-010035-006,50044468,A,-117.123844962,32.7553358702,,,,
9885,142426,SS-010057-001,50045549,A,-117.2343566,32.9645499913,,,,
9886,142425,SS-010057-002,50045548,A,-117.234188134,32.963685735,,,,
9887,137819,SS-010588-001,50046150,A,-117.115685869,32.7693439994,,,,
9888,140124,SS-010790-004,50046157,A,-117.098801437,32.7752580062,,,,
9889,140101,SS-010814-003,50046161,A,-117.098865817,32.7758640603,,,,
9890,141831,SS-010924-010,50046167,A,-117.169608999,32.7628251363,,,,
9891,142155,SS-010924-006,50046163,A,-117.170742338,32.7668382693,,,,
9892,127475,SS-011506-022,50052947,A,-117.133124327,32.7801545508,,,,
9893,136082,SX-008073-006,50046175,A,-117.120216796,32.7863320007,,,,
9894,116453,SS-012127-003,50046184,A,-117.238012998,32.8734578042,,,,
9895,140922,SS-012954-001,50046189,A,-117.13645877,32.7598376897,,,,
9896,116784,SX-011613-002,50046190,A,-117.182173583,32.7415220266,,,,
9897,141988,SS-013564-003,50045351,A,-117.119443928,32.9127388419,,,,
9898,137759,SS-029889-001,          ,A,-117.170539876,32.7305226631,,,,
9899,128016,SS-007276-004,          ,A,-117.206645162,32.7907129892,,,,
9900,137762,SS-029889-003,          ,A,-117.170504739,32.7304706133,,,,
9901,137766,SS-014100-004,          ,A,-117.171306462,32.7311709784,,,,
9902,137770,SS-014100-007,          ,A,-117.171348291,32.7313848445,,,,
9903,138031,SS-003314-001,          ,A,-117.147777233,32.7178928287,,,,
9904,138032,SS-003314-003,          ,A,-117.147700778,32.7178966184,,,,
9905,138040,SS-005253-007,          ,A,-117.147590578,32.7168401575,,,,
9906,138042,SS-005253-004,          ,A,-117.147700891,32.7167811567,,,,
9907,129399,SS-007305-004,          ,A,-117.1696132,32.8335194112,,,,
9908,138791,SS-025258-005,50046289,A,-117.221670271,32.9021597767,,,,
9909,137810,SS-014009-005,50050210,A,-117.06454884,32.709748957,,,,
9910,137813,SS-014009-002,50050206,A,-117.065066833,32.7096848758,,,,
9911,137815,SS-014006-001,50046777,A,-117.056869523,32.7105968672,,,,
9912,117247,SS-014152-041,          ,A,-117.235619739,32.7774150778,,,,
9913,139863,SS-015748-001,50046357,A,-117.024512613,32.797730138,,,,
9914,142105,SS-016500-005,50046195,A,-117.178950264,32.7714163851,,,,
9915,140901,SS-030273-004,50044180,A,-117.081411518,32.5823597547,,,,
9916,138049,SX-004069-002,50046201,A,-117.02391348,32.8458890489,,,,
9917,140716,SS-017859-005,          ,A,-117.201282991,32.9040722239,,,,
9918,140089,SS-018919-008,50046036,A,-117.096265645,32.771532019,,,,
9919,140095,SS-018919-007,50045962,A,-117.093230509,32.7713442798,,,,
9920,140099,SS-018923-002,50046211,A,-117.096703443,32.7730335915,,,,
9921,140106,SX-008696-004,50046017,A,-117.097255013,32.772535922,,,,
9922,140107,SX-008696-005,50046015,A,-117.097055088,32.7723034741,,,,
9923,140111,SS-005779-002,50046011,A,-117.098185743,32.7731210486,,,,
9924,140112,SS-005779-001,50046007,A,-117.098322607,32.7734545233,,,,
9925,112108,SS-019058-001,          ,A,-117.214155422,32.8074620396,,,,
9926,133739,SX-008540-002,50046220,A,-117.206885552,32.7751501179,,,,
9927,139172,SS-019972-006,50046358,A,-117.230338141,32.8682231503,,,,
9928,139175,SS-019972-009,50046361,A,-117.232395802,32.8676101172,,,,
9929,139378,SX-016239-005,50046236,A,-117.053837489,32.5838602917,,,,
9930,141563,SS-020123-001,50046366,A,-117.24067494,32.8924907593,,,,
9931,141564,SS-020123-002,50046367,A,-117.240843419,32.8904133656,,,,
9932,141567,SX-003351-001,50046380,A,-117.2411173,32.8928094608,,,,
9933,140774,SX-015048-002,50046244,A,-117.0630155,32.7015076036,,,,
9934,134119,SS-021564-001,50046250,A,-117.16773415,32.9114690062,,,,
9935,139790,SS-022716-007,          ,A,-117.112407171,32.7816146258,,,,
9936,139791,SS-022716-006,50046258,A,-117.111766468,32.7815974573,,,,
9937,139792,SS-022716-005,50046257,A,-117.111279694,32.781600855,,,,
9938,139793,SS-022716-008,50046256,A,-117.110668508,32.7819860891,,,,
9939,141206,SS-010924-019,50046270,A,-117.167995349,32.7673268169,,,,
9940,141208,SS-010924-017,50046268,A,-117.166784006,32.7675222149,,,,
9941,141212,SS-010924-014,50046265,A,-117.164416694,32.7679358639,,,,
9942,141507,SS-021676-004,50045188,A,-117.144117964,32.721346034,,,,
9943,141604,SS-025051-001,50045040,A,-117.04642082,32.5454076317,,,,
9944,121924,SX-005162-002,50050221,A,-117.144338894,32.8234626666,,,,
9945,121925,SX-005162-003,          ,A,-117.144268626,32.8231996416,,,,
9946,142651,SS-025470-001,50046297,A,-116.973262546,32.5659177568,,,,
9947,141034,SS-027208-001,50044181,A,-117.141823015,32.748518282,,,,
9948,138247,SX-008775-003,50046309,A,-117.204109337,32.7699897795,,,,
9949,142934,SS-027502-001,50044386,A,-117.218863615,32.9215208829,,,,
9950,139366,SS-028300-008,          ,A,-117.153334888,32.7507420824,,,,
9951,139368,SS-028300-011,          ,A,-117.153509999,32.750603095,,,,
9952,138417,SS-027614-004,50046317,A,-117.226005361,32.9501600883,,,,
9953,138419,SS-027614-002,50046316,A,-117.226844537,32.9500362784,,,,
9954,141023,SS-027794-004,50044457,A,-117.235190008,32.8578767466,,,,
9955,139318,SS-027891-005,          ,A,-117.231061878,32.8583096691,,,,
9956,139319,SS-027891-003,          ,A,-117.231456619,32.8561860801,,,,
9957,141152,SS-028453-001,50044157,A,-117.121232965,32.8032014557,,,,
9958,141156,SX-006733-002,50044873,A,-117.119726197,32.8022540344,,,,
9959,141158,SS-028454-001,50044876,A,-117.119100309,32.801670841,,,,
9960,142056,SS-028493-001,50046792,A,-117.126607883,32.7683217151,,,,
9961,138868,SS-028445-002,50046101,A,-117.075497403,33.0504603383,,,,
9962,138870,SS-028445-005,50046104,A,-117.075525535,33.0502599691,,,,
9963,138020,SS-008000-001,50045331,A,-117.090156806,32.5765608787,,,,
9964,141941,SS-007795-010,50044178,A,-117.198427441,32.7536417304,,,,
9965,141943,SS-007795-012,50044177,A,-117.198195321,32.7536926665,,,,
9966,139984,SS-020994-002,          ,A,-117.032712369,32.7087219034,,,,
9967,118884,SS-019056-005,50046214,A,-117.197837078,32.7602317928,,,,
9968,118889,SS-019056-008,50046217,A,-117.197906065,32.7600046172,,,,
9969,141566,SS-020122-007,50046365,A,-117.240879253,32.8944849122,,,,
9970,133483,SS-005497-004,50046077,A,-116.988452777,32.5443597718,,,,
9971,132778,SS-008496-002,50046078,A,-116.945098773,32.549228132,,,,
9972,138357,SX-002042-001,50046081,A,-117.096247369,32.9308355349,,,,
9973,139548,SX-013992-007,50044515,A,-117.161202897,32.7137015782,,,,
9974,143471,SX-014194-005,50045551,A,-117.148483868,32.711474241,,,,
9975,143452,SX-014202-005,50045554,A,-117.145904707,32.711609401,,,,
9976,143456,SX-014203-003,50045560,A,-117.145003556,32.7116557527,,,,
9977,143137,SS-000528-006,50045979,A,-117.140127837,32.7074406016,,,,
9978,143136,SS-000528-004,50045977,A,-117.140393955,32.7076781918,,,,
9979,143134,SS-000528-002,50045987,A,-117.140138981,32.7081186723,,,,
9980,143129,SS-000527-005,50045974,A,-117.140119725,32.7085194118,,,,
9981,143140,SS-000529-005,50045992,A,-117.14028711,32.707306641,,,,
9982,143109,SS-000524-003,50044146,A,-117.140182564,32.7123160405,,,,
9983,143147,SS-000530-003,50045963,A,-117.140002958,32.7055538377,,,,
9984,143126,SS-000527-002,50045986,A,-117.140264333,32.7091526752,,,,
9985,143421,SX-010785-002,50046013,A,-117.11075902,32.7479256829,,,,
9986,139960,SS-028537-004,50046044,A,-117.096508413,32.6995800754,,,,
9987,137605,SX-014916-001,50050312,A,-117.058780956,32.7031933948,,,,
9988,143413,SS-004678-001,50044240,A,-117.122620743,32.7466297695,,,,
9989,143086,SS-005890-001,50046733,A,-117.150937456,32.9427088201,,,,
9990,143407,SX-000734-002,50044090,A,-117.205515908,32.9808907537,,,,
9991,143029,SS-006379-003,50044447,A,-117.211154796,32.9374513608,,,,
9992,143031,SS-006379-005,50044449,A,-117.210084966,32.935103018,,,,
9993,143034,SS-006379-008,50044452,A,-117.20880194,32.934789258,,,,
9994,143036,SX-001899-004,50044454,A,-117.205703406,32.9344338986,,,,
9995,143329,SX-000935-001,50045193,A,-117.078182793,32.9697474256,,,,
9996,143390,SX-003347-002,50044097,A,-117.211528225,32.8938356446,,,,
9997,143438,SS-009997-003,50046751,A,-117.142642156,32.7551577859,,,,
9998,143446,SS-009998-003,50046755,A,-117.140359774,32.7551476416,,,,
9999,143428,SS-010032-001,50046759,A,-117.146178491,32.7553343442,,,,
10000,143432,SS-009996-001,50046739,A,-117.144658861,32.7553489726,,,,
10001,143433,SS-009996-002,50046741,A,-117.144678499,32.7551494142,,,,
10002,143484,SS-010700-001,50044440,A,-116.969036621,32.5614756713,,,,
10003,143194,SS-010818-001,50045469,A,-117.100815872,32.7463823654,,,,
10004,143472,SS-011666-003,50046181,A,-117.171431139,32.7892619878,,,,
10005,143041,SX-003804-005,50046188,A,-117.191191816,32.8524292349,,,,
10006,143394,SX-007377-002,50044094,A,-117.078247688,32.7949502712,,,,
10007,143186,SS-016008-004,50044369,A,-117.099171304,32.7459514877,,,,
10008,143177,SS-016005-001,50044363,A,-117.101753912,32.7459583311,,,,
10009,143180,SS-016006-001,50044366,A,-117.100653067,32.7459505927,,,,
10010,143188,SS-016010-001,50044371,A,-117.098642953,32.7459337689,,,,
10011,143467,SS-017580-014,50045569,A,-117.141295734,32.7116998793,,,,
10012,143468,SS-017580-015,50045570,A,-117.141010692,32.711704498,,,,
10013,108118,SS-018945-001,50046213,A,-117.118806527,32.5436389322,,,,
10014,143489,SS-019542-002,50044081,A,-117.22914131,32.9467238487,,,,
10015,143412,SS-019574-001,50044239,A,-117.10661884,32.7421029104,,,,
10016,134575,SS-028452-002,50046241,A,-117.122439618,32.8070991519,,,,
10017,143105,SS-020137-003,50046242,A,-117.174802593,32.77131582,,,,
10018,134313,SS-020754-001,50044260,A,-116.943903979,32.5577870322,,,,
10019,138352,SS-021784-004,          ,A,-117.046856163,32.7123059987,,,,
10020,143415,SS-023144-001,50044242,A,-117.151222101,32.7426891886,,,,
10021,143481,SS-024660-003,50044134,A,-117.208160882,32.9598806769,,,,
10022,143482,SS-024662-001,50044135,A,-117.204992652,32.9608606642,,,,
10023,143426,SS-026329-001,50046301,A,-117.138741575,32.7598815716,,,,
10024,143097,SS-030474-003,50044427,A,-117.212487776,32.8941473831,,,,
10025,143094,SS-030474-002,50044424,A,-117.214624661,32.8955888171,,,,
10026,143098,SS-028085-006,50044428,A,-117.210877574,32.893450749,,,,
10027,109921,SS-020684-007,50048178,A,-117.05843286,32.6850669746,,,,
10028,135981,SX-006303-002,50045052,A,-117.217712132,32.8062880008,,,,
10029,135945,SX-015720-002,          ,A,-117.03403216,32.6885528607,,,,
10030,135943,SX-015714-002,          ,A,-117.036458548,32.6888560327,,,,
10031,143491,SS-020301-002,50044079,A,-117.132777104,32.70121537,,,,
10032,109599,SS-025726-003,50009042,A,-117.067466261,32.7445638715,,,,
10033,143509,SS-029590-002,50044109,A,-117.057048433,32.7008832796,,,,
10034,143510,SS-025724-001,50044110,A,-117.063111246,32.7442702178,,,,
10035,143511,SX-011335-002,50044111,A,-117.064750994,32.744521843,,,,
10036,143512,SX-011335-003,50044112,A,-117.064860825,32.7441870991,,,,
10037,141163,SX-006806-003,50044155,A,-117.11836005,32.8011897871,,,,
10038,143515,SX-001191-003,50044115,A,-117.209343315,32.9589010981,,,,
10039,143516,SX-001191-004,50044116,A,-117.209175477,32.95908134,,,,
10040,143520,SX-014305-005,50044118,A,-117.133999616,32.7106798962,,,,
10041,142262,SS-020337-007,50044160,A,-117.024246629,32.5812846098,,,,
10042,142281,SS-024599-001,50044167,A,-117.02505674,32.5769323962,,,,
10043,143530,SS-014198-001,50044231,A,-117.069080965,32.7102528812,,,,
10044,143531,SS-026898-001,50044232,A,-117.105394454,32.7341339484,,,,
10045,101279,SX-011550-001,50044233,A,-117.07709334,32.7424961674,,,,
10046,143532,SS-019885-003,50044249,A,-117.205204617,32.8785436133,,,,
10047,143535,SS-014712-003,50044252,A,-117.205314323,32.877685717,,,,
10048,143525,SS-024939-007,50044226,A,-117.076010233,32.968869019,,,,
10049,143541,SX-005315-004,50044266,A,-117.171689536,32.820055743,,,,
10050,113668,SX-004585-002,50044262,A,-117.171139416,32.8328358863,,,,
10051,143540,SX-005315-001,50044265,A,-117.171674699,32.8204955258,,,,
10052,143543,SX-005315-003,50044267,A,-117.171350533,32.8204880921,,,,
10053,131528,SX-009520-004,50044284,A,-117.068767288,32.7603500452,,,,
10054,143552,SX-008945-003,50044294,A,-117.054496413,32.7683768467,,,,
10055,143555,SX-008937-004,50044292,A,-117.053776576,32.7684053956,,,,
10056,143567,SX-001839-004,50044329,A,-117.23593201,32.9375810648,,,,
10057,143568,SX-001839-005,50044330,A,-117.236121227,32.9372067628,,,,
10058,143572,SS-004815-001,50045063,A,-117.107274023,32.9215985386,,,,
10059,143573,SX-002444-001,50045064,A,-117.106696008,32.9217934136,,,,
10060,143576,SX-002385-001,50045067,A,-117.105448859,32.922994975,,,,
10061,143577,SX-002366-001,50045068,A,-117.104987807,32.9235826978,,,,
10062,143578,SX-002330-001,50044334,A,-117.105249237,32.9242847152,,,,
10063,143584,SS-026812-001,50045074,A,-117.104542285,32.922858094,,,,
10064,143590,SS-012335-001,50045080,A,-117.101958305,32.9233173107,,,,
10065,143591,SS-006865-001,50045081,A,-117.101897179,32.9243078594,,,,
10066,143595,SX-002337-001,50044337,A,-117.104343924,32.9242790456,,,,
10067,143599,SS-028914-001,50044340,A,-117.105482861,32.9264900099,,,,
10068,143603,SS-008323-003,50046116,A,-117.106804891,32.9228066454,,,,
10069,143604,SS-017020-001,50044342,A,-117.104233903,32.9246018956,,,,
10070,143605,SS-017020-002,50044343,A,-117.103344236,32.9247511908,,,,
10071,143606,SS-017866-001,50044344,A,-117.104570106,32.9257209214,,,,
10072,143610,SS-017607-002,50044389,A,-117.081346047,32.7103174364,,,,
10073,143621,SS-026803-001,50044403,A,-117.232867896,32.9667226378,,,,
10074,143623,SX-000965-001,50044405,A,-117.234913913,32.9669755624,,,,
10075,143625,SS-027524-001,50044407,A,-117.234891108,32.9663828587,,,,
10076,143627,SX-016268-001,50044409,A,-117.029271158,32.5831770012,,,,
10077,143628,SX-016273-001,50044410,A,-117.028480378,32.5829792076,,,,
10078,143503,SS-026734-013,50044417,A,-117.209490198,32.8832731995,,,,
10079,143640,SS-005556-002,50046088,A,-117.213465089,32.9231980301,,,,
10080,143643,SS-008369-001,50046020,A,-117.213384832,32.9223278124,,,,
10081,143653,SS-001914-003,50046579,A,-116.970157233,32.5606851857,,,,
10082,143659,SS-024569-001,50046283,A,-117.10147517,32.9395882518,,,,
10083,143660,SX-001802-001,50046280,A,-117.102389776,32.9405362893,,,,
10084,143664,SS-019991-001,50046362,A,-117.090450677,32.7058388894,,,,
10085,143667,SS-024185-001,50045003,A,-117.220818292,32.9116035471,,,,
10086,143669,SS-028502-001,50044987,A,-117.225618798,32.9130575123,,,,
10087,143672,SS-028502-004,50044990,A,-117.224356351,32.9114450751,,,,
10088,143673,SS-028502-005,50044992,A,-117.223408607,32.9114286835,,,,
10089,143676,SS-009779-002,50044995,A,-117.221519576,32.9119803669,,,,
10090,143677,SS-009778-001,50044996,A,-117.221053958,32.9120794606,,,,
10091,143680,SS-009778-004,50044999,A,-117.218981118,32.9126242703,,,,
10092,143689,SS-000228-005,50044576,A,-117.159345441,32.7100864538,,,,
10093,143690,SS-000228-006,50044582,A,-117.159052451,32.7102122225,,,,
10094,143691,SS-000227-004,50044587,A,-117.159055682,32.7107374592,,,,
10095,143695,SS-000226-008,50044608,A,-117.159149812,32.7121343298,,,,
10096,143698,SS-000225-007,50044623,A,-117.159164913,32.7131895224,,,,
10097,143699,SS-000225-008,50044627,A,-117.159180064,32.7134318454,,,,
10098,143704,SS-000253-001,50044645,A,-117.158412102,32.7095924481,,,,
10099,143707,SS-000253-004,50044648,A,-117.158150441,32.709958199,,,,
10100,143708,SS-000253-005,50044649,A,-117.158431801,32.7100458863,,,,
10101,143713,SS-000252-002,50044655,A,-117.15814086,32.7107713232,,,,
10102,143714,SS-000252-003,50044656,A,-117.15843505,32.7109158793,,,,
10103,143717,SS-000252-006,50044659,A,-117.158152695,32.7112459497,,,,
10104,143720,SS-000251-003,50044662,A,-117.158456385,32.7119956522,,,,
10105,143725,SS-000250-004,50044668,A,-117.158277786,32.7129287814,,,,
10106,143729,SS-000250-008,50044672,A,-117.1582769,32.7133976305,,,,
10107,143732,SS-000249-006,50044675,A,-117.158403729,32.7140540426,,,,
10108,143738,SS-000273-002,50044681,A,-117.157236598,32.7097607339,,,,
10109,143740,SS-000273-004,50044683,A,-117.157234146,32.7099587073,,,,
10110,143745,SS-000272-002,50044688,A,-117.157235337,32.7107717427,,,,
10111,143746,SS-000272-003,50044689,A,-117.157529628,32.7109379435,,,,
10112,143752,SS-000298-002,50044695,A,-117.156309275,32.7097496676,,,,
10113,143753,SS-000298-003,50044696,A,-117.156634846,32.7098678112,,,,
10114,143768,SS-000323-001,50044713,A,-117.155696581,32.7096211889,,,,
10115,143773,SS-000323-006,50044723,A,-117.155411351,32.7102059871,,,,
10116,143775,SX-014292-003,50044725,A,-117.155415495,32.7105609927,,,,
10117,143776,SS-000322-001,50044726,A,-117.155705082,32.7106853407,,,,
10118,143778,SS-000322-003,50044731,A,-117.155703767,32.7109459252,,,,
10119,143781,SS-000322-006,50044736,A,-117.155407987,32.7112866708,,,,
10120,143798,SX-014388-005,50044770,A,-117.154501399,32.7095450069,,,,
10121,143800,SS-000339-004,50044774,A,-117.154488343,32.7097539402,,,,
10122,143803,SS-000339-007,50044780,A,-117.154789496,32.7101104725,,,,
10123,143806,SX-014290-003,50044784,A,-117.154498421,32.7105776109,,,,
10124,143807,SS-000338-001,50044786,A,-117.154791488,32.7107023726,,,,
10125,143809,SS-000338-003,50044790,A,-117.154798558,32.7109141105,,,,
10126,143812,SS-000338-006,50044796,A,-117.154508822,32.7112725562,,,,
10127,143813,SS-000337-008,50044798,A,-117.154802659,32.7117905735,,,,
10128,143814,SS-000337-009,50044800,A,-117.154501318,32.7118935008,,,,
10129,143815,SS-000337-010,50044802,A,-117.154723788,32.7120194989,,,,
10130,111406,SX-008514-005,50044324,A,-117.067954477,32.7769432667,,,,
10131,111408,SX-008514-003,50044322,A,-117.067980945,32.7767522234,,,,
10132,143818,SS-000337-012,50044806,A,-117.154749537,32.7122515207,,,,
10133,143823,SS-000336-010,50044817,A,-117.154632069,32.7131798861,,,,
10134,143825,SS-000336-012,50044821,A,-117.154638137,32.7134273748,,,,
10135,143828,SS-000335-009,50044827,A,-117.154736768,32.7141006572,,,,
10136,143829,SS-000335-010,50044829,A,-117.154638825,32.7141818984,,,,
10137,143833,SS-009656-003,50044835,A,-117.158855644,32.7145675651,,,,
10138,143836,SS-009658-003,50044838,A,-117.158076915,32.7146975585,,,,
10139,143837,SS-009658-004,50044839,A,-117.157950711,32.714704106,,,,
10140,143838,SS-009657-003,50044840,A,-117.157163236,32.7147099008,,,,
10141,143843,SS-009654-005,50044845,A,-117.155863433,32.7146576531,,,,
10142,143845,SS-009655-005,50044847,A,-117.154949908,32.7146759761,,,,
10143,143847,SS-010715-003,50044849,A,-117.158831962,32.7136011935,,,,
10144,143864,SS-011673-004,50044866,A,-117.157818261,32.7126302524,,,,
10145,143866,SS-011672-001,50044868,A,-117.157160896,32.7126246047,,,,
10146,143872,SS-011674-003,50044878,A,-117.155968735,32.7126400031,,,,
10147,143874,SS-011677-001,50044880,A,-117.155267631,32.7126373011,,,,
10148,143875,SS-011677-002,50044881,A,-117.155187982,32.7125672335,,,,
10149,143890,SX-014291-005,50044897,A,-117.158129745,32.7102970836,,,,
10150,143905,SS-014284-002,50044899,A,-117.15792247,32.7103049704,,,,
10151,143916,SS-014280-004,50044910,A,-117.155796925,32.7103057634,,,,
10152,143918,SX-014292-005,50044912,A,-117.15542543,32.7103193599,,,,
10153,143919,SS-014279-002,50044913,A,-117.155282618,32.7105631612,,,,
10154,143920,SS-014279-003,50044914,A,-117.155191067,32.7103328127,,,,
10155,143922,SS-014279-005,50044916,A,-117.154912802,32.7103236408,,,,
10156,143926,SS-014281-002,50044920,A,-117.154227799,32.7103274385,,,,
10157,143929,SX-014293-003,50044925,A,-117.153898777,32.7105794883,,,,
10158,143934,SS-014371-003,50044930,A,-117.157711892,32.7095131456,,,,
10159,143936,SS-014372-003,50044932,A,-117.15710295,32.7095138305,,,,
10160,143986,SX-016703-005,50044497,A,-117.075440879,32.5690527028,,,,
10161,143987,SX-016707-002,50044498,A,-117.075957795,32.5690820473,,,,
10162,143988,SX-016707-003,50044499,A,-117.075752378,32.569214669,,,,
10163,143206,SS-008517-001,50044236,A,-117.148375033,32.7442660552,,,,
10164,143991,SX-011218-002,50044503,A,-117.05882885,32.745150343,,,,
10165,144000,SX-011330-003,50044513,A,-117.065720979,32.7444706989,,,,
10166,144006,SX-007467-003,50044520,A,-117.254507686,32.7928154842,,,,
10167,144010,SS-027130-001,50045021,A,-117.086535915,32.7490940061,,,,
10168,144012,SS-026734-016,50045028,A,-117.208838214,32.8823693953,,,,
10169,144016,SS-009777-005,50044525,A,-117.217625039,32.9149256989,,,,
10170,143968,SS-027131-006,50045023,A,-117.086019032,32.7490066945,,,,
10171,144031,SS-006432-002,50046578,A,-117.213361654,32.9217376712,,,,
10172,144035,SX-015470-001,50044544,A,-117.125410065,32.6937999731,,,,
10173,144039,SX-005564-004,50044550,A,-117.270398242,32.8155163533,,,,
10174,144041,SX-007980-004,50046208,A,-117.097604482,32.7877752158,,,,
