,tract,blockgroup,count,graffiti_count,dump_count,lighting_count,mobile_counts,web_counts,phone_counts,gsl_meandist,gsl_stddist,gsl_mediandist,dsl_meandist,dsl_stddist,dsl_mediandist,sl_count,landarea,cent_lat,cent_lon,sl_density,total_pop,rep_per_cap,graffiti_per,dump_per,lighting_per,tract_in_city
422,500.0,2.0,13.0,1.0,1.0,0.0,5.0,5.0,1.0,88.3699515257,88.3699515257,88.3699515257,138.336704542,138.336704542,138.336704542,21.0,406500.0,32.7586342,-117.1532878,5.16605166052e-05,1088,0.0119485294118,0.0769230769231,0.0769230769231,0.0,1.0
423,500.0,3.0,14.0,0.0,0.0,0.0,1.0,8.0,3.0,,,,,,,10.0,134618.0,32.7581356,-117.1497189,7.42842710484e-05,992,0.0141129032258,0.0,0.0,0.0,1.0
424,600.0,1.0,4.0,1.0,0.0,0.0,4.0,,,89.7206436843,89.7206436843,89.7206436843,,,,20.0,217747.0,32.7554285,-117.1493074,9.18497154955e-05,685,0.00583941605839,0.25,0.0,0.0,1.0
425,600.0,2.0,43.0,6.0,10.0,0.0,28.0,4.0,9.0,170961.575102,170961.575102,66.5291355901,101.361366631,101.361366631,59.0301259279,36.0,396493.0,32.753799,-117.154829,9.0796054407e-05,1056,0.0407196969697,0.139534883721,0.232558139535,0.0,1.0
426,600.0,3.0,149.0,34.0,20.0,5.0,110.0,18.0,15.0,75.3182689865,75.3182689865,61.7185392938,133.755382407,133.755382407,90.065574483,78.0,318042.0,32.7503205,-117.1500392,0.000245250627276,1158,0.128670120898,0.228187919463,0.134228187919,0.0335570469799,1.0
427,700.0,1.0,60.0,16.0,5.0,3.0,36.0,16.0,8.0,43.2449114103,43.2449114103,39.0552359376,211.009618616,211.009618616,117.122797931,43.0,369859.0,32.7450063,-117.1539374,0.000116260520901,1171,0.0512382578992,0.266666666667,0.0833333333333,0.05,1.0
428,700.0,2.0,35.0,9.0,2.0,0.0,24.0,8.0,3.0,40.3585860631,40.3585860631,49.5651198397,80.1390182869,80.1390182869,80.1390182869,42.0,251337.0,32.7459696,-117.1488433,0.000167106315425,2024,0.0172924901186,0.257142857143,0.0571428571429,0.0,1.0
429,800.0,1.0,10.0,5.0,0.0,0.0,6.0,2.0,1.0,94.2764949886,94.2764949886,78.118687906,,,,9.0,126543.0,32.7470238,-117.1400412,7.11220691781e-05,670,0.0149253731343,0.5,0.0,0.0,1.0
430,800.0,2.0,5.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,8.0,142596.0,32.7439171,-117.1398307,5.61025554714e-05,730,0.00684931506849,0.0,0.0,0.0,1.0
431,800.0,3.0,12.0,0.0,6.0,0.0,8.0,2.0,2.0,,,,183.11321685,183.11321685,182.22461583,18.0,193172.0,32.7424967,-117.1429981,9.3181206386e-05,690,0.0173913043478,0.0,0.5,0.0,1.0
432,2401.0,3.0,31.0,6.0,0.0,2.0,16.0,13.0,,108.320678213,108.320678213,55.2215502454,,,,35.0,251560.0,32.7471033,-117.1187179,0.000139131817459,1454,0.0213204951857,0.193548387097,0.0,0.0645161290323,1.0
433,2402.0,2.0,56.0,15.0,10.0,3.0,39.0,11.0,5.0,137.631417778,137.631417778,109.373118278,213.775021311,213.775021311,204.269493085,45.0,294397.0,32.7468056,-117.1070243,0.000152854818493,2000,0.028,0.267857142857,0.178571428571,0.0535714285714,1.0
434,900.0,1.0,24.0,9.0,8.0,0.0,9.0,13.0,1.0,165.252667563,165.252667563,148.798273381,153.055894263,153.055894263,136.784624412,21.0,158718.0,32.7537247,-117.1400499,0.000132310134956,1243,0.0193081255028,0.375,0.333333333333,0.0,1.0
435,900.0,3.0,22.0,3.0,3.0,0.0,9.0,11.0,2.0,55.4423083507,55.4423083507,67.012229692,74.3051187798,74.3051187798,88.8354183731,14.0,95834.0,32.7503126,-117.1412761,0.000146085940272,869,0.0253164556962,0.136363636364,0.136363636364,0.0,1.0
436,900.0,4.0,14.0,7.0,0.0,0.0,8.0,6.0,,43.5537662944,43.5537662944,37.964823322,,,,20.0,73996.0,32.7493632,-117.1444141,0.000270284880264,754,0.0185676392573,0.5,0.0,0.0,1.0
437,900.0,6.0,27.0,9.0,2.0,0.0,14.0,11.0,2.0,57.6192532443,57.6192532443,40.4641670185,86.9866357497,86.9866357497,86.9866357497,29.0,123249.0,32.7537067,-117.1444399,0.000235296026743,756,0.0357142857143,0.333333333333,0.0740740740741,0.0,1.0
438,1000.0,1.0,44.0,10.0,4.0,3.0,14.0,17.0,7.0,979623.404442,979623.404442,55.2999851327,151.371351346,151.371351346,107.865336043,50.0,351752.0,32.76357,-117.1414317,0.000142145602584,1077,0.0408542246982,0.227272727273,0.0909090909091,0.0681818181818,1.0
439,1000.0,2.0,21.0,3.0,1.0,1.0,12.0,5.0,3.0,6530094.14038,6530094.14038,9794418.43002,198.895366468,198.895366468,198.895366468,19.0,167393.0,32.7600382,-117.1419406,0.000113505343712,1375,0.0152727272727,0.142857142857,0.047619047619,0.047619047619,1.0
440,1000.0,3.0,28.0,3.0,3.0,0.0,14.0,10.0,1.0,129.113146431,129.113146431,122.698765034,148.289785826,148.289785826,142.198967656,19.0,168186.0,32.7581695,-117.1419391,0.000112970163985,1711,0.0163646990064,0.107142857143,0.107142857143,0.0,1.0
441,1000.0,4.0,32.0,12.0,6.0,2.0,15.0,13.0,3.0,156.229673559,156.229673559,145.336169091,161.228352125,161.228352125,178.997979567,29.0,177578.0,32.7562461,-117.1419333,0.000163308517947,1123,0.0284951024043,0.375,0.1875,0.0625,1.0
442,1100.0,1.0,35.0,1.0,0.0,0.0,10.0,9.0,4.0,216.725757929,216.725757929,216.725757929,,,,32.0,624270.0,32.7666255,-117.1337425,5.12598715299e-05,1218,0.0287356321839,0.0285714285714,0.0,0.0,1.0
443,1100.0,2.0,20.0,3.0,4.0,1.0,7.0,10.0,1.0,53.1208803614,53.1208803614,37.2125063962,203.835379951,203.835379951,220.562902993,39.0,178422.0,32.7624523,-117.1311357,0.000218582910179,1514,0.0132100396301,0.15,0.2,0.05,1.0
444,1100.0,3.0,22.0,2.0,2.0,1.0,8.0,4.0,7.0,44.7974505721,44.7974505721,44.7974505721,177.463024015,177.463024015,177.463024015,21.0,133262.0,32.7627882,-117.1356437,0.000157584307605,732,0.0300546448087,0.0909090909091,0.0909090909091,0.0454545454545,1.0
445,1200.0,1.0,27.0,4.0,5.0,3.0,9.0,10.0,1.0,69.7801184712,69.7801184712,44.2724616425,79.4171353324,79.4171353324,86.2142717094,37.0,173540.0,32.757829,-117.1274219,0.000213207329722,1334,0.02023988006,0.148148148148,0.185185185185,0.111111111111,1.0
446,1200.0,2.0,18.0,1.0,0.0,3.0,4.0,4.0,6.0,53.5153812919,53.5153812919,53.5153812919,,,,32.0,146541.0,32.7581715,-117.1301781,0.000218368920643,1586,0.0113493064313,0.0555555555556,0.0,0.166666666667,1.0
447,1200.0,3.0,28.0,4.0,1.0,1.0,10.0,11.0,6.0,98.4973552972,98.4973552972,98.9633044993,277.629731038,277.629731038,277.629731038,20.0,147042.0,32.7581641,-117.1326547,0.00013601556018,1302,0.0215053763441,0.142857142857,0.0357142857143,0.0357142857143,1.0
448,1200.0,4.0,24.0,4.0,0.0,4.0,4.0,17.0,1.0,156.632362609,156.632362609,155.705437318,,,,21.0,220280.0,32.7581423,-117.1357528,9.53332122753e-05,1685,0.0142433234421,0.166666666667,0.0,0.166666666667,1.0
449,1300.0,1.0,37.0,2.0,3.0,6.0,10.0,18.0,4.0,87.0861028962,87.0861028962,87.0861028962,125.176535962,125.176535962,108.159196483,37.0,159305.0,32.7537609,-117.1289298,0.000232258874486,735,0.0503401360544,0.0540540540541,0.0810810810811,0.162162162162,1.0
450,1300.0,2.0,79.0,25.0,1.0,2.0,36.0,28.0,10.0,48.7811401454,48.7811401454,48.8855963345,57.9061432649,57.9061432649,57.9061432649,67.0,192864.0,32.7503339,-117.1289171,0.000347395055583,2032,0.0388779527559,0.316455696203,0.0126582278481,0.0253164556962,1.0
451,1300.0,3.0,30.0,4.0,7.0,0.0,17.0,6.0,6.0,135.403786439,135.403786439,127.249511921,53.9173856987,53.9173856987,47.6054740347,43.0,144313.0,32.7515813,-117.13448,0.000297963454436,1106,0.0271247739602,0.133333333333,0.233333333333,0.0,1.0
452,1300.0,4.0,22.0,4.0,0.0,0.0,3.0,16.0,1.0,74.8906181457,74.8906181457,67.0982878833,,,,15.0,168135.0,32.7543721,-117.132947,8.92140244446e-05,1375,0.016,0.181818181818,0.0,0.0,1.0
453,1400.0,1.0,51.0,14.0,1.0,2.0,19.0,27.0,4.0,78.4890701285,78.4890701285,71.4556988903,124.756108649,124.756108649,124.756108649,58.0,204723.0,32.7462893,-117.1304763,0.000283309642786,593,0.0860033726813,0.274509803922,0.0196078431373,0.0392156862745,1.0
454,1400.0,2.0,45.0,2.0,5.0,2.0,23.0,8.0,3.0,73.3000625005,73.3000625005,73.3000625005,57.7748758863,57.7748758863,57.2947591246,41.0,206768.0,32.7423031,-117.1319802,0.000198289870773,742,0.0606469002695,0.0444444444444,0.111111111111,0.0444444444444,1.0
455,1400.0,3.0,32.0,4.0,0.0,1.0,11.0,17.0,1.0,68.3683576897,68.3683576897,60.5346334853,,,,39.0,334835.0,32.7452975,-117.135353,0.000116475278869,1765,0.0181303116147,0.125,0.0,0.03125,1.0
456,1500.0,1.0,19.0,3.0,3.0,0.0,10.0,7.0,2.0,78.9577443689,78.9577443689,63.2835543228,104.259923452,104.259923452,82.4603358808,26.0,211622.0,32.7458285,-117.122749,0.000122860572152,1156,0.0164359861592,0.157894736842,0.157894736842,0.0,1.0
457,5100.0,2.0,157.0,25.0,9.0,36.0,80.0,45.0,30.0,81.3292862702,81.3292862702,73.2445089716,251.050803712,251.050803712,230.51683307,426.0,1392601.0,32.7028942,-117.1532998,0.000305902408515,5317,0.0295279292834,0.15923566879,0.0573248407643,0.229299363057,1.0
458,5200.0,1.0,100.0,8.0,11.0,15.0,35.0,37.0,24.0,43.7506582607,43.7506582607,43.2007122007,53.2128140919,53.2128140919,47.9281588127,520.0,565883.0,32.7151358,-117.1512987,0.000918917868181,2700,0.037037037037,0.08,0.11,0.15,1.0
459,7301.0,1.0,9.0,1.0,0.0,2.0,,7.0,1.0,229.03441347,229.03441347,229.03441347,,,,10.0,205403.0,32.7370899,-117.2528295,4.86847806507e-05,914,0.00984682713348,0.111111111111,0.0,0.222222222222,1.0
460,5200.0,2.0,39.0,2.0,2.0,11.0,9.0,16.0,14.0,24.6311298198,24.6311298198,24.6311298198,85.3092900715,85.3092900715,85.3092900715,198.0,173413.0,32.7168177,-117.1547726,0.00114178291132,2501,0.015593762495,0.0512820512821,0.0512820512821,0.282051282051,1.0
461,5300.0,1.0,77.0,4.0,2.0,14.0,26.0,32.0,18.0,36.2214711266,36.2214711266,30.5020108178,53.4587502925,53.4587502925,53.4587502925,263.0,198503.0,32.7178015,-117.1588227,0.00132491700377,701,0.109843081312,0.0519480519481,0.025974025974,0.181818181818,1.0
462,5300.0,2.0,102.0,7.0,6.0,12.0,60.0,22.0,19.0,24.4802781949,24.4802781949,18.4919077241,38.1496233327,38.1496233327,32.159483886,281.0,199636.0,32.7136025,-117.1587874,0.00140756176241,1285,0.0793774319066,0.0686274509804,0.0588235294118,0.117647058824,1.0
463,5300.0,3.0,159.0,15.0,11.0,16.0,84.0,38.0,37.0,56.0169376397,56.0169376397,39.4577879361,47.4369249205,47.4369249205,33.4584702677,414.0,403073.0,32.7162596,-117.1636449,0.00102710923332,2500,0.0636,0.0943396226415,0.0691823899371,0.100628930818,1.0
464,5300.0,4.0,26.0,3.0,0.0,5.0,11.0,4.0,11.0,39.5447132047,39.5447132047,44.6613276336,,,,83.0,70132.0,32.7122964,-117.1645989,0.00118348257571,1412,0.0184135977337,0.115384615385,0.0,0.192307692308,1.0
465,5400.0,1.0,45.0,5.0,2.0,7.0,19.0,18.0,7.0,106.540744878,106.540744878,100.770433517,267.675410083,267.675410083,267.675410083,108.0,576072.0,32.710436,-117.1681521,0.000187476565429,631,0.0713153724247,0.111111111111,0.0444444444444,0.155555555556,1.0
466,5400.0,2.0,98.0,19.0,2.0,18.0,47.0,38.0,12.0,67.1390101138,67.1390101138,46.4230291087,164.872628934,164.872628934,164.872628934,317.0,506326.0,32.7161522,-117.1698802,0.000626078850385,2651,0.0369671821954,0.19387755102,0.0204081632653,0.183673469388,1.0
467,4100.0,3.0,25.0,9.0,2.0,4.0,8.0,14.0,1.0,100.127772973,100.127772973,83.6088147028,100.103292322,100.103292322,100.103292322,52.0,194982.0,32.7151261,-117.1309105,0.000266691284324,2010,0.0124378109453,0.36,0.08,0.16,1.0
468,5500.0,1.0,9.0,5.0,0.0,0.0,2.0,6.0,,102.778616503,102.778616503,108.192530858,,,,31.0,443459.0,32.7241295,-117.1468293,6.99049968543e-05,151,0.0596026490066,0.555555555556,0.0,0.0,1.0
469,5600.0,1.0,52.0,6.0,1.0,7.0,17.0,9.0,25.0,91.9603218182,91.9603218182,67.8221657115,327.243869209,327.243869209,327.243869209,129.0,231961.0,32.7214504,-117.1629514,0.000556127969788,1624,0.0320197044335,0.115384615385,0.0192307692308,0.134615384615,1.0
470,5700.0,2.0,17.0,2.0,5.0,1.0,11.0,5.0,1.0,74.0426998309,74.0426998309,74.0426998309,59.0680299267,59.0680299267,31.2623205639,22.0,134500.0,32.7252861,-117.1641201,0.000163568773234,1255,0.0135458167331,0.117647058824,0.294117647059,0.0588235294118,1.0
471,5800.0,1.0,114.0,11.0,5.0,21.0,53.0,32.0,28.0,76.9883758122,76.9883758122,49.4953989417,89.8879210584,89.8879210584,87.8733070544,401.0,808276.0,32.7249041,-117.1705895,0.000496117662779,2859,0.0398740818468,0.0964912280702,0.0438596491228,0.184210526316,1.0
472,5900.0,2.0,17.0,1.0,0.0,0.0,13.0,3.0,1.0,84.6333089913,84.6333089913,84.6333089913,,,,19.0,118359.0,32.7292768,-117.164375,0.000160528561411,757,0.0224570673712,0.0588235294118,0.0,0.0,1.0
473,5900.0,3.0,7.0,0.0,0.0,0.0,4.0,3.0,,,,,,,,24.0,144015.0,32.7294491,-117.1675007,0.000166649307364,741,0.00944669365722,0.0,0.0,0.0,1.0
474,6000.0,1.0,41.0,5.0,1.0,1.0,13.0,23.0,4.0,120.646824048,120.646824048,105.733856205,148.328499159,148.328499159,148.328499159,29.0,178828.0,32.7388174,-117.1617024,0.000162166998457,1040,0.0394230769231,0.121951219512,0.0243902439024,0.0243902439024,1.0
475,6000.0,2.0,17.0,10.0,1.0,0.0,8.0,8.0,1.0,69.828047433,69.828047433,74.3411064804,115.759292558,115.759292558,115.759292558,30.0,217518.0,32.7348055,-117.1616836,0.000137919620445,1241,0.013698630137,0.588235294118,0.0588235294118,0.0,1.0
476,6000.0,3.0,49.0,6.0,6.0,2.0,16.0,22.0,5.0,83.2297276555,83.2297276555,69.8020870388,92.014131429,92.014131429,67.1270826178,62.0,612679.0,32.7356854,-117.1663872,0.000101194916098,1481,0.0330857528697,0.122448979592,0.122448979592,0.0408163265306,1.0
477,6100.0,1.0,22.0,1.0,1.0,0.0,7.0,8.0,6.0,82.4851496322,82.4851496322,82.4851496322,52.0792326673,52.0792326673,52.0792326673,50.0,443744.0,32.7386438,-117.1731717,0.000112677579866,1836,0.0119825708061,0.0454545454545,0.0454545454545,0.0,1.0
478,6500.0,2.0,115.0,16.0,6.0,8.0,30.0,44.0,40.0,95.0611566519,95.0611566519,72.0870924021,132.622124073,132.622124073,111.54916977,150.0,1021913.0,32.75467,-117.1959793,0.000146783532453,938,0.122601279318,0.139130434783,0.0521739130435,0.0695652173913,1.0
479,6500.0,3.0,70.0,9.0,9.0,6.0,30.0,32.0,7.0,59.9634052484,59.9634052484,64.1887930839,96.5733605932,96.5733605932,103.177641017,144.0,884552.0,32.7452495,-117.1898623,0.000162794273259,776,0.090206185567,0.128571428571,0.128571428571,0.0857142857143,1.0
480,6600.0,1.0,15.0,0.0,1.0,1.0,6.0,6.0,2.0,,,,100.148932231,100.148932231,100.148932231,62.0,509284.0,32.745617,-117.2061684,0.000121739540217,1924,0.00779625779626,0.0,0.0666666666667,0.0666666666667,1.0
481,6801.0,1.0,26.0,1.0,5.0,0.0,8.0,12.0,6.0,35.8686045683,35.8686045683,35.8686045683,317.199432025,317.199432025,443.980271026,39.0,672660.0,32.7547548,-117.2292638,5.79787708501e-05,2441,0.0106513723884,0.0384615384615,0.192307692308,0.0,1.0
482,6802.0,1.0,58.0,2.0,9.0,4.0,37.0,7.0,11.0,123.336296091,123.336296091,123.336296091,108.690622359,108.690622359,115.730836713,71.0,421920.0,32.7485638,-117.2121918,0.000168278346606,1772,0.0327313769752,0.0344827586207,0.155172413793,0.0689655172414,1.0
483,6802.0,2.0,20.0,0.0,0.0,6.0,6.0,12.0,2.0,,,,,,,37.0,297914.0,32.7518874,-117.2195596,0.000124196915888,2439,0.00820008200082,0.0,0.0,0.3,1.0
484,6802.0,3.0,21.0,0.0,0.0,7.0,4.0,14.0,3.0,,,,,,,30.0,297660.0,32.7507332,-117.2263164,0.000100786131828,1459,0.0143934201508,0.0,0.0,0.333333333333,1.0
485,7800.0,4.0,5.0,2.0,1.0,0.0,1.0,3.0,,94.9867488307,94.9867488307,94.9867488307,229.051556583,229.051556583,229.051556583,17.0,147692.0,32.8029082,-117.2294323,0.000115104406468,426,0.0117370892019,0.4,0.2,0.0,1.0
486,7800.0,5.0,6.0,0.0,1.0,0.0,2.0,1.0,3.0,,,,260.9861718,260.9861718,260.9861718,11.0,430443.0,32.8067017,-117.229376,2.55550676861e-05,554,0.0108303249097,0.0,0.166666666667,0.0,1.0
487,6900.0,2.0,33.0,0.0,1.0,11.0,16.0,9.0,7.0,,,,72.9909449146,72.9909449146,72.9909449146,52.0,383119.0,32.7393341,-117.2264866,0.000135728063604,841,0.0392390011891,0.0,0.030303030303,0.333333333333,1.0
488,6900.0,3.0,42.0,1.0,0.0,14.0,15.0,11.0,15.0,60.266894858,60.266894858,60.266894858,,,,86.0,597514.0,32.7410139,-117.2189178,0.000143929681982,1146,0.0366492146597,0.0238095238095,0.0,0.333333333333,1.0
489,7002.0,1.0,15.0,0.0,2.0,0.0,5.0,6.0,3.0,,,,156.441536849,156.441536849,156.441536849,43.0,575870.0,32.7365769,-117.2353301,7.46696302985e-05,1714,0.00875145857643,0.0,0.133333333333,0.0,1.0
490,8101.0,4.0,15.0,1.0,0.0,2.0,2.0,11.0,2.0,19.1191183127,19.1191183127,19.1191183127,,,,19.0,165599.0,32.8291692,-117.2784775,0.000114734992361,972,0.0154320987654,0.0666666666667,0.0,0.133333333333,1.0
491,8101.0,5.0,10.0,0.0,0.0,0.0,5.0,4.0,1.0,,,,,,,28.0,230508.0,32.829781,-117.2746123,0.000121470838322,879,0.0113765642776,0.0,0.0,0.0,1.0
492,8102.0,1.0,20.0,3.0,0.0,3.0,3.0,13.0,2.0,102.09473805,102.09473805,63.5772664326,,,,48.0,520636.0,32.822908,-117.2799949,9.21949308154e-05,594,0.03367003367,0.15,0.0,0.15,1.0
493,8102.0,2.0,15.0,1.0,2.0,0.0,6.0,5.0,3.0,293.126490702,293.126490702,293.126490702,87.0609892432,87.0609892432,87.0609892432,20.0,384741.0,32.8222254,-117.2725777,5.19830223449e-05,1193,0.0125733445096,0.0666666666667,0.133333333333,0.0,1.0
494,8102.0,3.0,32.0,0.0,1.0,3.0,10.0,16.0,3.0,,,,116.366273693,116.366273693,116.366273693,30.0,468022.0,32.815004,-117.2666888,6.40995508758e-05,1436,0.0222841225627,0.0,0.03125,0.09375,1.0
495,8200.0,1.0,23.0,1.0,0.0,1.0,7.0,5.0,10.0,65.1685675267,65.1685675267,65.1685675267,,,,92.0,363466.0,32.842312,-117.2762251,0.000253118586058,724,0.0317679558011,0.0434782608696,0.0,0.0434782608696,1.0
496,3502.0,2.0,17.0,9.0,0.0,0.0,7.0,5.0,,130.876033756,130.876033756,141.737720279,,,,46.0,331922.0,32.698573,-117.1094135,0.000138586776411,2209,0.0076957899502,0.529411764706,0.0,0.0,1.0
497,3502.0,3.0,10.0,4.0,2.0,1.0,3.0,3.0,2.0,55.7912963706,55.7912963706,42.5405589412,78.6387804639,78.6387804639,78.6387804639,41.0,233590.0,32.6986366,-117.1146307,0.000175521212381,2073,0.00482392667631,0.4,0.2,0.1,1.0
498,3602.0,1.0,14.0,8.0,3.0,1.0,5.0,1.0,8.0,63.8539691126,63.8539691126,38.9061276454,139.649273215,139.649273215,110.391115158,71.0,374614.0,32.6929528,-117.105261,0.000189528421255,2151,0.00650860065086,0.571428571429,0.214285714286,0.0714285714286,1.0
499,7200.0,1.0,29.0,0.0,1.0,15.0,5.0,8.0,16.0,,,,179.793500108,179.793500108,179.793500108,58.0,1120736.0,32.7165102,-117.2499775,5.17517060218e-05,2860,0.0101398601399,0.0,0.0344827586207,0.51724137931,1.0
500,7800.0,1.0,34.0,8.0,3.0,1.0,10.0,16.0,6.0,154.636886022,154.636886022,156.136119848,194.355996514,194.355996514,157.98478389,48.0,649215.0,32.8027598,-117.2191848,7.39354451145e-05,2132,0.015947467167,0.235294117647,0.0882352941176,0.0294117647059,1.0
501,7800.0,3.0,17.0,0.0,1.0,0.0,5.0,11.0,1.0,,,,87.2269814929,87.2269814929,87.2269814929,25.0,317873.0,32.7994701,-117.227732,7.8647761842e-05,1852,0.00917926565875,0.0,0.0588235294118,0.0,1.0
502,3602.0,2.0,10.0,2.0,7.0,0.0,4.0,5.0,1.0,130.394398984,130.394398984,130.394398984,111.022457952,111.022457952,132.092200075,37.0,280825.0,32.6929149,-117.1102783,0.000131754651473,1378,0.00725689404935,0.2,0.7,0.0,1.0
503,3800.0,1.0,17.0,0.0,0.0,0.0,3.0,4.0,8.0,,,,,,,77.0,1802204.0,32.6835337,-117.1207979,4.27254628222e-05,6499,0.00261578704416,0.0,0.0,0.0,1.0
504,3901.0,1.0,17.0,1.0,5.0,0.0,9.0,8.0,,16.3932795128,16.3932795128,16.3932795128,87.5461089173,87.5461089173,95.4035303469,35.0,223160.0,32.704203,-117.1225554,0.000156838143036,1638,0.0103785103785,0.0588235294118,0.294117647059,0.0,1.0
505,3901.0,3.0,19.0,7.0,0.0,1.0,9.0,6.0,4.0,110.950795256,110.950795256,75.7867139831,,,,35.0,216086.0,32.7022204,-117.1288765,0.000161972547967,1461,0.0130047912389,0.368421052632,0.0,0.0526315789474,1.0
506,3902.0,1.0,24.0,8.0,2.0,3.0,14.0,6.0,3.0,199.020553049,199.020553049,233.284464475,132.12911125,132.12911125,132.12911125,60.0,336971.0,32.6994484,-117.1294499,0.000178056865428,791,0.0303413400759,0.333333333333,0.0833333333333,0.125,1.0
507,3902.0,2.0,16.0,2.0,5.0,0.0,9.0,6.0,1.0,96.0373148665,96.0373148665,96.0373148665,79.7544695758,79.7544695758,72.8192362234,37.0,323348.0,32.6979818,-117.1228473,0.000114427799151,2018,0.00792864222002,0.125,0.3125,0.0,1.0
508,8200.0,2.0,31.0,1.0,2.0,3.0,9.0,16.0,3.0,53.3723506527,53.3723506527,53.3723506527,99.3185713262,99.3185713262,99.3185713262,82.0,463734.0,32.8463177,-117.2765927,0.000176825507726,1116,0.0277777777778,0.0322580645161,0.0645161290323,0.0967741935484,1.0
509,7903.0,2.0,11.0,0.0,0.0,1.0,3.0,3.0,5.0,,,,,,,22.0,246368.0,32.8019569,-117.237076,8.92973113391e-05,1695,0.00648967551622,0.0,0.0,0.0909090909091,1.0
510,7903.0,3.0,18.0,1.0,2.0,1.0,7.0,8.0,2.0,70.3330300011,70.3330300011,70.3330300011,122.101761653,122.101761653,122.101761653,62.0,283607.0,32.8015005,-117.2443337,0.000218612375576,1141,0.0157756354075,0.0555555555556,0.111111111111,0.0555555555556,1.0
511,3902.0,3.0,18.0,2.0,2.0,1.0,2.0,14.0,2.0,102.99666776,102.99666776,102.99666776,92.7028769057,92.7028769057,92.7028769057,49.0,355710.0,32.6941023,-117.1282376,0.000137752663687,989,0.0182002022245,0.111111111111,0.111111111111,0.0555555555556,1.0
512,4000.0,1.0,19.0,8.0,2.0,0.0,10.0,7.0,1.0,82.1142130325,82.1142130325,88.7367389872,87.7146601435,87.7146601435,87.7146601435,55.0,293246.0,32.7093167,-117.1224458,0.000187555840489,1727,0.0110017371164,0.421052631579,0.105263157895,0.0,1.0
513,4000.0,3.0,49.0,7.0,12.0,2.0,35.0,13.0,1.0,74.5083985442,74.5083985442,56.4176747196,80.9592317762,80.9592317762,71.2957399853,56.0,212873.0,32.7102713,-117.1286895,0.000263067650665,1826,0.026834611172,0.142857142857,0.244897959184,0.0408163265306,1.0
514,4000.0,4.0,54.0,5.0,26.0,3.0,47.0,4.0,2.0,95.5342587008,95.5342587008,81.4835342135,69.6408025768,69.6408025768,59.5984684825,49.0,209330.0,32.7077472,-117.1318686,0.000234080160512,753,0.0717131474104,0.0925925925926,0.481481481481,0.0555555555556,1.0
515,4100.0,1.0,39.0,16.0,14.0,0.0,21.0,16.0,2.0,62.5260281884,62.5260281884,52.9176510062,153.312193715,153.312193715,171.627042539,30.0,92366.0,32.717947,-117.1317106,0.000324794837927,1069,0.0364826941066,0.410256410256,0.358974358974,0.0,1.0
516,4100.0,2.0,56.0,23.0,13.0,7.0,37.0,10.0,8.0,56.2626248741,56.2626248741,38.5937074383,91.5198457647,91.5198457647,70.0310595747,105.0,380056.0,32.7137161,-117.1381057,0.000276275075252,1723,0.0325014509576,0.410714285714,0.232142857143,0.125,1.0
517,7502.0,1.0,25.0,5.0,1.0,0.0,11.0,11.0,3.0,137.708619905,137.708619905,77.2306392075,96.3710043997,96.3710043997,96.3710043997,76.0,300079.0,32.7450859,-117.245553,0.000253266639785,850,0.0294117647059,0.2,0.04,0.0,1.0
518,7502.0,2.0,33.0,2.0,3.0,3.0,17.0,10.0,6.0,63.333908536,63.333908536,63.333908536,127.756535593,127.756535593,137.146044975,64.0,210537.0,32.7490068,-117.25244,0.000303984572783,816,0.0404411764706,0.0606060606061,0.0909090909091,0.0909090909091,1.0
519,7502.0,3.0,15.0,1.0,4.0,2.0,9.0,3.0,3.0,55.425475366,55.425475366,55.425475366,85.09578352,85.09578352,82.512773762,41.0,161992.0,32.7476311,-117.2483163,0.000253098918465,1142,0.0131348511384,0.0666666666667,0.266666666667,0.133333333333,1.0
520,7600.0,1.0,110.0,36.0,5.0,10.0,50.0,47.0,9.0,529.963430714,529.963430714,245.361265235,684.288923999,684.288923999,114.163378714,469.0,5952388.0,32.7727787,-117.2172697,7.87919067104e-05,691,0.159189580318,0.327272727273,0.0454545454545,0.0909090909091,1.0
521,7600.0,2.0,35.0,11.0,1.0,2.0,23.0,7.0,3.0,62.4436398781,62.4436398781,67.5558610812,66.1240338472,66.1240338472,66.1240338472,113.0,417012.0,32.769976,-117.2492438,0.000270975415576,969,0.0361197110423,0.314285714286,0.0285714285714,0.0571428571429,1.0
522,8002.0,1.0,17.0,0.0,1.0,0.0,6.0,7.0,3.0,,,,146.082321514,146.082321514,146.082321514,58.0,287292.0,32.8064064,-117.246469,0.000201885189981,800,0.02125,0.0,0.0588235294118,0.0,1.0
523,7301.0,2.0,27.0,5.0,3.0,3.0,11.0,10.0,5.0,101.800086769,101.800086769,73.1147123916,147.616577537,147.616577537,177.396020325,34.0,235533.0,32.7449881,-117.2538024,0.000144353445165,1423,0.0189739985945,0.185185185185,0.111111111111,0.111111111111,1.0
524,7302.0,1.0,7.0,0.0,0.0,0.0,,5.0,1.0,,,,,,,9.0,273677.0,32.7383953,-117.2425477,3.28854817906e-05,635,0.0110236220472,0.0,0.0,0.0,1.0
525,7302.0,3.0,11.0,0.0,0.0,3.0,3.0,4.0,3.0,,,,,,,11.0,286444.0,32.7331882,-117.2466578,3.84019214925e-05,836,0.0131578947368,0.0,0.0,0.272727272727,1.0
