tract,blockgroup,male_5_17,male_18_29,male_30_60,male_61plus,female_5_17,female_18_29,female_30_60,female_61plus,rent_0_500,rent_501_1000,rent_1000plus,income_0_25,income_25_50,income_50_100,income_100_150,income_150plus,white_per,baa_per,aian_per,asian_per,pi_per,other_per,tp_per,latin_per,publica_per,ownerocc_per,median_house_income,median_structure_year,median_home_value
700.0,1.0,0.025817555938,0.177280550775,0.686746987952,0.110154905336,0.0,0.21186440678,0.537288135593,0.250847457627,0.0,0.264758497317,0.735241502683,0.160839160839,0.345454545455,0.297902097902,0.0769230769231,0.118881118881,0.789069171648,0.0469684030743,0.0,0.0478223740393,0.0,0.0,0.0213492741247,0.0947907771136,0.0391608391608,0.218181818182,49338,1958,495700
700.0,2.0,0.0149724192277,0.356973995272,0.514578408195,0.113475177305,0.104635761589,0.290066225166,0.418543046358,0.186754966887,0.0,0.276176024279,0.723823975721,0.128851540616,0.110177404295,0.441643323996,0.200746965453,0.11858076564,0.837944664032,0.0345849802372,0.0,0.0232213438735,0.0,0.0,0.00741106719368,0.096837944664,0.014939309057,0.342670401494,71698,1965,482200
700.0,3.0,0.0,0.1875,0.595108695652,0.217391304348,0.0,0.218798151002,0.583975346687,0.197226502311,0.232189973615,0.139841688654,0.627968337731,0.171539961014,0.0896686159844,0.409356725146,0.142300194932,0.187134502924,0.768928220256,0.0,0.015732546706,0.086529006883,0.0,0.0,0.0412979351032,0.0875122910521,0.0,0.261208576998,64023,1957,454100
800.0,1.0,0.0487012987013,0.0551948051948,0.655844155844,0.24025974026,0.0828729281768,0.0828729281768,0.486187845304,0.348066298343,0.0,0.723926380368,0.276073619632,0.293453724605,0.381489841986,0.162528216704,0.124153498871,0.038374717833,0.650746268657,0.0,0.0,0.0,0.0253731343284,0.0,0.0,0.323880597015,0.0,0.148984198646,32569,1971,494300
800.0,2.0,0.13202247191,0.244382022472,0.564606741573,0.0589887640449,0.114973262032,0.176470588235,0.5,0.208556149733,0.0,0.108333333333,0.891666666667,0.0297297297297,0.0783783783784,0.632432432432,0.0783783783784,0.181081081081,0.753424657534,0.0,0.0,0.0753424657534,0.0,0.0,0.0520547945205,0.119178082192,0.0297297297297,0.351351351351,73582,1939-,580700
800.0,3.0,0.0,0.0970588235294,0.741176470588,0.161764705882,0.0885714285714,0.194285714286,0.402857142857,0.314285714286,0.0,0.577689243028,0.422310756972,0.26170212766,0.106382978723,0.236170212766,0.240425531915,0.155319148936,0.805797101449,0.123188405797,0.0,0.036231884058,0.0,0.0,0.0,0.0347826086957,0.0,0.429787234043,72321,1963,387600
800.0,4.0,0.0871964679912,0.242825607064,0.501103752759,0.168874172185,0.0874233128834,0.110429447853,0.618098159509,0.184049079755,0.0378440366972,0.549311926606,0.412844036697,0.388246628131,0.296724470135,0.203275529865,0.0635838150289,0.0481695568401,0.571245186136,0.191912708601,0.0,0.0673940949936,0.0,0.0,0.0115532734275,0.157894736842,0.00963391136802,0.159922928709,28966,1971,231000
900.0,1.0,0.0220820189274,0.124605678233,0.753943217666,0.0993690851735,0.0377668308703,0.313628899836,0.541871921182,0.106732348112,0.0,0.539792387543,0.460207612457,0.161865569273,0.385459533608,0.282578875171,0.0960219478738,0.0740740740741,0.615446500402,0.0273531777957,0.0,0.0329847144006,0.0120675784393,0.0,0.0,0.312148028962,0.0205761316872,0.207133058985,46987,1970,278500
900.0,2.0,0.140388768898,0.140388768898,0.546436285097,0.172786177106,0.0473684210526,0.355263157895,0.557894736842,0.0394736842105,0.0,0.619883040936,0.380116959064,0.333333333333,0.347619047619,0.216666666667,0.102380952381,0.0,0.425860023725,0.0877817319098,0.0,0.157769869514,0.0344009489917,0.0,0.017793594306,0.276393831554,0.0142857142857,0.154761904762,42045,1974,162500
900.0,3.0,0.217307692308,0.282692307692,0.415384615385,0.0846153846154,0.0429799426934,0.521489971347,0.36676217765,0.0687679083095,0.0343137254902,0.438725490196,0.526960784314,0.384615384615,0.165680473373,0.357001972387,0.0414201183432,0.0512820512821,0.528193325662,0.231300345224,0.0,0.107019562716,0.0,0.0,0.0,0.133486766398,0.0,0.143984220907,48841,1970,355700
900.0,4.0,0.0405982905983,0.0384615384615,0.42735042735,0.49358974359,0.0,0.0454545454545,0.283216783217,0.671328671329,0.584440227704,0.214421252372,0.201138519924,0.672443674177,0.157712305026,0.103986135182,0.0381282495667,0.0277296360485,0.745358090186,0.0,0.0172413793103,0.0649867374005,0.0,0.0,0.119363395225,0.053050397878,0.0242634315425,0.0866551126516,17188,1968,321900
900.0,5.0,0.0506912442396,0.592165898618,0.267281105991,0.0898617511521,0.0780141843972,0.436170212766,0.312056737589,0.173758865248,0.0,0.60553633218,0.39446366782,0.117166212534,0.32970027248,0.438692098093,0.0653950953678,0.0490463215259,0.459497206704,0.0167597765363,0.0,0.00977653631285,0.0,0.0,0.0,0.513966480447,0.0,0.212534059946,62614,1977,246200
900.0,6.0,0.159340659341,0.043956043956,0.771978021978,0.0247252747253,0.244897959184,0.244897959184,0.387755102041,0.122448979592,0.0,0.191570881226,0.808429118774,0.0,0.28,0.62,0.0457142857143,0.0542857142857,0.493386243386,0.112433862434,0.0,0.0449735449735,0.0,0.0,0.0,0.349206349206,0.0485714285714,0.254285714286,73333,1978,405200
1000.0,1.0,0.0,0.146953405018,0.853046594982,0.0,0.0905587668593,0.161849710983,0.570327552987,0.177263969171,0.0326409495549,0.145400593472,0.821958456973,0.116022099448,0.217311233886,0.443830570902,0.169429097606,0.0534069981584,0.891364902507,0.00649953574745,0.0,0.0343546889508,0.0,0.0,0.0389972144847,0.0287836583101,0.0,0.357274401473,70568,1970,318100
1000.0,2.0,0.0822249093108,0.218863361548,0.629987908102,0.0689238210399,0.0948905109489,0.304744525547,0.549270072993,0.0510948905109,0.0,0.363839285714,0.636160714286,0.0375,0.183333333333,0.640277777778,0.0597222222222,0.0791666666667,0.634909090909,0.0269090909091,0.0,0.0269090909091,0.0,0.0,0.0232727272727,0.288,0.0166666666667,0.358333333333,72500,1957,418900
1000.0,3.0,0.0786610878661,0.342259414226,0.430962343096,0.148117154812,0.205426356589,0.160852713178,0.550387596899,0.0833333333333,0.0178837555887,0.169895678092,0.812220566319,0.0911300121507,0.3390036452,0.382746051033,0.136087484812,0.0510328068044,0.682057276447,0.00701344243133,0.0,0.0257159555815,0.0,0.0,0.0239625949737,0.261250730567,0.0,0.184690157959,61331,1970,382800
1000.0,4.0,0.240740740741,0.318518518519,0.364814814815,0.0759259259259,0.0909090909091,0.401372212693,0.409948542024,0.0977701543739,0.0486618004866,0.231143552311,0.720194647202,0.0833333333333,0.44246031746,0.279761904762,0.146825396825,0.047619047619,0.525378450579,0.0739091718611,0.0,0.0970614425646,0.0,0.0,0.114870881567,0.188780053428,0.0,0.184523809524,49244,1956,689300
1100.0,1.0,0.0988372093023,0.119186046512,0.654069767442,0.127906976744,0.109433962264,0.183018867925,0.567924528302,0.139622641509,0.0461538461538,0.215384615385,0.738461538462,0.20202020202,0.171717171717,0.383838383838,0.143097643098,0.0993265993266,0.720032840722,0.0213464696223,0.0,0.0361247947455,0.0,0.0,0.0328407224959,0.189655172414,0.023569023569,0.329966329966,60455,1958,325800
1100.0,2.0,0.279554937413,0.240611961057,0.438108484006,0.0417246175243,0.181132075472,0.314465408805,0.42641509434,0.0779874213836,0.0189328743546,0.4165232358,0.564543889845,0.268404907975,0.343558282209,0.296012269939,0.0751533742331,0.0168711656442,0.457067371202,0.0858652575958,0.0,0.0,0.0,0.0,0.0125495376486,0.444517833554,0.0306748466258,0.108895705521,45694,1973,218000
1100.0,3.0,0.273657289003,0.0716112531969,0.590792838875,0.0639386189258,0.0263929618768,0.307917888563,0.601173020528,0.0645161290323,0.0,0.365853658537,0.634146341463,0.286396181384,0.315035799523,0.236276849642,0.128878281623,0.0334128878282,0.550546448087,0.0368852459016,0.0,0.0273224043716,0.0,0.0,0.0122950819672,0.372950819672,0.0238663484487,0.291169451074,43625,1971,315200
1200.0,1.0,0.1625,0.4109375,0.3828125,0.04375,0.149855907781,0.207492795389,0.546109510086,0.0965417867435,0.0194174757282,0.666666666667,0.313915857605,0.29821958457,0.491097922849,0.120178041543,0.0697329376855,0.0207715133531,0.350824587706,0.132683658171,0.0,0.0599700149925,0.0,0.00749625187406,0.0284857571214,0.420539730135,0.0,0.0593471810089,36116,1978,161400
1200.0,2.0,0.172826086957,0.357608695652,0.395652173913,0.0739130434783,0.219219219219,0.381381381381,0.288288288288,0.111111111111,0.0575396825397,0.46626984127,0.47619047619,0.232415902141,0.2125382263,0.382262996942,0.172782874618,0.0,0.346784363178,0.0264817150063,0.0226986128625,0.030895334174,0.0,0.0,0.0302648171501,0.542875157629,0.065749235474,0.203363914373,56622,1979,313400
1200.0,3.0,0.0233128834356,0.546012269939,0.38527607362,0.0453987730061,0.0,0.342915811088,0.519507186858,0.137577002053,0.0,0.633333333333,0.366666666667,0.136966126657,0.40795287187,0.232695139912,0.136966126657,0.0854197349043,0.556835637481,0.0560675883257,0.0,0.0937019969278,0.0122887864823,0.0384024577573,0.0591397849462,0.18356374808,0.019145802651,0.160530191458,48306,1979,299400
1200.0,4.0,0.102171136654,0.0970625798212,0.623243933589,0.177522349936,0.0986696230599,0.350332594235,0.430155210643,0.120842572062,0.0364145658263,0.420168067227,0.543417366947,0.264608599779,0.382579933848,0.285556780595,0.0143329658214,0.0529217199559,0.454599406528,0.0581602373887,0.0,0.0718100890208,0.0,0.0,0.0213649851632,0.394065281899,0.0,0.212789415656,41837,1975,238100
1300.0,1.0,0.31693989071,0.122950819672,0.489071038251,0.0710382513661,0.205962059621,0.0867208672087,0.582655826558,0.124661246612,0.0,0.592592592593,0.407407407407,0.281795511222,0.364089775561,0.226932668329,0.0822942643392,0.0448877805486,0.383673469388,0.176870748299,0.0,0.087074829932,0.0,0.0,0.172789115646,0.179591836735,0.0324189526185,0.192019950125,39153,1978,459400
1300.0,2.0,0.0651340996169,0.338122605364,0.420498084291,0.176245210728,0.080971659919,0.261133603239,0.446356275304,0.211538461538,0.0347721822542,0.201438848921,0.763788968825,0.329577464789,0.215023474178,0.386854460094,0.068544600939,0.0,0.492125984252,0.110236220472,0.0,0.124015748031,0.0,0.0,0.0369094488189,0.236712598425,0.0244131455399,0.216901408451,45610,1978,227400
1300.0,3.0,0.111940298507,0.315298507463,0.537313432836,0.035447761194,0.250877192982,0.312280701754,0.387719298246,0.0491228070175,0.0,0.489461358314,0.510538641686,0.165254237288,0.385593220339,0.389830508475,0.0317796610169,0.0275423728814,0.317359855335,0.132007233273,0.0,0.0397830018083,0.0379746835443,0.0,0.0325497287523,0.440325497288,0.0233050847458,0.0699152542373,46483,1976,361100
1300.0,4.0,0.13728549142,0.207488299532,0.617784711388,0.0374414976599,0.145776566757,0.446866485014,0.24931880109,0.158038147139,0.0623973727422,0.333333333333,0.604269293924,0.168055555556,0.261111111111,0.509722222222,0.05,0.0111111111111,0.443636363636,0.0952727272727,0.0363636363636,0.103272727273,0.0,0.0,0.0450909090909,0.276363636364,0.0,0.154166666667,53235,1973,353200
1300.0,5.0,0.109028960818,0.281090289608,0.589437819421,0.0204429301533,0.203898050975,0.341829085457,0.322338830585,0.131934032984,0.102510460251,0.460251046025,0.437238493724,0.204013377926,0.428093645485,0.282608695652,0.061872909699,0.0234113712375,0.354864433812,0.177830940989,0.0342902711324,0.104465709729,0.0,0.0,0.0398724082935,0.288676236045,0.138795986622,0.16220735786,40703,1965,189500
1400.0,1.0,0.108225108225,0.246753246753,0.549783549784,0.0952380952381,0.204419889503,0.350828729282,0.375690607735,0.0690607734807,0.0,0.422459893048,0.577540106952,0.188235294118,0.317647058824,0.270588235294,0.149019607843,0.0745098039216,0.649241146712,0.0,0.0,0.0337268128162,0.0,0.0,0.0,0.317032040472,0.0,0.266666666667,47344,1939-,605900
1400.0,2.0,0.105,0.0625,0.36,0.4725,0.12865497076,0.140350877193,0.552631578947,0.178362573099,0.0,0.373983739837,0.626016260163,0.165,0.1975,0.2225,0.105,0.31,0.780323450135,0.0175202156334,0.0,0.0256064690027,0.0,0.0,0.0323450134771,0.144204851752,0.0,0.6925,90000,1939-,566700
1400.0,3.0,0.0793450881612,0.245591939547,0.549118387909,0.125944584383,0.13903192585,0.16683831102,0.523171987642,0.170957775489,0.0349206349206,0.234920634921,0.730158730159,0.207974137931,0.205818965517,0.260775862069,0.163793103448,0.161637931034,0.603399433428,0.0685552407932,0.0,0.0436260623229,0.00623229461756,0.00623229461756,0.0662889518414,0.20566572238,0.0183189655172,0.297413793103,64286,1949,566700
1500.0,1.0,0.0880758807588,0.19783197832,0.650406504065,0.0636856368564,0.0861244019139,0.272727272727,0.456937799043,0.184210526316,0.0302197802198,0.464285714286,0.505494505495,0.238095238095,0.257495590829,0.291005291005,0.0987654320988,0.114638447972,0.426470588235,0.108131487889,0.0,0.0821799307958,0.0,0.0,0.0,0.38321799308,0.0,0.326278659612,50284,1952,364400
1500.0,2.0,0.160427807487,0.0989304812834,0.561497326203,0.179144385027,0.277657266811,0.0867678958785,0.507592190889,0.127982646421,0.0,0.305309734513,0.694690265487,0.197530864198,0.266666666667,0.269135802469,0.130864197531,0.135802469136,0.481437125749,0.0215568862275,0.0,0.0179640718563,0.0,0.0,0.037125748503,0.441916167665,0.0888888888889,0.41975308642,51576,1939-,461400
1500.0,3.0,0.148876404494,0.151685393258,0.494382022472,0.205056179775,0.106557377049,0.20218579235,0.489071038251,0.20218579235,0.0,0.41958041958,0.58041958042,0.162790697674,0.238372093023,0.200581395349,0.162790697674,0.235465116279,0.652354570637,0.0193905817175,0.0,0.0429362880886,0.0,0.0,0.00277008310249,0.282548476454,0.0,0.584302325581,66833,1939-,551300
1500.0,4.0,0.122494432071,0.167037861915,0.60579064588,0.104677060134,0.318318318318,0.177177177177,0.394894894895,0.10960960961,0.0679611650485,0.388349514563,0.543689320388,0.286573146293,0.206412825651,0.284569138277,0.182364729459,0.0400801603206,0.334529147982,0.134529147982,0.0,0.0600896860987,0.0,0.0,0.0690582959641,0.401793721973,0.0160320641283,0.174348697395,52898,1969,456300
1600.0,1.0,0.21587867975,0.218554861731,0.528099910794,0.0374665477252,0.345803842265,0.258847320526,0.288169868554,0.107178968655,0.0344086021505,0.296774193548,0.668817204301,0.40192926045,0.284565916399,0.229903536977,0.0385852090032,0.0450160771704,0.228909952607,0.111848341232,0.0,0.0644549763033,0.0,0.0,0.00663507109005,0.588151658768,0.0,0.252411575563,27460,1982,192500
1600.0,2.0,0.229508196721,0.143897996357,0.537340619308,0.0892531876138,0.381386861314,0.0620437956204,0.503649635036,0.0529197080292,0.0,0.630681818182,0.369318181818,0.192488262911,0.514084507042,0.234741784038,0.0586854460094,0.0,0.166818596171,0.367365542388,0.0,0.0501367365542,0.0,0.0,0.0537830446673,0.361896080219,0.0,0.150234741784,34868,1968,328600
1600.0,3.0,0.0693815987934,0.402714932127,0.481146304676,0.0467571644042,0.0365591397849,0.208602150538,0.496774193548,0.258064516129,0.0,0.648068669528,0.351931330472,0.266019417476,0.431067961165,0.254368932039,0.0,0.0485436893204,0.0859929078014,0.0966312056738,0.0,0.0168439716312,0.0,0.00975177304965,0.0,0.790780141844,0.133980582524,0.095145631068,41200,1975,347900
1600.0,4.0,0.0,0.192883895131,0.52808988764,0.279026217228,0.1431670282,0.0824295010846,0.674620390456,0.0997830802603,0.120147874307,0.707948243993,0.171903881701,0.358280254777,0.277070063694,0.248407643312,0.0875796178344,0.0286624203822,0.549748743719,0.187939698492,0.0,0.110552763819,0.0,0.0,0.0160804020101,0.13567839196,0.062101910828,0.138535031847,33810,1968,238800
1700.0,1.0,0.159227985525,0.195416164053,0.645355850422,0.0,0.10756302521,0.289075630252,0.482352941176,0.121008403361,0.0,0.384615384615,0.615384615385,0.330532212885,0.368347338936,0.271708683473,0.0294117647059,0.0,0.356039325843,0.0674157303371,0.0,0.0,0.0,0.0,0.0,0.57654494382,0.0546218487395,0.25350140056,45111,1969,219700
1700.0,2.0,0.0599520383693,0.256594724221,0.640287769784,0.0431654676259,0.0,0.1984,0.5968,0.2048,0.0,0.589928057554,0.410071942446,0.302521008403,0.329411764706,0.152941176471,0.136134453782,0.0789915966387,0.584452975048,0.0547024952015,0.0,0.010556621881,0.0,0.0,0.0163147792706,0.333973128599,0.0268907563025,0.260504201681,38967,1949,421400
1700.0,3.0,0.236607142857,0.183035714286,0.477678571429,0.102678571429,0.25786163522,0.205974842767,0.39465408805,0.141509433962,0.092039800995,0.353233830846,0.554726368159,0.163575042159,0.401349072513,0.335581787521,0.0994940978078,0.0,0.345565749235,0.065749235474,0.0,0.0665137614679,0.0,0.0,0.0588685015291,0.463302752294,0.0,0.303541315346,46063,1949,327500
1700.0,4.0,0.351916376307,0.334494773519,0.313588850174,0.0,0.3598820059,0.162241887906,0.477876106195,0.0,0.0,0.460396039604,0.539603960396,0.0544747081712,0.307392996109,0.474708171206,0.136186770428,0.0272373540856,0.488817891374,0.158146964856,0.0,0.11661341853,0.0,0.0,0.140575079872,0.0958466453674,0.0894941634241,0.214007782101,74837,1961,553600
1800.0,1.0,0.2734375,0.197916666667,0.5,0.0286458333333,0.23875432526,0.131487889273,0.536332179931,0.0934256055363,0.122529644269,0.458498023715,0.418972332016,0.347266881029,0.0932475884244,0.35691318328,0.0932475884244,0.109324758842,0.526002971768,0.0,0.0,0.0505200594354,0.0,0.0,0.158989598811,0.264487369985,0.0,0.186495176849,60250,1953,536800
1800.0,2.0,0.286681715576,0.244920993228,0.450338600451,0.0180586907449,0.27657480315,0.427165354331,0.22342519685,0.0728346456693,0.036,0.464,0.5,0.269865067466,0.28035982009,0.268365817091,0.11844077961,0.0629685157421,0.486330178759,0.140378548896,0.0,0.00368033648791,0.0,0.0,0.0331230283912,0.336487907466,0.0674662668666,0.250374812594,39417,1979,350000
1800.0,3.0,0.206896551724,0.0837438423645,0.645320197044,0.064039408867,0.0994764397906,0.0314136125654,0.350785340314,0.51832460733,0.0,0.526548672566,0.473451327434,0.657024793388,0.169421487603,0.0743801652893,0.099173553719,0.0,0.319796954315,0.0786802030457,0.0,0.0380710659898,0.0,0.0,0.0279187817259,0.535532994924,0.0,0.0661157024793,16200,1969,-
1800.0,4.0,0.0,0.391666666667,0.530555555556,0.0777777777778,0.233333333333,0.291666666667,0.475,0.0,0.0424242424242,0.460606060606,0.49696969697,0.155172413793,0.23645320197,0.507389162562,0.100985221675,0.0,0.314285714286,0.102380952381,0.0,0.0380952380952,0.0,0.0,0.0,0.545238095238,0.0,0.187192118227,59500,1966,400000
1800.0,5.0,0.0499243570348,0.472012102874,0.450832072617,0.0272314674735,0.0,0.375711574953,0.402277039848,0.222011385199,0.0342298288509,0.579462102689,0.38630806846,0.142608695652,0.422608695652,0.337391304348,0.0,0.0973913043478,0.36531986532,0.386363636364,0.0,0.0387205387205,0.0,0.00925925925926,0.0378787878788,0.162457912458,0.0,0.288695652174,42220,1976,263100
1800.0,6.0,0.0271604938272,0.281481481481,0.634567901235,0.0567901234568,0.158458244111,0.297644539615,0.394004282655,0.149892933619,0.0,0.729545454545,0.270454545455,0.219026548673,0.493362831858,0.221238938053,0.0663716814159,0.0,0.55619266055,0.135321100917,0.0,0.0883027522936,0.0,0.0,0.0,0.220183486239,0.110619469027,0.0265486725664,36935,1960,-
