tract,blockgroup,count,graffiti_count,dump_count,lighting_count,gsl_meandist,dsl_meandist,sl_count,landarea,cent_lat,cent_lon,sl_density
8347.0,1.0,13.0,0.0,1.0,1.0,,37.5947812744,77.0,1248465.0,32.9218334,-117.164715,6.1675737806e-05
8335.0,2.0,13.0,1.0,0.0,0.0,104.070100735,,39.0,290875.0,32.9625162,-117.1423186,0.000134078212291
8324.0,2.0,25.0,1.0,1.0,2.0,565.785713895,239.426134541,93.0,2765299.0,32.9596588,-117.2516376,3.36310829317e-05
8312.0,4.0,52.0,0.0,0.0,7.0,,,113.0,717087.0,32.8545178,-117.2572423,0.000157581994932
8305.0,1.0,11.0,0.0,0.0,2.0,,,46.0,2920709.0,32.8806677,-117.2364151,1.57496005251e-05
7600.0,4.0,13.0,0.0,0.0,0.0,,,60.0,310101.0,32.7619521,-117.2507774,0.000193485348322
17054.0,1.0,,,,,,,,,,,
201.0,1.0,33.0,0.0,3.0,0.0,,99.0486275496,61.0,864211.0,32.7540028,-117.1733775,7.05846141741e-05
2711.0,2.0,22.0,2.0,2.0,0.0,115.476576621,201.082888736,42.0,390676.0,32.7400539,-117.0762187,0.000107505964021
2712.0,2.0,11.0,0.0,3.0,0.0,,104.712719035,36.0,337744.0,32.7303521,-117.078762,0.000106589606329
18601.0,2.0,,,,,,,,,,,
18603.0,4.0,,,,,,,,,,,
18609.0,3.0,,,,,,,,,,,
19406.0,3.0,,,,,,,,,,,
19503.0,2.0,,,,,,,,,,,
3305.0,3.0,14.0,4.0,0.0,3.0,98.4778771544,,60.0,530384.0,32.6941911,-117.0901211,0.000113125584482
12502.0,3.0,,,,,,,,,,,
8301.0,1.0,8.0,1.0,1.0,0.0,71.271029668,174.17190775,43.0,983740.0,32.8148187,-117.2267686,4.37107365767e-05
13000.0,1.0,,,,,,,,,,,
1800.0,2.0,76.0,26.0,10.0,1.0,251481.694578,188.758083462,28.0,144490.0,32.7629759,-117.1158402,0.000193785037027
1800.0,3.0,12.0,1.0,0.0,2.0,45.2270235211,,45.0,130314.0,32.7622012,-117.1202,0.000345319766103
1800.0,4.0,17.0,0.0,4.0,0.0,,197.582575046,20.0,107820.0,32.7621991,-117.1250606,0.000185494342423
1800.0,6.0,24.0,1.0,2.0,2.0,23.2187390709,66.9597567774,25.0,100644.0,32.7644053,-117.1240381,0.000248400302055
1900.0,2.0,32.0,2.0,5.0,1.0,104.144387062,190.715739239,50.0,812469.0,32.7701424,-117.1149467,6.1540809557e-05
1900.0,3.0,20.0,0.0,1.0,0.0,,245.904235369,11.0,182685.0,32.7663267,-117.1206742,6.02129348332e-05
2001.0,1.0,36.0,0.0,0.0,18.0,,,71.0,384056.0,32.7697627,-117.106661,0.000184868873289
2201.0,2.0,19.0,7.0,3.0,4.0,88.7213531498,129.185127247,29.0,134163.0,32.752384,-117.1144392,0.000216154975664
2202.0,2.0,23.0,6.0,3.0,2.0,75.753933079,109.684842069,31.0,155305.0,32.7525615,-117.1044792,0.000199607224494
2202.0,3.0,16.0,5.0,1.0,3.0,175.538272584,305.760498222,32.0,201668.0,32.7523277,-117.1075906,0.000158676636849
2301.0,1.0,10.0,0.0,2.0,1.0,,66.1290426185,27.0,118180.0,32.7576864,-117.0901086,0.000228465053309
2301.0,2.0,20.0,1.0,1.0,0.0,35.4801550515,83.4079413325,25.0,104961.0,32.7572512,-117.0938846,0.000238183706329
2301.0,3.0,27.0,2.0,4.0,3.0,112.101229327,78.9858566422,29.0,200184.0,32.7572015,-117.0979723,0.000144866722615
2302.0,1.0,30.0,3.0,1.0,0.0,135.3162795,64.6360336819,37.0,210229.0,32.7543374,-117.0961635,0.000175998553958
2302.0,3.0,18.0,4.0,2.0,1.0,59.38860154,79.1694925807,33.0,163089.0,32.7504886,-117.0965691,0.000202343505693
2401.0,1.0,71.0,36.0,7.0,0.0,166.962487071,85.131827042,32.0,210378.0,32.7469622,-117.1113246,0.000152107159494
2401.0,2.0,21.0,5.0,2.0,0.0,190.187562414,70.6129978813,26.0,191944.0,32.7471589,-117.1148343,0.000135456174718
2501.0,1.0,27.0,8.0,10.0,0.0,137.453677379,192.198563008,36.0,678342.0,32.7380994,-117.1095942,5.30705750197e-05
2501.0,2.0,43.0,5.0,8.0,0.0,174.903903114,152.994628459,21.0,371117.0,32.742317,-117.1127885,5.65859284269e-05
2501.0,3.0,23.0,2.0,5.0,1.0,133.108912082,200.042962504,18.0,206935.0,32.7422983,-117.1041651,8.69838355039e-05
2502.0,1.0,58.0,5.0,21.0,4.0,97.6432651412,88.2080922882,79.0,1029533.0,32.7241391,-117.1108717,7.67338200912e-05
2502.0,2.0,67.0,21.0,12.0,1.0,154.329338884,75.628329425,52.0,528172.0,32.7317066,-117.1034745,9.8452776747e-05
13906.0,2.0,,,,,,,,,,,
15406.0,1.0,,,,,,,,,,,
15501.0,1.0,,,,,,,,,,,
15703.0,1.0,,,,,,,,,,,
16802.0,2.0,,,,,,,,,,,
16806.0,2.0,,,,,,,,,,,
17020.0,1.0,,,,,,,,,,,
17029.0,1.0,27.0,0.0,1.0,5.0,,157.149959897,245.0,21903881.0,32.9881564,-117.1614853,1.11852324252e-05
17030.0,1.0,62.0,1.0,1.0,28.0,60.9270405131,544.085741052,369.0,31600936.0,33.0362376,-117.1267567,1.1676869318e-05
2601.0,1.0,23.0,19.0,2.0,0.0,78.7647577466,241.553655595,31.0,251073.0,32.743048,-117.0987931,0.000123470066475
2601.0,2.0,47.0,6.0,14.0,3.0,90.1127702353,89.0502255322,94.0,332355.0,32.7477181,-117.0966183,0.000282830106362
17048.0,2.0,,,,,,,,,,,
17502.0,3.0,,,,,,,,,,,
17810.0,1.0,,,,,,,,,,,
18507.0,4.0,1.0,0.0,0.0,0.0,,,,,,,
18516.0,2.0,,,,,,,,,,,
18609.0,1.0,,,,,,,,,,,
18803.0,1.0,,,,,,,,,,,
18803.0,2.0,,,,,,,,,,,
19106.0,1.0,,,,,,,,,,,
19207.0,1.0,,,,,,,,,,,
19702.0,4.0,,,,,,,,,,,
20017.0,2.0,,,,,,,,,,,
20103.0,2.0,,,,,,,,,,,
20304.0,3.0,,,,,,,,,,,
20405.0,2.0,,,,,,,,,,,
20601.0,1.0,,,,,,,,,,,
20904.0,3.0,,,,,,,,,,,
100.0,2.0,29.0,2.0,0.0,3.0,146.48817512,,99.0,877541.0,32.7519389,-117.1882694,0.000112815241681
300.0,1.0,23.0,0.0,1.0,0.0,,189.842390919,9.0,123593.0,32.7473602,-117.1666806,7.28196580712e-05
300.0,2.0,23.0,0.0,2.0,1.0,,57.0431195277,48.0,142238.0,32.7467016,-117.1616946,0.000337462562747
2002.0,1.0,12.0,0.0,0.0,2.0,,,93.0,516566.0,32.7658586,-117.0902076,0.000180035077802
2002.0,2.0,38.0,2.0,2.0,7.0,98.1274053803,92.9407243508,122.0,767589.0,32.7636813,-117.0947541,0.000158939223986
2100.0,1.0,44.0,6.0,5.0,1.0,93.3788845325,184.513685211,55.0,275363.0,32.7617346,-117.1069693,0.000199736348021
2100.0,2.0,41.0,18.0,2.0,1.0,67.9356039517,74.4304689658,25.0,168547.0,32.7567894,-117.1038012,0.00014832657953
2100.0,3.0,91.0,34.0,21.0,1.0,114.401030741,167.603955655,17.0,122186.0,32.7570007,-117.1076927,0.000139132142799
2100.0,4.0,234.0,80.0,48.0,7.0,91.6172808095,111.210297014,18.0,159307.0,32.7576094,-117.1108512,0.000112989385275
2100.0,5.0,85.0,17.0,7.0,6.0,97.8405762981,176.290008088,25.0,165914.0,32.7578364,-117.1139667,0.000150680473016
300.0,3.0,34.0,4.0,7.0,0.0,77.9866356108,305.846624805,50.0,329534.0,32.7442234,-117.1587548,0.000151729411836
300.0,4.0,8.0,0.0,0.0,0.0,,,7.0,99553.0,32.7430139,-117.1627521,7.03143049431e-05
300.0,5.0,13.0,1.0,0.0,1.0,85.8085619321,,20.0,203843.0,32.743649,-117.1655925,9.81147255486e-05
400.0,1.0,23.0,1.0,5.0,0.0,109.087318852,279.715236006,36.0,480192.0,32.7545438,-117.1617092,7.49700119952e-05
400.0,2.0,53.0,4.0,11.0,2.0,1280864.46531,89.6942137658,61.0,267827.0,32.7496873,-117.1604516,0.000227758963809
500.0,1.0,34.0,9.0,0.0,0.0,110.442384066,,55.0,649216.0,32.7624613,-117.1519868,8.47175670347e-05
500.0,2.0,13.0,1.0,1.0,0.0,88.3699515257,138.336704542,21.0,406500.0,32.7586342,-117.1532878,5.16605166052e-05
500.0,3.0,14.0,0.0,0.0,0.0,,,10.0,134618.0,32.7581356,-117.1497189,7.42842710484e-05
600.0,1.0,4.0,1.0,0.0,0.0,89.7206436843,,20.0,217747.0,32.7554285,-117.1493074,9.18497154955e-05
600.0,2.0,43.0,6.0,10.0,0.0,170961.575101,101.361366631,36.0,396493.0,32.753799,-117.154829,9.0796054407e-05
600.0,3.0,149.0,34.0,20.0,5.0,75.3182689866,133.755382407,78.0,318042.0,32.7503205,-117.1500392,0.000245250627276
700.0,1.0,60.0,16.0,5.0,3.0,43.2449114103,211.009618616,43.0,369859.0,32.7450063,-117.1539374,0.000116260520901
700.0,2.0,35.0,9.0,2.0,0.0,40.3585860631,80.1390182869,42.0,251337.0,32.7459696,-117.1488433,0.000167106315425
800.0,1.0,10.0,5.0,0.0,0.0,94.2764949886,,9.0,126543.0,32.7470238,-117.1400412,7.11220691781e-05
800.0,2.0,5.0,0.0,0.0,0.0,,,8.0,142596.0,32.7439171,-117.1398307,5.61025554714e-05
800.0,3.0,12.0,0.0,6.0,0.0,,183.11321685,18.0,193172.0,32.7424967,-117.1429981,9.3181206386e-05
2401.0,3.0,31.0,6.0,0.0,2.0,108.320678213,,35.0,251560.0,32.7471033,-117.1187179,0.000139131817459
2402.0,2.0,56.0,15.0,10.0,3.0,137.631417778,213.775021311,45.0,294397.0,32.7468056,-117.1070243,0.000152854818493
900.0,1.0,24.0,9.0,8.0,0.0,165.252667563,153.055894263,21.0,158718.0,32.7537247,-117.1400499,0.000132310134956
900.0,3.0,22.0,3.0,3.0,0.0,55.4423083507,74.3051187798,14.0,95834.0,32.7503126,-117.1412761,0.000146085940272
900.0,4.0,14.0,7.0,0.0,0.0,43.5537662944,,20.0,73996.0,32.7493632,-117.1444141,0.000270284880264
900.0,6.0,27.0,9.0,2.0,0.0,57.6192532443,86.9866357497,29.0,123249.0,32.7537067,-117.1444399,0.000235296026743
1000.0,1.0,44.0,10.0,4.0,3.0,979623.404442,151.371351346,50.0,351752.0,32.76357,-117.1414317,0.000142145602584
1000.0,2.0,21.0,3.0,1.0,1.0,6530094.14038,198.895366468,19.0,167393.0,32.7600382,-117.1419406,0.000113505343712
1000.0,3.0,28.0,3.0,3.0,0.0,129.113146431,148.289785825,19.0,168186.0,32.7581695,-117.1419391,0.000112970163985
1000.0,4.0,32.0,12.0,6.0,2.0,156.229673559,161.228352125,29.0,177578.0,32.7562461,-117.1419333,0.000163308517947
1100.0,1.0,35.0,1.0,0.0,0.0,216.725757929,,32.0,624270.0,32.7666255,-117.1337425,5.12598715299e-05
1100.0,2.0,20.0,3.0,4.0,1.0,53.1208803614,203.835379951,39.0,178422.0,32.7624523,-117.1311357,0.000218582910179
1100.0,3.0,22.0,2.0,2.0,1.0,44.7974505721,177.463024015,21.0,133262.0,32.7627882,-117.1356437,0.000157584307605
1200.0,1.0,27.0,4.0,5.0,3.0,69.7801184711,79.4171353324,37.0,173540.0,32.757829,-117.1274219,0.000213207329722
1200.0,2.0,18.0,1.0,0.0,3.0,53.5153812919,,32.0,146541.0,32.7581715,-117.1301781,0.000218368920643
1200.0,3.0,28.0,4.0,1.0,1.0,98.4973552972,277.629731038,20.0,147042.0,32.7581641,-117.1326547,0.00013601556018
1200.0,4.0,24.0,4.0,0.0,4.0,156.632362609,,21.0,220280.0,32.7581423,-117.1357528,9.53332122753e-05
1300.0,1.0,37.0,2.0,3.0,6.0,87.0861028962,125.176535962,37.0,159305.0,32.7537609,-117.1289298,0.000232258874486
1300.0,2.0,79.0,25.0,1.0,2.0,48.7811401454,57.9061432649,67.0,192864.0,32.7503339,-117.1289171,0.000347395055583
1300.0,3.0,30.0,4.0,7.0,0.0,135.403786439,53.9173856987,43.0,144313.0,32.7515813,-117.13448,0.000297963454436
1300.0,4.0,22.0,4.0,0.0,0.0,74.8906181458,,15.0,168135.0,32.7543721,-117.132947,8.92140244446e-05
1400.0,1.0,51.0,14.0,1.0,2.0,78.4890701286,124.756108649,58.0,204723.0,32.7462893,-117.1304763,0.000283309642786
1400.0,2.0,45.0,2.0,5.0,2.0,73.3000625006,57.7748758863,41.0,206768.0,32.7423031,-117.1319802,0.000198289870773
1400.0,3.0,32.0,4.0,0.0,1.0,68.3683576897,,39.0,334835.0,32.7452975,-117.135353,0.000116475278869
1500.0,1.0,19.0,3.0,3.0,0.0,78.9577443688,104.259923452,26.0,211622.0,32.7458285,-117.122749,0.000122860572152
5100.0,2.0,157.0,25.0,9.0,36.0,81.3292862703,251.050803712,426.0,1392601.0,32.7028942,-117.1532998,0.000305902408515
5200.0,1.0,100.0,8.0,11.0,15.0,43.7506582607,53.2128140919,520.0,565883.0,32.7151358,-117.1512987,0.000918917868181
7301.0,1.0,9.0,1.0,0.0,2.0,229.03441347,,10.0,205403.0,32.7370899,-117.2528295,4.86847806507e-05
5200.0,2.0,39.0,2.0,2.0,11.0,24.6311298198,85.3092900714,198.0,173413.0,32.7168177,-117.1547726,0.00114178291132
5300.0,1.0,77.0,4.0,2.0,14.0,36.2214711266,53.4587502925,263.0,198503.0,32.7178015,-117.1588227,0.00132491700377
5300.0,2.0,102.0,7.0,6.0,12.0,24.4802781949,38.1496233326,281.0,199636.0,32.7136025,-117.1587874,0.00140756176241
5300.0,3.0,159.0,15.0,11.0,16.0,56.0169376397,47.4369249205,414.0,403073.0,32.7162596,-117.1636449,0.00102710923332
5300.0,4.0,26.0,3.0,0.0,5.0,39.5447132047,,83.0,70132.0,32.7122964,-117.1645989,0.00118348257571
5400.0,1.0,45.0,5.0,2.0,7.0,106.540744878,267.675410083,108.0,576072.0,32.710436,-117.1681521,0.000187476565429
5400.0,2.0,98.0,19.0,2.0,18.0,67.1390101138,164.872628934,317.0,506326.0,32.7161522,-117.1698802,0.000626078850385
4100.0,3.0,25.0,9.0,2.0,4.0,100.127772972,100.103292322,52.0,194982.0,32.7151261,-117.1309105,0.000266691284324
5500.0,1.0,9.0,5.0,0.0,0.0,102.778616503,,31.0,443459.0,32.7241295,-117.1468293,6.99049968543e-05
5600.0,1.0,52.0,6.0,1.0,7.0,91.9603218183,327.243869209,129.0,231961.0,32.7214504,-117.1629514,0.000556127969788
5700.0,2.0,17.0,2.0,5.0,1.0,74.0426998308,59.0680299266,22.0,134500.0,32.7252861,-117.1641201,0.000163568773234
5800.0,1.0,114.0,11.0,5.0,21.0,76.9883758123,89.8879210584,401.0,808276.0,32.7249041,-117.1705895,0.000496117662779
5900.0,2.0,17.0,1.0,0.0,0.0,84.6333089913,,19.0,118359.0,32.7292768,-117.164375,0.000160528561411
5900.0,3.0,7.0,0.0,0.0,0.0,,,24.0,144015.0,32.7294491,-117.1675007,0.000166649307364
6000.0,1.0,41.0,5.0,1.0,1.0,120.646824048,148.328499159,29.0,178828.0,32.7388174,-117.1617024,0.000162166998457
6000.0,2.0,17.0,10.0,1.0,0.0,69.828047433,115.759292558,30.0,217518.0,32.7348055,-117.1616836,0.000137919620445
6000.0,3.0,49.0,6.0,6.0,2.0,83.2297276555,92.014131429,62.0,612679.0,32.7356854,-117.1663872,0.000101194916098
6100.0,1.0,22.0,1.0,1.0,0.0,82.4851496322,52.0792326673,50.0,443744.0,32.7386438,-117.1731717,0.000112677579866
6500.0,2.0,115.0,16.0,6.0,8.0,95.0611566519,132.622124073,150.0,1021913.0,32.75467,-117.1959793,0.000146783532453
6500.0,3.0,70.0,9.0,9.0,6.0,59.9634052484,96.5733605932,144.0,884552.0,32.7452495,-117.1898623,0.000162794273259
6600.0,1.0,15.0,0.0,1.0,1.0,,100.148932231,62.0,509284.0,32.745617,-117.2061684,0.000121739540217
6801.0,1.0,26.0,1.0,5.0,0.0,35.8686045683,317.199432025,39.0,672660.0,32.7547548,-117.2292638,5.79787708501e-05
6802.0,1.0,58.0,2.0,9.0,4.0,123.336296091,108.690622359,71.0,421920.0,32.7485638,-117.2121918,0.000168278346606
6802.0,2.0,20.0,0.0,0.0,6.0,,,37.0,297914.0,32.7518874,-117.2195596,0.000124196915888
6802.0,3.0,21.0,0.0,0.0,7.0,,,30.0,297660.0,32.7507332,-117.2263164,0.000100786131828
7800.0,4.0,5.0,2.0,1.0,0.0,94.9867488308,229.051556583,17.0,147692.0,32.8029082,-117.2294323,0.000115104406468
7800.0,5.0,6.0,0.0,1.0,0.0,,260.9861718,11.0,430443.0,32.8067017,-117.229376,2.55550676861e-05
6900.0,2.0,33.0,0.0,1.0,11.0,,72.9909449146,52.0,383119.0,32.7393341,-117.2264866,0.000135728063604
6900.0,3.0,42.0,1.0,0.0,14.0,60.266894858,,86.0,597514.0,32.7410139,-117.2189178,0.000143929681982
7002.0,1.0,15.0,0.0,2.0,0.0,,156.441536849,43.0,575870.0,32.7365769,-117.2353301,7.46696302985e-05
8101.0,4.0,15.0,1.0,0.0,2.0,19.1191183127,,19.0,165599.0,32.8291692,-117.2784775,0.000114734992361
8101.0,5.0,10.0,0.0,0.0,0.0,,,28.0,230508.0,32.829781,-117.2746123,0.000121470838322
8102.0,1.0,20.0,3.0,0.0,3.0,102.09473805,,48.0,520636.0,32.822908,-117.2799949,9.21949308154e-05
8102.0,2.0,15.0,1.0,2.0,0.0,293.126490702,87.0609892431,20.0,384741.0,32.8222254,-117.2725777,5.19830223449e-05
8102.0,3.0,32.0,0.0,1.0,3.0,,116.366273693,30.0,468022.0,32.815004,-117.2666888,6.40995508758e-05
8200.0,1.0,23.0,1.0,0.0,1.0,65.1685675267,,92.0,363466.0,32.842312,-117.2762251,0.000253118586058
3502.0,2.0,17.0,9.0,0.0,0.0,130.876033756,,46.0,331922.0,32.698573,-117.1094135,0.000138586776411
3502.0,3.0,10.0,4.0,2.0,1.0,55.7912963708,78.6387804637,41.0,233590.0,32.6986366,-117.1146307,0.000175521212381
3602.0,1.0,14.0,8.0,3.0,1.0,63.8539691126,139.649273215,71.0,374614.0,32.6929528,-117.105261,0.000189528421255
7200.0,1.0,29.0,0.0,1.0,15.0,,179.793500108,58.0,1120736.0,32.7165102,-117.2499775,5.17517060218e-05
7800.0,1.0,34.0,8.0,3.0,1.0,154.636886021,194.355996514,48.0,649215.0,32.8027598,-117.2191848,7.39354451145e-05
7800.0,3.0,17.0,0.0,1.0,0.0,,87.2269814929,25.0,317873.0,32.7994701,-117.227732,7.8647761842e-05
3602.0,2.0,10.0,2.0,7.0,0.0,130.394398984,111.022457952,37.0,280825.0,32.6929149,-117.1102783,0.000131754651473
3800.0,1.0,17.0,0.0,0.0,0.0,,,77.0,1802204.0,32.6835337,-117.1207979,4.27254628222e-05
3901.0,1.0,17.0,1.0,5.0,0.0,16.3932795128,87.5461089174,35.0,223160.0,32.704203,-117.1225554,0.000156838143036
3901.0,3.0,19.0,7.0,0.0,1.0,110.950795256,,35.0,216086.0,32.7022204,-117.1288765,0.000161972547967
3902.0,1.0,24.0,8.0,2.0,3.0,199.020553049,132.12911125,60.0,336971.0,32.6994484,-117.1294499,0.000178056865428
3902.0,2.0,16.0,2.0,5.0,0.0,96.0373148664,79.7544695759,37.0,323348.0,32.6979818,-117.1228473,0.000114427799151
8200.0,2.0,31.0,1.0,2.0,3.0,53.3723506527,99.318571326,82.0,463734.0,32.8463177,-117.2765927,0.000176825507726
7903.0,2.0,11.0,0.0,0.0,1.0,,,22.0,246368.0,32.8019569,-117.237076,8.92973113391e-05
7903.0,3.0,18.0,1.0,2.0,1.0,70.3330300011,122.101761653,62.0,283607.0,32.8015005,-117.2443337,0.000218612375576
3902.0,3.0,18.0,2.0,2.0,1.0,102.99666776,92.7028769057,49.0,355710.0,32.6941023,-117.1282376,0.000137752663687
4000.0,1.0,19.0,8.0,2.0,0.0,82.1142130325,87.7146601435,55.0,293246.0,32.7093167,-117.1224458,0.000187555840489
4000.0,3.0,49.0,7.0,12.0,2.0,74.5083985442,80.9592317762,56.0,212873.0,32.7102713,-117.1286895,0.000263067650665
4000.0,4.0,54.0,5.0,26.0,3.0,95.5342587008,69.6408025768,49.0,209330.0,32.7077472,-117.1318686,0.000234080160512
4100.0,1.0,39.0,16.0,14.0,0.0,62.5260281884,153.312193715,30.0,92366.0,32.717947,-117.1317106,0.000324794837927
4100.0,2.0,56.0,23.0,13.0,7.0,56.2626248741,91.5198457646,105.0,380056.0,32.7137161,-117.1381057,0.000276275075252
7502.0,1.0,25.0,5.0,1.0,0.0,137.708619905,96.3710043997,76.0,300079.0,32.7450859,-117.245553,0.000253266639785
7502.0,2.0,33.0,2.0,3.0,3.0,63.333908536,127.756535593,64.0,210537.0,32.7490068,-117.25244,0.000303984572783
7502.0,3.0,15.0,1.0,4.0,2.0,55.425475366,85.0957835198,41.0,161992.0,32.7476311,-117.2483163,0.000253098918465
7600.0,1.0,110.0,36.0,5.0,10.0,529.963430714,684.288923998,469.0,5952388.0,32.7727787,-117.2172697,7.87919067104e-05
7600.0,2.0,35.0,11.0,1.0,2.0,62.4436398781,66.1240338472,113.0,417012.0,32.769976,-117.2492438,0.000270975415576
8002.0,1.0,17.0,0.0,1.0,0.0,,146.082321514,58.0,287292.0,32.8064064,-117.246469,0.000201885189981
7301.0,2.0,27.0,5.0,3.0,3.0,101.800086769,147.616577537,34.0,235533.0,32.7449881,-117.2538024,0.000144353445165
7302.0,1.0,7.0,0.0,0.0,0.0,,,9.0,273677.0,32.7383953,-117.2425477,3.28854817906e-05
7302.0,3.0,11.0,0.0,0.0,3.0,,,11.0,286444.0,32.7331882,-117.2466578,3.84019214925e-05
7400.0,2.0,25.0,0.0,5.0,1.0,,115.234345377,36.0,309462.0,32.7484884,-117.2324472,0.000116330922698
7400.0,3.0,15.0,0.0,1.0,1.0,,294.707814858,28.0,308431.0,32.7461077,-117.2391311,9.07820549815e-05
7400.0,5.0,18.0,0.0,4.0,0.0,,71.486761943,42.0,338444.0,32.7420916,-117.2353256,0.000124097339589
7400.0,6.0,8.0,1.0,1.0,0.0,61.9326555037,50.6482852156,17.0,271888.0,32.7428622,-117.2392301,6.25257458954e-05
7501.0,1.0,11.0,1.0,0.0,0.0,220.433094636,,42.0,246218.0,32.7508763,-117.2393824,0.000170580542446
7501.0,3.0,6.0,0.0,1.0,0.0,,61.0470067416,29.0,146966.0,32.7504725,-117.2452704,0.000197324551257
7501.0,4.0,13.0,1.0,1.0,0.0,64.8768175162,138.026129053,93.0,475924.0,32.7538782,-117.2438157,0.000195409351073
7501.0,5.0,11.0,0.0,4.0,0.0,,138.291145439,10.0,64636.0,32.7518594,-117.249371,0.000154712544093
8002.0,2.0,5.0,1.0,0.0,0.0,87.6892160349,,44.0,498422.0,32.8094873,-117.2429906,8.82786072846e-05
8101.0,1.0,10.0,0.0,0.0,0.0,,,16.0,151559.0,32.8348975,-117.2762829,0.000105569448202
8101.0,3.0,32.0,6.0,0.0,2.0,104.916310298,,29.0,313598.0,32.8330044,-117.2809039,9.24750795605e-05
4200.0,3.0,16.0,2.0,4.0,1.0,118.727392912,94.2315506134,29.0,264329.0,32.7227263,-117.1247703,0.000109711760722
4300.0,2.0,29.0,4.0,1.0,0.0,159.044087261,45.7302133751,60.0,505311.0,32.7353279,-117.1272233,0.000118738756924
3501.0,2.0,13.0,4.0,4.0,0.0,162.434505485,88.1753847712,28.0,209963.0,32.7038688,-117.1186312,0.000133356829537
3501.0,3.0,5.0,0.0,0.0,0.0,,,24.0,450931.0,32.7090817,-117.1153684,5.3223220404e-05
3502.0,1.0,15.0,8.0,2.0,0.0,140.346904689,92.8492477898,27.0,214159.0,32.698596,-117.1187401,0.000126074552085
4300.0,3.0,22.0,4.0,0.0,2.0,80.4019281564,,38.0,348184.0,32.7335538,-117.1315409,0.000109137697309
4400.0,2.0,61.0,17.0,7.0,0.0,70.1138594303,141.754344749,71.0,260739.0,32.7270402,-117.127778,0.000272302954295
4400.0,3.0,14.0,2.0,3.0,1.0,69.7041800086,63.7588069591,37.0,212955.0,32.7269254,-117.1321155,0.00017374562701
4501.0,3.0,8.0,3.0,1.0,0.0,45.3140268407,139.798327383,46.0,83911.0,32.717626,-117.1413943,0.000548199878443
4600.0,2.0,42.0,22.0,5.0,3.0,57.2023583123,41.8767324513,68.0,191374.0,32.7133285,-117.1451966,0.000355325174789
4700.0,1.0,27.0,14.0,0.0,2.0,54.2613539764,,48.0,134180.0,32.7102821,-117.1448627,0.000357728424504
20403.0,1.0,,,,,,,,,,,
20707.0,1.0,,,,,,,,,,,
20707.0,2.0,,,,,,,,,,,
20709.0,2.0,,,,,,,,,,,
20202.0,3.0,,,,,,,,,,,
20601.0,2.0,,,,,,,,,,,
20601.0,3.0,,,,,,,,,,,
20602.0,1.0,,,,,,,,,,,
20602.0,2.0,,,,,,,,,,,
20602.0,3.0,,,,,,,,,,,
20602.0,4.0,,,,,,,,,,,
20705.0,1.0,,,,,,,,,,,
20206.0,1.0,,,,,,,,,,,
20206.0,2.0,,,,,,,,,,,
20207.0,2.0,,,,,,,,,,,
20208.0,1.0,,,,,,,,,,,
20209.0,1.0,,,,,,,,,,,
20209.0,2.0,,,,,,,,,,,
20210.0,1.0,,,,,,,,,,,
20210.0,2.0,,,,,,,,,,,
20211.0,1.0,,,,,,,,,,,
20211.0,2.0,,,,,,,,,,,
20403.0,2.0,,,,,,,,,,,
20404.0,2.0,,,,,,,,,,,
20405.0,1.0,1.0,1.0,0.0,0.0,14866.6647476,,,,,,
20500.0,1.0,,,,,,,,,,,
20211.0,3.0,,,,,,,,,,,
20109.0,3.0,,,,,,,,,,,
20109.0,4.0,,,,,,,,,,,
20202.0,1.0,,,,,,,,,,,
20202.0,2.0,,,,,,,,,,,
20304.0,2.0,,,,,,,,,,,
20305.0,1.0,,,,,,,,,,,
20305.0,2.0,,,,,,,,,,,
3101.0,1.0,10.0,0.0,0.0,0.0,,,45.0,287347.0,32.7025793,-117.0804688,0.000156605080269
3101.0,2.0,7.0,1.0,3.0,0.0,111.568099215,212.764993437,34.0,383759.0,32.7002752,-117.0789413,8.85972706829e-05
3101.0,3.0,13.0,1.0,1.0,0.0,25.2581338006,159.181800465,37.0,379105.0,32.6961383,-117.0810813,9.7598290711e-05
3103.0,1.0,12.0,6.0,1.0,0.0,66.5675494774,71.6392021954,70.0,640104.0,32.7065726,-117.0362853,0.00010935722945
3103.0,2.0,26.0,0.0,1.0,3.0,,48.311724401,90.0,885275.0,32.7062974,-117.049928,0.000101663324956
3105.0,1.0,46.0,3.0,0.0,1.0,55.5897418853,,82.0,836695.0,32.7121048,-117.0305764,9.80046492449e-05
3109.0,1.0,8.0,1.0,0.0,1.0,125.372619053,,29.0,370540.0,32.6910273,-117.0509075,7.8264155017e-05
3109.0,2.0,8.0,3.0,0.0,0.0,139.942004899,,29.0,251569.0,32.6909008,-117.0569164,0.000115276524532
3109.0,3.0,10.0,1.0,6.0,0.0,108.427702838,109.584814825,44.0,472171.0,32.6929918,-117.0586343,9.31865785912e-05
3111.0,1.0,6.0,0.0,1.0,0.0,,53.8993542715,47.0,339872.0,32.7079812,-117.0800716,0.00013828735524
3111.0,2.0,15.0,1.0,1.0,0.0,65.8044712321,78.2358269118,44.0,473856.0,32.7050779,-117.0761004,9.28552133982e-05
3111.0,3.0,10.0,0.0,0.0,2.0,,,58.0,630896.0,32.696125,-117.0741376,9.19327432731e-05
3112.0,1.0,18.0,0.0,3.0,1.0,,140.486102404,52.0,614131.0,32.7086218,-117.056505,8.4672488443e-05
