tract,blockgroup,count,landarea,cent_lat,cent_lon,sl_density
7800.0,2.0,47,463655,+32.8070060,-117.2198018,0.000101368474404
7800.0,3.0,25,317873,+32.7994701,-117.2277320,7.8647761842e-05
7800.0,4.0,17,147692,+32.8029082,-117.2294323,0.000115104406468
7800.0,5.0,11,430443,+32.8067017,-117.2293760,2.55550676861e-05
7903.0,1.0,8,112970,+32.8046634,-117.2345154,7.08152606887e-05
7903.0,2.0,22,246368,+32.8019569,-117.2370760,8.92973113391e-05
7903.0,3.0,62,283607,+32.8015005,-117.2443337,0.000218612375576
7903.0,4.0,8,114729,+32.8041129,-117.2392515,6.97295365601e-05
7905.0,1.0,60,213038,+32.7995411,-117.2558573,0.00028163989523
7905.0,2.0,64,358286,+32.7997930,-117.2506882,0.000178628246708
7907.0,1.0,29,229362,+32.7961399,-117.2436491,0.000126437683662
7907.0,2.0,30,240440,+32.7968808,-117.2399542,0.000124771252703
7908.0,1.0,22,155137,+32.8000429,-117.2350454,0.000141810142004
7908.0,2.0,21,304047,+32.7971957,-117.2342124,6.90682690505e-05
7910.0,1.0,97,403754,+32.7943264,-117.2551413,0.000240245297879
7910.0,2.0,55,270122,+32.7961156,-117.2491983,0.000203611701379
8002.0,1.0,58,287292,+32.8064064,-117.2464690,0.000201885189981
8002.0,2.0,44,498422,+32.8094873,-117.2429906,8.82786072846e-05
8002.0,3.0,19,305876,+32.8081684,-117.2370782,6.21166747309e-05
8003.0,1.0,45,193197,+32.8040056,-117.2558221,0.000232922871473
8003.0,2.0,50,341927,+32.8054473,-117.2513908,0.000146230043255
8003.0,3.0,40,217372,+32.8043812,-117.2588906,0.000184016340651
8006.0,1.0,36,294717,+32.8083362,-117.2677365,0.000122151080528
8006.0,2.0,22,209534,+32.8102035,-117.2624318,0.00010499489343
8006.0,3.0,22,109500,+32.8079780,-117.2581191,0.000200913242009
8006.0,4.0,15,116028,+32.8104178,-117.2578186,0.000129279139518
8006.0,5.0,14,221089,+32.8100860,-117.2528027,6.33229152061e-05
8101.0,1.0,16,151559,+32.8348975,-117.2762829,0.000105569448202
8101.0,2.0,39,302421,+32.8368915,-117.2741359,0.000128959298461
8101.0,3.0,29,313598,+32.8330044,-117.2809039,9.24750795605e-05
8101.0,4.0,19,165599,+32.8291692,-117.2784775,0.000114734992361
8101.0,5.0,28,230508,+32.8297810,-117.2746123,0.000121470838322
8102.0,1.0,48,520636,+32.8229080,-117.2799949,9.21949308154e-05
8102.0,2.0,20,384741,+32.8222254,-117.2725777,5.19830223449e-05
8102.0,3.0,30,468022,+32.8150040,-117.2666888,6.40995508758e-05
8200.0,1.0,92,363466,+32.8423120,-117.2762251,0.000253118586058
8200.0,2.0,82,463734,+32.8463177,-117.2765927,0.000176825507726
8200.0,3.0,109,474670,+32.8453522,-117.2706411,0.000229633218868
8301.0,1.0,43,983740,+32.8148187,-117.2267686,4.37107365767e-05
8301.0,2.0,45,904892,+32.8149109,-117.2357728,4.97296914991e-05
8301.0,3.0,13,462090,+32.8216413,-117.2381666,2.81330476747e-05
8303.0,1.0,44,1543204,+32.8375413,-117.2644905,2.85121085741e-05
8303.0,2.0,52,2170029,+32.8446149,-117.2531864,2.39628134002e-05
8303.0,3.0,22,696025,+32.8359294,-117.2534700,3.16080600553e-05
8305.0,1.0,46,2920709,+32.8806677,-117.2364151,1.57496005251e-05
8305.0,2.0,25,1540013,+32.8780446,-117.2230986,1.62336291966e-05
8306.0,1.0,27,307760,+32.8502103,-117.2202990,8.77306992462e-05
8306.0,2.0,44,508090,+32.8428882,-117.2263389,8.65988309158e-05
8306.0,3.0,76,1922856,+32.8478548,-117.2275185,3.95245405792e-05
8307.0,1.0,34,525592,+32.8467083,-117.2156597,6.46889602581e-05
8307.0,2.0,79,1059211,+32.8562213,-117.2120836,7.45838175774e-05
8307.0,3.0,59,606648,+32.8497895,-117.2079376,9.7255739737e-05
8310.0,1.0,22,1882087,+32.8325156,-117.2391334,1.16891514579e-05
8310.0,2.0,103,1429396,+32.8227803,-117.2453617,7.2058407887e-05
8310.0,3.0,85,1853718,+32.8199438,-117.2530483,4.58537922165e-05
8311.0,1.0,45,1686336,+32.8279798,-117.2637800,2.66850734373e-05
8311.0,2.0,49,825170,+32.8198880,-117.2623973,5.93817031642e-05
8312.0,1.0,54,6053558,+32.9053825,-117.2527270,8.92037377027e-06
8312.0,2.0,26,673388,+32.8555167,-117.2494331,3.86107266539e-05
8312.0,3.0,35,1176726,+32.8649886,-117.2479486,2.97435426769e-05
8312.0,4.0,113,717087,+32.8545178,-117.2572423,0.000157581994932
8313.0,1.0,54,1203075,+32.8538458,-117.2387208,4.4884982233e-05
8313.0,2.0,57,1176452,+32.8565232,-117.2431993,4.84507655221e-05
8324.0,1.0,68,1821170,+32.9396677,-117.2507530,3.73386339551e-05
8324.0,2.0,93,2765299,+32.9596588,-117.2516376,3.36310829317e-05
8324.0,3.0,18,257775,+32.9476758,-117.2559297,6.98283386674e-05
8324.0,4.0,40,629979,+32.9450503,-117.2459198,6.34941799647e-05
8327.0,1.0,107,622251,+32.9573376,-117.2374674,0.000171956332734
8327.0,2.0,95,1527851,+32.9617452,-117.2284222,6.21788381197e-05
8327.0,3.0,71,4107725,+32.9703783,-117.2429643,1.72845066308e-05
8328.0,1.0,212,7151963,+32.9681818,-117.2061448,2.96422115159e-05
8329.0,1.0,90,1647718,+32.9495005,-117.2310555,5.46209970395e-05
8329.0,2.0,27,546016,+32.9389769,-117.2343781,4.94491003927e-05
8329.0,3.0,19,334474,+32.9442844,-117.2344082,5.68056111985e-05
8330.0,1.0,131,958750,+32.9510538,-117.2184255,0.000136636245111
8330.0,2.0,106,574732,+32.9515311,-117.2257179,0.00018443378827
8331.0,1.0,116,954208,+32.9426037,-117.2241058,0.000121566786277
8333.0,1.0,315,9366178,+32.9235872,-117.2010210,3.3631647829e-05
8333.0,2.0,287,6196056,+32.9296949,-117.2216050,4.63197879425e-05
8335.0,1.0,48,361427,+32.9788587,-117.1335583,0.000132806901532
8335.0,2.0,39,290875,+32.9625162,-117.1423186,0.000134078212291
8335.0,3.0,307,3801869,+32.9681660,-117.1489095,8.07497575535e-05
8336.0,1.0,29,279289,+32.9676947,-117.1358180,0.000103835095546
8336.0,2.0,48,549273,+32.9679161,-117.1318060,8.73882386354e-05
8337.0,1.0,72,703886,+32.9593651,-117.1380318,0.000102289291164
8337.0,2.0,37,359459,+32.9607610,-117.1298572,0.000102932462395
8337.0,3.0,42,502912,+32.9553442,-117.1368837,8.35136166964e-05
8339.0,1.0,261,11791380,+32.9028483,-117.2312349,2.21348137368e-05
8340.0,1.0,67,927753,+32.8643325,-117.1958595,7.22174975451e-05
8340.0,2.0,41,480378,+32.8700061,-117.2103693,8.53494539717e-05
8340.0,3.0,21,377507,+32.8718309,-117.1999695,5.56281075583e-05
8340.0,4.0,54,500362,+32.8678234,-117.2045327,0.00010792186457
8341.0,1.0,32,345747,+32.8698489,-117.2243086,9.25532253353e-05
8341.0,2.0,50,474839,+32.8717691,-117.2161570,0.000105298848662
8343.0,1.0,65,403182,+32.8631048,-117.2191367,0.000161217514671
8343.0,2.0,25,276662,+32.8625433,-117.2137018,9.03629699778e-05
8343.0,3.0,7,86262,+32.8653028,-117.2147295,8.11481301152e-05
8344.0,1.0,86,1443163,+32.8614530,-117.2041150,5.95913282145e-05
8344.0,2.0,54,595301,+32.8563491,-117.1951840,9.07104137235e-05
8345.0,1.0,39,947713,+32.8506331,-117.1853613,4.11516988793e-05
8345.0,2.0,34,530071,+32.8488442,-117.1949045,6.41423507417e-05
8345.0,3.0,40,434887,+32.8507952,-117.2011097,9.19779161023e-05
8346.0,1.0,359,9918449,+32.9089362,-117.1935293,3.61951752739e-05
8346.0,2.0,62,1816013,+32.9322708,-117.1564190,3.41407247635e-05
8347.0,1.0,77,1248465,+32.9218334,-117.1647150,6.1675737806e-05
8347.0,2.0,50,408199,+32.9269617,-117.1476478,0.000122489276064
8347.0,3.0,32,391464,+32.9216649,-117.1511162,8.17444260519e-05
8347.0,4.0,32,218866,+32.9292352,-117.1498655,0.000146208182175
8348.0,1.0,80,1176800,+32.9126233,-117.1638763,6.79809653297e-05
8348.0,2.0,15,230255,+32.9170836,-117.1581353,6.5145165143e-05
8348.0,3.0,44,591245,+32.9121164,-117.1687159,7.44192339893e-05
8349.0,1.0,25,306598,+32.9210042,-117.1461140,8.15399969993e-05
8349.0,2.0,76,653233,+32.9146620,-117.1500478,0.000116344397788
8350.0,1.0,365,11570819,+32.8883324,-117.1711320,3.15448716292e-05
8350.0,2.0,123,3430992,+32.8995311,-117.1749459,3.58496901188e-05
8350.0,3.0,30,229315,+32.9082744,-117.1582245,0.000130824411835
8350.0,4.0,32,297589,+32.9068583,-117.1660672,0.000107530856315
8351.0,1.0,28,318430,+32.9099796,-117.1474006,8.79314134975e-05
8351.0,2.0,23,211506,+32.9096827,-117.1524848,0.000108743959982
8351.0,3.0,16,160625,+32.9036897,-117.1481579,9.96108949416e-05
8351.0,4.0,36,369118,+32.9048355,-117.1519381,9.75297872225e-05
8352.0,1.0,19,195389,+32.9269424,-117.1339018,9.72419122878e-05
8352.0,2.0,28,320759,+32.9270946,-117.1383069,8.72929520294e-05
8352.0,3.0,16,179854,+32.9277090,-117.1424610,8.89610461819e-05
8353.0,1.0,28,253938,+32.9318335,-117.1389160,0.000110263135096
8353.0,2.0,91,1505336,+32.9282508,-117.1296278,6.04516201034e-05
8353.0,3.0,24,195525,+32.9331852,-117.1332588,0.00012274645186
8354.0,1.0,133,2433615,+32.9341488,-117.1180044,5.46512081821e-05
8354.0,2.0,34,466043,+32.9284272,-117.1225547,7.29546415245e-05
8355.0,1.0,19,187396,+32.9227019,-117.1332525,0.000101389570749
8355.0,2.0,77,706875,+32.9215041,-117.1248432,0.000108930150309
8356.0,1.0,25,278892,+32.9189888,-117.1393190,8.964043429e-05
8356.0,2.0,29,326933,+32.9225587,-117.1401401,8.87031899502e-05
8357.0,1.0,36,322100,+32.9186177,-117.1304977,0.000111766532133
8357.0,2.0,32,197619,+32.9157478,-117.1337445,0.000161927749862
8357.0,3.0,60,394279,+32.9151322,-117.1400628,0.000152176504455
8358.0,1.0,63,707808,+32.9089488,-117.1403041,8.90071883901e-05
8358.0,2.0,19,301057,+32.9146549,-117.1280625,6.31109723408e-05
8358.0,3.0,26,542277,+32.9090644,-117.1277046,4.79459759496e-05
8358.0,4.0,23,333593,+32.9093269,-117.1334410,6.89462908394e-05
8359.0,1.0,34,964281,+32.9112333,-117.1204195,3.52594316387e-05
8359.0,2.0,8,149378,+32.9042504,-117.1210367,5.35554097658e-05
8360.0,1.0,36,565543,+32.8990035,-117.1193649,6.36556371487e-05
8360.0,2.0,68,1799001,+32.8992181,-117.1304432,3.77987560874e-05
8360.0,3.0,39,421427,+32.9039036,-117.1391907,9.25427179559e-05
8361.0,1.0,33,471829,+32.8689428,-117.2340925,6.99405928843e-05
8361.0,2.0,6,89847,+32.8630363,-117.2345241,6.67801929948e-05
8362.0,1.0,27,627375,+32.8635613,-117.2314058,4.30364614465e-05
8362.0,3.0,15,171346,+32.8583333,-117.2329341,8.75421661434e-05
8363.0,1.0,3,61188,+32.8653502,-117.2230081,4.9029221416e-05
8363.0,2.0,6,113779,+32.8671983,-117.2222971,5.27338085235e-05
8363.0,3.0,4,79447,+32.8630916,-117.2237614,5.03480307626e-05
8364.0,1.0,20,404363,+32.8576312,-117.2259345,4.94605094927e-05
8364.0,2.0,7,241871,+32.8621091,-117.2276112,2.89410470871e-05
8364.0,3.0,22,343009,+32.8586810,-117.2298905,6.41382587629e-05
8365.0,1.0,47,643750,+32.9450495,-117.1384059,7.30097087379e-05
8365.0,2.0,140,1666224,+32.9395829,-117.1466907,8.40223163272e-05
8366.0,1.0,271,6094609,+32.9526852,-117.1604288,4.44655268287e-05
8501.0,1.0,31,380685,+32.8311143,-117.2196295,8.14321551939e-05
8501.0,2.0,62,1785308,+32.8340028,-117.2257517,3.47279012921e-05
8501.0,3.0,32,589463,+32.8266386,-117.2228722,5.42866982321e-05
8501.0,4.0,21,272688,+32.8263026,-117.2162634,7.70110895969e-05
8502.0,1.0,51,1393492,+32.8414819,-117.2051731,3.65987031142e-05
8502.0,2.0,22,198969,+32.8362778,-117.1995973,0.00011056998829
8502.0,3.0,19,257280,+32.8364535,-117.2086423,7.38495024876e-05
8502.0,4.0,44,744074,+32.8353226,-117.2110193,5.91339033483e-05
8502.0,5.0,46,569675,+32.8304766,-117.2073369,8.07477947953e-05
8503.0,1.0,95,1442839,+32.8169668,-117.2201449,6.58424120779e-05
8503.0,2.0,27,321626,+32.8249755,-117.2084578,8.39484370045e-05
8503.0,3.0,65,1282256,+32.8167490,-117.2077334,5.06919055165e-05
8503.0,4.0,56,616790,+32.8172972,-117.2134308,9.07926522804e-05
8504.0,1.0,14,222490,+32.8304182,-117.2004751,6.29241763675e-05
8504.0,2.0,21,194209,+32.8257357,-117.2002195,0.00010813093111
8504.0,3.0,71,979293,+32.8225815,-117.1995380,7.25012840896e-05
8504.0,4.0,38,437251,+32.8206678,-117.1866406,8.69066051307e-05
8504.0,5.0,65,1184397,+32.8207214,-117.1942264,5.48802470793e-05
8505.0,1.0,54,1270066,+32.8409012,-117.1795623,4.25174754698e-05
8505.0,2.0,16,217949,+32.8357528,-117.1849873,7.34116697025e-05
8505.0,3.0,19,214300,+32.8377617,-117.1773878,8.86607559496e-05
8505.0,4.0,39,925789,+32.8423982,-117.1923286,4.21262296268e-05
8505.0,5.0,36,324402,+32.8364166,-117.1910828,0.000110973421865
8506.0,1.0,25,248068,+32.8328956,-117.1834046,0.000100778818711
8506.0,2.0,38,430452,+32.8318409,-117.1906459,8.82792971109e-05
8506.0,3.0,62,611441,+32.8280223,-117.1854228,0.000101399807995
8507.0,1.0,93,956439,+32.8279861,-117.1699566,9.72356836139e-05
8507.0,2.0,18,122378,+32.8217726,-117.1692613,0.000147085260423
8507.0,3.0,24,238152,+32.8228228,-117.1727951,0.000100775975008
8507.0,4.0,25,335333,+32.8223277,-117.1798656,7.45527580047e-05
8507.0,5.0,30,361994,+32.8261794,-117.1783159,8.2874301784e-05
8507.0,6.0,21,222904,+32.8309387,-117.1771979,9.42109607724e-05
8509.0,1.0,39,418396,+32.8180192,-117.1654864,9.32131282326e-05
8509.0,2.0,32,323034,+32.8123751,-117.1689714,9.90607799798e-05
8509.0,3.0,27,284574,+32.8087226,-117.1740864,9.4878660735e-05
8509.0,4.0,33,514307,+32.8144675,-117.1755492,6.41640109895e-05
8509.0,5.0,35,412525,+32.8188177,-117.1742422,8.48433428277e-05
8510.0,1.0,23,263935,+32.8050987,-117.1577147,8.71426677023e-05
8510.0,2.0,63,643238,+32.8114473,-117.1637832,9.79419748211e-05
8510.0,3.0,26,394579,+32.8115034,-117.1577385,6.5893015087e-05
8510.0,4.0,22,733857,+32.8049947,-117.1667916,2.99785925596e-05
8511.0,1.0,544,15189489,+32.8260087,-117.1415707,3.58142397022e-05
8512.0,1.0,9,177074,+32.8163296,-117.1834213,5.08262082519e-05
8512.0,2.0,40,495462,+32.8095472,-117.1848356,8.07327302598e-05
8512.0,3.0,76,1408337,+32.8083621,-117.1899088,5.39643565425e-05
8513.0,1.0,81,1122797,+32.8019874,-117.1758426,7.21412686354e-05
8513.0,2.0,43,373250,+32.8019045,-117.1831210,0.000115204286671
8600.0,1.0,71,2036590,+32.7913374,-117.1797834,3.48621961219e-05
8600.0,2.0,65,280364,+32.7912362,-117.1722757,0.000231841463241
8600.0,3.0,27,215207,+32.7864139,-117.1731409,0.000125460603047
8600.0,4.0,25,138607,+32.7893460,-117.1697593,0.000180366070978
8701.0,1.0,83,1160102,+32.7983146,-117.1661652,7.1545433074e-05
8701.0,2.0,24,528874,+32.7974058,-117.1590331,4.53794287486e-05
8702.0,1.0,58,1131314,+32.7943626,-117.1535273,5.12678177765e-05
8702.0,2.0,92,1372254,+32.7812135,-117.1582498,6.70429818386e-05
8702.0,3.0,31,193615,+32.8047319,-117.1529376,0.000160111561604
8800.0,1.0,59,419752,+32.7896600,-117.1619580,0.00014055918733
8800.0,2.0,28,211183,+32.7821537,-117.1683059,0.000132586429779
8800.0,3.0,53,649483,+32.7779307,-117.1646313,8.16033676016e-05
8800.0,4.0,18,180594,+32.7833640,-117.1678588,9.96710854181e-05
8901.0,1.0,46,272037,+32.7788348,-117.1712927,0.000169094645214
8901.0,2.0,35,222880,+32.7737442,-117.1708115,0.000157035175879
8901.0,3.0,39,507018,+32.7711941,-117.1736689,7.69203460232e-05
8901.0,4.0,15,297306,+32.7686029,-117.1740106,5.04530685556e-05
8902.0,1.0,164,2102261,+32.7624760,-117.1743680,7.80112459871e-05
8902.0,2.0,28,769110,+32.7666935,-117.1740746,3.64057156974e-05
9000.0,1.0,70,642552,+32.7771882,-117.1767401,0.00010894059936
9000.0,2.0,18,589130,+32.7794879,-117.1811051,3.05535280838e-05
9101.0,1.0,50,703193,+32.8067446,-117.2055419,7.11042345416e-05
9101.0,2.0,71,942119,+32.7983896,-117.1993052,7.53620296374e-05
9101.0,3.0,26,271585,+32.7921337,-117.2018753,9.57343004952e-05
9101.0,4.0,64,876327,+32.7994272,-117.2083373,7.30320987485e-05
9102.0,1.0,23,465582,+32.8045613,-117.1947339,4.94005352441e-05
9102.0,2.0,56,515039,+32.8025973,-117.1962562,0.000108729630183
9103.0,1.0,19,477485,+32.7890649,-117.1893743,3.97918259212e-05
9103.0,2.0,22,220316,+32.7900629,-117.1934569,9.98565696545e-05
9103.0,3.0,62,614126,+32.7863086,-117.1954103,0.000100956481243
9103.0,4.0,44,482128,+32.7874149,-117.2031410,9.12620714831e-05
9104.0,1.0,42,556879,+32.7813624,-117.2032921,7.54203336811e-05
9104.0,2.0,69,1166835,+32.7791653,-117.1924459,5.91343249045e-05
9106.0,1.0,76,1075902,+32.7705564,-117.2038745,7.06384038695e-05
9106.0,2.0,18,882323,+32.7724697,-117.1912853,2.04006922635e-05
9106.0,3.0,50,434672,+32.7707236,-117.1985486,0.000115029263445
9107.0,1.0,81,454945,+32.7664076,-117.1919274,0.000178043499764
9107.0,2.0,31,351789,+32.7694329,-117.1841219,8.8121004352e-05
9201.0,1.0,84,612669,+32.8074145,-117.1463079,0.000137105027348
9201.0,2.0,13,252087,+32.8027030,-117.1477061,5.15694978321e-05
9201.0,3.0,42,680346,+32.7954540,-117.1466643,6.17332945295e-05
9201.0,4.0,12,168547,+32.8028384,-117.1430889,7.11967581743e-05
9202.0,1.0,84,1738457,+32.7820463,-117.1473603,4.83187102126e-05
9202.0,2.0,87,1880588,+32.7897247,-117.1387460,4.62621265264e-05
9301.0,1.0,31,246502,+32.8056697,-117.1374047,0.000125759628725
9301.0,2.0,44,751627,+32.7964852,-117.1342016,5.85396745992e-05
9301.0,3.0,46,418197,+32.8083200,-117.1316150,0.000109996006667
9301.0,4.0,14,163364,+32.8035881,-117.1316526,8.56981954409e-05
9304.0,1.0,172,2484360,+32.7798450,-117.1214086,6.92331224138e-05
9304.0,2.0,193,2418104,+32.7687597,-117.1484131,7.9814598545e-05
9304.0,3.0,60,535334,+32.7738178,-117.1476686,0.000112079561545
9305.0,1.0,50,1032774,+32.7868363,-117.1299995,4.84133024263e-05
9305.0,2.0,26,271885,+32.7970265,-117.1278749,9.56286665318e-05
9305.0,3.0,13,229383,+32.7912715,-117.1261021,5.66737726859e-05
9306.0,1.0,114,1371320,+32.7992122,-117.1212600,8.31315812502e-05
9306.0,2.0,20,193597,+32.8000368,-117.1261193,0.000103307385962
9306.0,3.0,19,209508,+32.8048854,-117.1265598,9.06886610535e-05
9306.0,4.0,45,1071724,+32.8000419,-117.1158305,4.19884223923e-05
9400.0,1.0,63,62166332,+32.8653405,-117.1173286,1.01341028131e-06
9502.0,1.0,102,2180611,+32.8369878,-117.1095274,4.6775880705e-05
9502.0,2.0,79,1238853,+32.8277226,-117.1114684,6.3768663433e-05
9504.0,1.0,263,58318432,+32.9019274,-117.0284232,4.50972344387e-06
9504.0,2.0,58,1299261,+32.9118928,-117.0677678,4.46407611712e-05
9505.0,1.0,77,14848206,+32.8336316,-117.0560613,5.18581167314e-06
9505.0,2.0,41,697303,+32.8410963,-117.0820528,5.87979687453e-05
9505.0,3.0,142,1355204,+32.8317322,-117.0927792,0.000104781272783
9505.0,4.0,42,635207,+32.8376586,-117.0929441,6.61201781467e-05
9506.0,1.0,84,1079868,+32.8244863,-117.0893658,7.77872851126e-05
9506.0,2.0,41,444109,+32.8253401,-117.1000280,9.23196782772e-05
9507.0,1.0,89,1236459,+32.8184880,-117.0839995,7.19797421508e-05
9507.0,2.0,24,1896701,+32.8224202,-117.0706856,1.26535495052e-05
9507.0,3.0,28,923043,+32.8136597,-117.0682504,3.03344481243e-05
9509.0,1.0,40,2448122,+32.8089036,-117.0870148,1.63390549981e-05
9509.0,2.0,67,2238021,+32.8129806,-117.0959978,2.99371632348e-05
9510.0,1.0,4,209029,+32.8139152,-117.1060519,1.91361007324e-05
9510.0,2.0,10,1136200,+32.8171946,-117.1103281,8.8012673825e-06
9510.0,3.0,2,265029,+32.8194207,-117.1074394,7.546343985e-06
9511.0,1.0,5,301439,+32.8043239,-117.1070019,1.65871038585e-05
9511.0,2.0,9,1167318,+32.8035325,-117.1089666,7.70998134185e-06
9602.0,1.0,51,890014,+32.8018159,-117.0836473,5.73024693994e-05
9602.0,2.0,18,229054,+32.7944942,-117.0931555,7.85840893414e-05
9602.0,3.0,29,339878,+32.7954730,-117.0874547,8.53247341693e-05
9602.0,4.0,58,474493,+32.7972888,-117.0803536,0.00012223573372
9603.0,1.0,6,185444,+32.7872800,-117.1112412,3.23547809581e-05
9603.0,2.0,9,286342,+32.7867315,-117.1067273,3.14309462112e-05
9603.0,3.0,6,154917,+32.7837415,-117.1124346,3.87304169329e-05
9603.0,4.0,43,875235,+32.7829750,-117.1055868,4.91296623193e-05
9604.0,1.0,32,288739,+32.7905192,-117.0866324,0.000110826732793
9604.0,2.0,28,326391,+32.7866468,-117.0904633,8.5786679167e-05
9604.0,3.0,27,383268,+32.7904848,-117.0942061,7.04467891919e-05
9604.0,4.0,61,829621,+32.7836934,-117.0928608,7.35275505321e-05
9703.0,1.0,44,542032,+32.7960655,-117.0663678,8.1176019128e-05
9703.0,2.0,20,271441,+32.7993071,-117.0721728,7.36808367196e-05
9703.0,3.0,55,878239,+32.7923069,-117.0769105,6.26253218088e-05
9704.0,1.0,41,612843,+32.8052120,-117.0707580,6.69013107762e-05
9704.0,2.0,19,223721,+32.8146570,-117.0603310,8.49272084427e-05
9704.0,3.0,70,1152853,+32.8099233,-117.0588646,6.07189294732e-05
9704.0,4.0,31,670642,+32.8023694,-117.0600514,4.62243641168e-05
9704.0,5.0,53,465340,+32.8048626,-117.0519783,0.000113895216401
9705.0,1.0,35,370190,+32.7899479,-117.0687396,9.45460439234e-05
9705.0,2.0,63,1205811,+32.7856419,-117.0753403,5.22469939319e-05
9705.0,3.0,29,802752,+32.7816317,-117.0726004,3.61257274974e-05
9706.0,1.0,77,2373738,+32.7852456,-117.0400525,3.24382893142e-05
9706.0,2.0,36,576333,+32.7809015,-117.0588022,6.24638880647e-05
9706.0,3.0,34,523693,+32.7985014,-117.0446414,6.49235334442e-05
9706.0,4.0,20,269742,+32.7963066,-117.0479898,7.41449236678e-05
9706.0,5.0,55,882891,+32.7967285,-117.0545081,6.22953456316e-05
9706.0,6.0,25,485030,+32.7931109,-117.0602088,5.15432035132e-05
9706.0,7.0,54,654161,+32.7887174,-117.0605982,8.25484857703e-05
9801.0,1.0,41,500078,+32.7995203,-117.0234687,8.19872099952e-05
9801.0,2.0,67,634096,+32.7939408,-117.0314715,0.00010566223411
9801.0,3.0,53,766595,+32.8003135,-117.0320866,6.91368975796e-05
9801.0,4.0,11,190989,+32.8031434,-117.0418915,5.75949400227e-05
9802.0,1.0,83,579832,+32.7961346,-117.0200128,0.00014314491094
9802.0,2.0,12,179947,+32.8011558,-117.0094017,6.66863020778e-05
9802.0,3.0,17,364952,+32.7977481,-117.0090634,4.65814682479e-05
9802.0,4.0,56,584146,+32.7936526,-117.0125446,9.58664443478e-05
9802.0,5.0,27,270842,+32.8012102,-117.0148149,9.96891176405e-05
9804.0,1.0,68,759538,+32.8064007,-117.0116434,8.95281078761e-05
9804.0,2.0,31,286701,+32.8054575,-117.0209661,0.000108126584839
9804.0,3.0,24,272534,+32.8111103,-117.0162094,8.80624068924e-05
9804.0,4.0,46,521037,+32.8120814,-117.0105250,8.82854768471e-05
9805.0,1.0,44,740198,+32.8112300,-117.0226945,5.94435542922e-05
9805.0,2.0,25,5425498,+32.8175002,-117.0327383,4.60787194097e-06
9805.0,3.0,60,747962,+32.8082033,-117.0454956,8.02179789882e-05
9805.0,4.0,48,569789,+32.8148878,-117.0505058,8.42417105279e-05
10001.0,1.0,30,267376,+32.5852794,-117.0551766,0.000112201543893
10001.0,2.0,74,1835648,+32.5870375,-117.0554842,4.03127396974e-05
10003.0,1.0,41,445600,+32.5786962,-117.0401642,9.20107719928e-05
10003.0,2.0,32,334718,+32.5792066,-117.0437123,9.56028656959e-05
10003.0,3.0,24,251873,+32.5762538,-117.0477528,9.52861164158e-05
10003.0,4.0,18,246219,+32.5812482,-117.0478511,7.31056498483e-05
10004.0,1.0,47,786544,+32.5708984,-117.0466481,5.97550804532e-05
10004.0,2.0,70,624642,+32.5709587,-117.0593457,0.000112064190368
10005.0,1.0,48,595741,+32.5651231,-117.0457243,8.05719263908e-05
10005.0,2.0,31,271659,+32.5607602,-117.0463093,0.000114113649833
10005.0,3.0,46,463550,+32.5642328,-117.0530398,9.92341710711e-05
10005.0,4.0,11,174367,+32.5661898,-117.0590766,6.30853315134e-05
10009.0,1.0,48,1766490,+32.5453695,-117.0559349,2.71725285736e-05
10009.0,2.0,70,425168,+32.5470683,-117.0518661,0.000164640800813
10009.0,3.0,13,696919,+32.5530167,-117.0543927,1.86535307547e-05
10009.0,4.0,38,641527,+32.5447420,-117.0382219,5.92336721603e-05
10010.0,1.0,8,288859,+32.5778336,-117.0615460,2.76951730775e-05
10010.0,2.0,80,627404,+32.5800861,-117.0666443,0.000127509547277
10010.0,3.0,10,253602,+32.5747341,-117.0588530,3.94318656793e-05
10011.0,1.0,54,524218,+32.5781695,-117.0529599,0.000103010579568
10011.0,2.0,39,360811,+32.5814690,-117.0574236,0.000108089830964
10012.0,1.0,28,220092,+32.5635363,-117.0596411,0.00012721952638
10012.0,2.0,17,284609,+32.5601049,-117.0581461,5.97310696429e-05
10012.0,3.0,15,124892,+32.5574442,-117.0573093,0.000120103769657
10013.0,1.0,79,491924,+32.5548216,-117.0447331,0.000160593912881
10013.0,2.0,33,404606,+32.5564082,-117.0507980,8.15608270762e-05
10014.0,1.0,92,19138298,+32.5796734,-116.9587405,4.80711503186e-06
10014.0,2.0,548,9352868,+32.5787826,-117.0187686,5.85916533838e-05
10015.0,1.0,511,40522766,+32.5601366,-116.9530619,1.2610195464e-05
10103.0,1.0,9,2267385,+32.5996184,-117.0958327,3.96933030782e-06
10103.0,2.0,26,466481,+32.5804618,-117.0958427,5.57364608634e-05
10103.0,3.0,38,397184,+32.5798625,-117.1013027,9.56735417338e-05
10104.0,1.0,41,961651,+32.5636143,-117.0970072,4.26350099984e-05
10104.0,2.0,77,657709,+32.5728369,-117.0970686,0.000117073052064
10106.0,1.0,38,736442,+32.5724954,-117.0705189,5.15994470712e-05
10106.0,2.0,16,325161,+32.5735819,-117.0778378,4.92063931406e-05
10106.0,3.0,21,278061,+32.5678923,-117.0707445,7.55229967525e-05
10107.0,1.0,60,1419004,+32.5861226,-117.0803213,4.22831789058e-05
10107.0,2.0,39,367720,+32.5825147,-117.0748280,0.000106058957903
