tract,blockgroup,sl_minidist_mean,sl_minidist_std,sl_minidist_median
10013.0,2.0,197.48070538701634,106.41912272124885,189.92552534117323
10103.0,3.0,180.27335079716781,92.577210573253595,162.90266492543668
10104.0,2.0,182.62900317286358,105.03177722404173,168.72435516457824
10103.0,2.0,174.68844891580622,85.863118479962765,167.18686984527051
10106.0,1.0,246.1298134722993,155.66581903478445,223.92423710342069
8504.0,1.0,184.20858326354559,105.87283954186073,167.36762488642944
4100.0,4.0,174.03699601791297,108.28592229010685,142.97954598383507
4200.0,4.0,177.48610001151525,96.890342216511002,166.42952975770493
5400.0,3.0,58.521253219398773,35.390812595049617,49.06250383067394
6100.0,2.0,254.95416432266973,301.26220170144728,137.30344857180523
7100.0,3.0,1438.7540857897905,1161.6682905206374,1163.4852549160219
7200.0,2.0,400.66376250633971,434.18403462494467,178.85295426520452
7800.0,2.0,248.03373504184771,161.00482169084515,207.37325725989007
7908.0,1.0,161.53019721244087,78.976827803567616,160.24907231787935
7910.0,1.0,385.73026937557455,445.89623420208108,195.2624694182802
8006.0,3.0,133.35623570653414,69.123502400700289,129.61490792911661
8305.0,2.0,747.4895342576732,619.81114564402901,519.74090078258985
700.0,3.0,145.63513047902634,81.196299285216995,133.61847975157167
1900.0,1.0,267.24379792959132,182.46003747934023,215.4961043741979
2703.0,3.0,165.02235695951759,95.179449718338077,151.44527687744409
2712.0,1.0,400.7536932301856,301.10426181665588,287.3462771130225
2712.0,3.0,254.25083314156637,164.56592288455562,205.40788938220786
8330.0,2.0,145.70129714669295,83.636243885727595,131.9420030486863
8365.0,1.0,165.20946787943382,81.166751007037576,163.69387567976952
8366.0,1.0,472.55456707733293,574.01122173297551,224.62001089427432
8510.0,4.0,352.47692382193242,283.91812806597238,255.21195646313186
8800.0,4.0,139.56046642899915,63.8231970430475,134.31260738613872
8200.0,3.0,175.72485366394415,131.72289856094713,141.727171619784
8312.0,3.0,371.58006496408876,233.04804384260382,312.57783340890899
8361.0,2.0,208.93736756188451,97.862982955217859,205.24981146782801
8362.0,2.0,299.13646107102164,145.67841138931902,258.73147509685271
8502.0,4.0,223.95640745454759,145.86118443721449,195.23506455308112
8702.0,1.0,264.42819842597635,154.43577794519459,237.60851880366317
9305.0,2.0,163.90258530418623,87.973266842249757,158.95851902384618
9305.0,3.0,160.63364148069138,79.191779805599481,152.52844929546205
9306.0,2.0,228.24995507799579,150.18694422965035,196.61669200211441
9306.0,3.0,174.72640672924106,89.562676695562217,166.06746235707396
9507.0,3.0,640.20262243847344,598.8681269791856,378.12480301468781
9510.0,1.0,458.91668085680334,252.77886588360644,419.54312276025081
16504.0,1.0,16063.526065023772,844.55489574692524,16043.176008147622
16504.0,4.0,14537.043053315838,391.66677203716949,14533.950744760656
16606.0,2.0,1994.5538550760757,1148.0501930362391,1894.385249716589
16607.0,3.0,18529.220302820737,1281.8682781349489,18462.592945044897
16609.0,3.0,17740.338324294491,510.70642757354943,17742.318276018697
16610.0,2.0,13414.471426540375,1409.3815289673164,13392.379851984932
16612.0,3.0,8723.7996997440423,1250.4249647967458,8895.6915729601296
18512.0,3.0,86263.92498806736,804.47357976845979,86216.641934920292
18514.0,3.0,88264.437479246772,1487.0361828397267,88300.748721704964
18519.0,3.0,76290.500933430609,516.3558483393781,76287.661898259656
18603.0,2.0,90678.543550005052,3132.9390965836719,90525.939969561514
18610.0,4.0,97061.460205747368,1185.1412364414816,96965.002843650727
20019.0,1.0,47849.8470722235,1264.0355989803984,47913.665584852599
20021.0,3.0,50421.998345587439,848.13619311822561,50404.490585011008
20026.0,1.0,43392.379930897579,811.36996053164887,43359.23326275099
20027.0,2.0,39224.312413471045,442.22294868617092,39204.140122598619
20028.0,1.0,42784.404700324121,591.53473887169343,42803.294706680186
20029.0,2.0,46770.657813267208,1718.5256515074234,46782.699695118892
2001.0,3.0,118.21712991448602,69.428525129359599,107.09106946038699
6500.0,1.0,233.68044970766772,171.96829854011014,174.07076577700005
10103.0,1.0,3708.2284734253581,2232.2118745520079,3490.9996649587674
7100.0,1.0,380.89214462358365,354.05763570214793,229.42046963589422
8329.0,2.0,315.8195946682398,241.26210614459697,238.8681222885308
8329.0,3.0,279.86872389989247,172.92662685756974,252.80677218923904
9706.0,2.0,213.61219124324742,123.03924868111393,191.93137810813775
202.0,1.0,149.10146177384806,86.705046380874506,144.13611547513415
202.0,3.0,143.10683660136624,66.942873118382309,137.06782580220406
8337.0,3.0,176.52135253409205,96.228585230892008,162.85293828573828
8340.0,3.0,470.96836110589066,435.25429856139903,272.28864075206002
8340.0,4.0,209.7578584118599,167.05169907062185,163.85526605358504
8341.0,2.0,185.17621011810886,109.98878782727252,168.58713391726218
8346.0,2.0,425.1094199641006,381.25776878740572,230.19475611503822
8347.0,4.0,147.55505562368609,91.105267727171437,136.34666411017221
8902.0,2.0,358.40375263988676,289.90479563311322,271.29925236841257
8702.0,2.0,224.23160927652009,119.42520363147516,204.94760200075984
9104.0,1.0,163.42806914506596,78.086515464499158,163.32277437313098
9202.0,1.0,441.46538337339422,337.74094728162385,335.84071497711193
9301.0,2.0,297.60862924080561,189.29106460526734,264.6577572264722
9510.0,3.0,1006.1230091816368,572.86107073169876,1071.4051118937832
9704.0,4.0,256.31658398113245,175.60177181336596,203.59301462335662
9802.0,1.0,144.88459410131577,74.094366847324935,140.00374073778568
10104.0,1.0,774.13398218675025,685.28455806441275,488.915505826409
10200.0,6.0,5693.6896422271338,650.28082103350266,5701.4494856577949
10300.0,3.0,2839.9377097657798,336.08536710734859,2823.3436363707883
13606.0,4.0,28182.804017976374,825.36324436704888,28191.891331156861
16614.0,2.0,10350.014286473495,1428.7524275657393,10400.931839297715
16616.0,2.0,6872.2289190714091,1542.1699721839523,6977.4043258020065
11300.0,1.0,7812.2484890953256,2900.379649337016,7391.0509730091144
11902.0,3.0,1320.6429333192441,684.92605694926681,1278.2707973638126
12501.0,1.0,13443.359067127943,587.13222960452663,13429.546487235155
12501.0,2.0,13451.008728502562,382.28810428251626,13423.193047194582
12502.0,1.0,14029.346808720582,1619.0799899525816,14086.770430619537
18612.0,2.0,95200.148840540729,791.3215027926708,95138.046989798007
18613.0,2.0,95162.399347718747,618.22498430541714,95127.721567774599
18614.0,2.0,93490.687861509025,932.50862483284573,93442.278962760785
19301.0,2.0,85035.386302553263,1563.8156837021406,85124.967746482027
19403.0,3.0,79344.055680215693,2054.7848838938817,79569.046376651255
20029.0,3.0,42255.213961502312,708.94686326735768,42291.429013313289
20209.0,3.0,12654.018992555395,459.55200584613749,12628.903017132481
20211.0,4.0,14367.505213804967,360.94538141607336,14361.214438406383
20213.0,1.0,20716.467737978659,454.57929445731941,20736.349976207144
20213.0,2.0,18739.41486231676,382.76792266664773,18731.437523789995
20214.0,2.0,20202.421004970296,1182.738680880344,20190.95520705347
20214.0,3.0,22342.174841941676,1035.5747389974158,22338.149632478075
20809.0,3.0,41849.614433102695,2773.5957539581714,41985.370012991872
3603.0,2.0,234.11345975518384,179.29925667937354,169.26663073840513
3401.0,4.0,176.92876576233482,94.549806485634221,163.20572877699226
14002.0,1.0,2186.2557743383791,1229.1471223700523,2232.0887526830643
20401.0,1.0,4570.831843877495,1822.1913939044412,4406.7625783751582
8348.0,3.0,288.26497415042473,250.99307963744883,186.58806127937339
8350.0,4.0,162.27423237969919,111.66060924342887,133.00816145094439
8354.0,2.0,229.35338591828818,147.78344737087212,205.24461496206547
8363.0,2.0,229.27641100479354,137.1588827449803,194.93176167179831
8363.0,3.0,198.95259129254461,93.434959467410977,195.40193806929787
8364.0,1.0,274.47386158621015,165.22778465105844,231.74016353503146
8364.0,2.0,256.73884542268343,147.38569011038439,223.27967137102075
8364.0,3.0,297.90395576910163,159.69912668656713,291.5765317172478
13802.0,2.0,7949.427109385012,575.30869771911864,7992.1640790952806
14200.0,4.0,3686.2284823776213,833.01716820182207,3771.8096256228691
14805.0,1.0,3094.6357300467557,553.58669556879181,3140.7374379768307
14806.0,1.0,1203.2756701482995,634.11872063270653,1213.7541605452641
14902.0,2.0,6811.2513901929169,956.35280437949507,6783.6631948922168
15601.0,3.0,23393.866506311602,590.33900649601946,23364.263498573884
15703.0,3.0,16602.082892356299,245.21849208228767,16616.53052318468
15901.0,2.0,10621.757124627147,516.78969003655197,10586.766167235099
15902.0,4.0,13006.114922812678,545.21241776734462,12962.660192274852
16302.0,3.0,18004.608418104432,551.49076240912916,18020.306672493585
18300.0,4.0,86957.306507074172,904.5842315056916,86984.220612748322
18603.0,3.0,89596.442464567459,834.5845620958271,89582.580104876542
18613.0,1.0,95124.363335645874,1910.8160588133687,95078.357459281397
18803.0,3.0,85542.018147282404,5512.0263605941655,85828.712536688327
